,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,CO2,DT_total,0.8719679223345536,1.7245583808127343,0.8860049883583844,1.6210345693848829,0.8971241589874699,1.6058527453460367,{'criterion': 'squared_error'}
1,CFCs,DT_total,0.8719679223345536,1.7245583808127343,0.8860049883583844,1.6210345693848829,0.7935969264073333,1.6663618598873844,{'criterion': 'squared_error'}
2,Methane,DT_total,0.8719679223345536,1.7245583808127343,0.8860049883583844,1.6210345693848829,0.8679853718431607,1.8764437839070656,{'criterion': 'squared_error'}
3,E&E,DT_total,0.8719679223345536,1.7245583808127343,0.8860049883583844,1.6210345693848829,0.8415573268468215,1.1689779667249482,{'criterion': 'squared_error'}
4,CO2,GBR_total,0.921024805037993,1.0815248880504569,0.9366409187669199,0.8471042018936248,0.9409333969501464,0.8698858736361583,"{'learning_rate': 0.5, 'n_estimators': 200}"
5,CFCs,GBR_total,0.921024805037993,1.0815248880504569,0.9366409187669199,0.8471042018936248,0.9638894363071369,0.333087104087728,"{'learning_rate': 0.5, 'n_estimators': 200}"
6,Methane,GBR_total,0.921024805037993,1.0815248880504569,0.9366409187669199,0.8471042018936248,0.9237159566163331,0.9969304468219115,"{'learning_rate': 0.5, 'n_estimators': 200}"
7,E&E,GBR_total,0.921024805037993,1.0815248880504569,0.9366409187669199,0.8471042018936248,0.9227902139080573,0.5185250039728444,"{'learning_rate': 0.5, 'n_estimators': 200}"
8,CO2,BG_total,0.925769286724036,1.0154788167692241,0.9332895352739031,0.8736549679383702,0.9412148956537298,0.859364371435277,{'n_estimators': 100}
9,CFCs,BG_total,0.925769286724036,1.0154788167692241,0.9332895352739031,0.8736549679383702,0.8633193581456334,0.9753959756597447,{'n_estimators': 100}
10,Methane,BG_total,0.925769286724036,1.0154788167692241,0.9332895352739031,0.8736549679383702,0.9212737826080717,0.9927442850643337,{'n_estimators': 100}
11,E&E,BG_total,0.925769286724036,1.0154788167692241,0.9332895352739031,0.8736549679383702,0.8964718169917447,0.6842469541625544,{'n_estimators': 100}
12,CO2,ETR_total,0.9309842518789686,0.9461530533386447,0.9355212739460466,0.8326865293835305,0.9413781427566879,0.8275254998704219,{'n_estimators': 100}
13,CFCs,ETR_total,0.9309842518789686,0.9461530533386447,0.9355212739460466,0.8326865293835305,0.9615775672159811,0.28522269784066934,{'n_estimators': 100}
14,Methane,ETR_total,0.9309842518789686,0.9461530533386447,0.9355212739460466,0.8326865293835305,0.9236890743133196,0.9845188634570459,{'n_estimators': 100}
15,E&E,ETR_total,0.9309842518789686,0.9461530533386447,0.9355212739460466,0.8326865293835305,0.9054467296850351,0.6394298619597455,{'n_estimators': 100}
16,CO2,RF_total,0.9259701728505265,1.0132460454779213,0.9331186639874102,0.8735846354285804,0.9412202442445196,0.8543921336561677,{'n_estimators': 180}
17,CFCs,RF_total,0.9259701728505265,1.0132460454779213,0.9331186639874102,0.8735846354285804,0.8655182754867295,0.9646183643603357,{'n_estimators': 180}
18,Methane,RF_total,0.9259701728505265,1.0132460454779213,0.9331186639874102,0.8735846354285804,0.9202357896571924,1.0089611322693934,{'n_estimators': 180}
19,E&E,RF_total,0.9259701728505265,1.0132460454779213,0.9331186639874102,0.8735846354285804,0.8980412028609769,0.6764268537700123,{'n_estimators': 180}
20,CO2,LGBM_total,0.9313104436267349,0.933468974071715,0.9397081538127684,0.8186689237274805,0.947305370350446,0.7768733374630746,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
21,CFCs,LGBM_total,0.9313104436267349,0.933468974071715,0.9397081538127684,0.8186689237274805,0.9119049646964085,0.7844229900916729,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
22,Methane,LGBM_total,0.9313104436267349,0.933468974071715,0.9397081538127684,0.8186689237274805,0.9160153402417002,1.1431014750277229,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
23,E&E,LGBM_total,0.9313104436267349,0.933468974071715,0.9397081538127684,0.8186689237274805,0.9490041286187031,0.3673532859980239,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
24,CO2,BGLGBM_total,0.9398480204647388,0.8232865941479407,0.9446584470229016,0.7060167938837096,0.9508339712404342,0.685307489531223,{'n_estimators': 50}
25,CFCs,BGLGBM_total,0.9398480204647388,0.8232865941479407,0.9446584470229016,0.7060167938837096,0.9685864588469267,0.2483796342201529,{'n_estimators': 50}
26,Methane,BGLGBM_total,0.9398480204647388,0.8232865941479407,0.9446584470229016,0.7060167938837096,0.9245167491556326,0.958745340706219,{'n_estimators': 50}
27,E&E,BGLGBM_total,0.9398480204647388,0.8232865941479407,0.9446584470229016,0.7060167938837096,0.9438212814290194,0.36818387844262546,{'n_estimators': 50}
28,CO2,DT_separate,0.8890282331610976,1.5968160522435337,-1.0,-1.0,0.9182469155889647,1.262940078612603,{'criterion': 'squared_error'}
29,CO2,GBR_separate,0.9457645296513562,0.7955687300676957,-1.0,-1.0,0.948842178912464,0.7496342019486095,"{'learning_rate': 0.5, 'n_estimators': 200}"
30,CO2,BG_separate,0.9327435604509153,0.9808827513840903,-1.0,-1.0,0.9425592744835545,0.8331880803590884,{'n_estimators': 100}
31,CO2,ETR_separate,0.9371779165769851,0.9097746214320473,-1.0,-1.0,0.9423988193566872,0.8157920465165731,{'n_estimators': 180}
32,CO2,RF_separate,0.9335373124383851,0.970083983130335,-1.0,-1.0,0.9422116356218817,0.8367626883147635,{'n_estimators': 200}
33,CO2,LGBM_separate,0.9405114458584295,0.8786868762076466,-1.0,-1.0,0.9524162765004228,0.720575980427643,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
34,CO2,BGLGBM_separate,0.9464311135551015,0.7794562555296262,-1.0,-1.0,0.9549162638196975,0.6481199591504806,{'n_estimators': 50}
35,CFCs,DT_separate,0.6733199439094901,2.706381651155645,-1.0,-1.0,0.8335360252543156,1.5820806514636354,{'criterion': 'friedman_mse'}
36,CFCs,GBR_separate,0.8256415411430134,1.5177614193244144,-1.0,-1.0,0.9864461707620412,0.12919448616934726,"{'learning_rate': 0.1, 'n_estimators': 200}"
37,CFCs,BG_separate,0.6743915563231492,2.5920268842969705,-1.0,-1.0,0.8988462131544053,0.7138514903424293,{'n_estimators': 100}
38,CFCs,ETR_separate,0.8370423888488305,1.4449319445644575,-1.0,-1.0,0.9832522127162954,0.15286967821198053,{'n_estimators': 200}
39,CFCs,RF_separate,0.6752993779526077,2.593796779782539,-1.0,-1.0,0.8945756197331406,0.7472088121487056,{'n_estimators': 120}
40,CFCs,LGBM_separate,0.8731471526579044,1.1403785382301184,-1.0,-1.0,0.9541506547963884,0.48262367112126037,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
41,CFCs,BGLGBM_separate,0.8470717644271124,1.2514287706803955,-1.0,-1.0,0.9673752042716169,0.3038699346743633,{'n_estimators': 30}
42,Methane,DT_separate,0.84019998245723,1.8147668230426586,-1.0,-1.0,0.8712397182216456,1.8074631185065868,{'criterion': 'squared_error'}
43,Methane,GBR_separate,0.9004272327997865,1.1248568462029733,-1.0,-1.0,0.9188504744696525,1.073402139435016,"{'learning_rate': 0.5, 'n_estimators': 200}"
44,Methane,BG_separate,0.9100950276322427,1.0286138986539561,-1.0,-1.0,0.9161831991676022,1.0559937076913684,{'n_estimators': 100}
45,Methane,ETR_separate,0.9122475994308712,0.9983045103195229,-1.0,-1.0,0.9237433676712061,0.975944481802531,{'n_estimators': 200}
46,Methane,RF_separate,0.9103047974618252,1.0243746138388676,-1.0,-1.0,0.9169919297842983,1.0482122137004939,{'n_estimators': 200}
47,Methane,LGBM_separate,0.9042612557770953,1.0909421147155096,-1.0,-1.0,0.9223685706007938,1.0657736333784962,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 30}"
48,Methane,BGLGBM_separate,0.9193543189020443,0.9255052390148819,-1.0,-1.0,0.9353729738624037,0.8469958021620154,{'n_estimators': 50}
49,E&E,DT_separate,0.8373211419122605,1.24763457503993,-1.0,-1.0,0.8237445467824274,1.1335791306949772,{'criterion': 'squared_error'}
50,E&E,GBR_separate,0.9249767682884558,0.5793906477154869,-1.0,-1.0,0.9384901489666904,0.4176404224300003,"{'learning_rate': 0.5, 'n_estimators': 200}"
51,E&E,BG_separate,0.897388400284884,0.7802326178513731,-1.0,-1.0,0.894808544026303,0.7015062802243608,{'n_estimators': 100}
52,E&E,ETR_separate,0.9009267296261925,0.7321976126910528,-1.0,-1.0,0.8945479282398004,0.7160669533710614,{'n_estimators': 120}
53,E&E,RF_separate,0.8986408590277474,0.7700500142585573,-1.0,-1.0,0.8964710016501387,0.6835839725802639,{'n_estimators': 200}
54,E&E,LGBM_separate,0.9228260602792979,0.6031154355829529,-1.0,-1.0,0.9402286968304121,0.43326887835289174,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
55,E&E,BGLGBM_separate,0.9324246865977857,0.5250936878703907,-1.0,-1.0,0.9444945392238906,0.39109300499482663,{'n_estimators': 50}
