,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9206695376936882,0.7365798585597814,-1,-1,0.9332870453083745,0.6459639851575696,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1073,985,212,169,125,111,107,71,74,63,58,53,82,47,66,99,48,42,29,52,40,62,35,26,34,13,7,41,29,33,13,23,18,25,14,9,19,20,39,30,32,37,28,39,42,34,61,115,186,390,0,0,1814,4537,785,568,784,1152
