,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9244239939238652,0.7495516019629906,-1,-1,0.9336612470510783,0.525140515454309,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1399,1336,415,272,176,227,204,124,148,160,131,101,139,113,81,133,63,77,42,50,75,55,50,35,26,31,23,57,31,34,31,33,31,62,39,25,37,40,39,41,37,49,60,79,78,96,78,145,250,606,0,0,1525,4579,932
