,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,feature_sum
0,0.9143339885883419,0.838830457840062,0.9196862870880926,0.7378046322984595,0.11081334123486056,0.08872999740731138,0.03204577206563206,0.02297377433732113,0.01876073187895848,0.015707712631332024,0.01547278788103263,0.01163795696136894,0.010096369001321038,0.010273034803758163,0.009121160042964555,0.0065532180204205094,0.007359541711421411,0.006379347383236415,0.006008916379618998,0.005053666185167351,0.004661923281109177,0.0067563736928528215,0.004054834129659123,0.0037058878723903355,0.004722846525179945,0.004668395125745398,0.0030537056928034373,0.004472619973579268,0.0031737447065940715,0.0018105707618800695,0.0025441436102571703,0.003908381791918219,0.002588471177944862,0.0038577749793202217,0.003270172969369236,0.0025880785708112647,0.0030460165191303385,0.0036336530982628984,0.0030183019124165097,0.002188809462078842,0.002435996394928207,0.0025230119634060523,0.003846648641307703,0.0034854006938528585,0.0026877143597911035,0.004723856439127375,0.0035991629319604428,0.005437914984505599,0.005443033692605899,0.006013035050680889,0.005935427238045854,0.011981806733582725,0.020547326444189287,0.04169675913922738,0.0,0.0,0.11631750064817215,0.3146133708655876,13020.0
