,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.9220658105158872,0.7281589995043692,-1,-1,0.9402924837758084,0.6420167092970368,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1530,1272,439,305,254,328,334,163,146,97,88,100,110,54,74,41,59,93,57,37,55,66,50,27,29,39,23,42,34,41,49,15,28,36,31,30,36,29,58,62,26,70,39,90,78,85,88,142,201,501,0,0,1769,4077,1173
