,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.9192531409276704,0.7481558716785279,-1,-1,0.9425060879873592,0.6306758860231212,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1350,1195,381,275,219,215,133,117,129,124,73,74,101,57,87,90,75,58,57,47,55,48,37,31,25,22,33,32,32,49,37,35,22,35,32,16,29,20,38,45,32,44,46,73,85,74,76,123,221,488,0,0,1843,4427,936,702
