,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9155605433715268,0.8234663823063268,-1,-1,0.8809865116164788,0.981188688021789,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1582,1364,450,342,230,212,224,158,110,130,122,91,99,87,64,121,92,120,48,69,54,65,35,68,53,33,50,56,35,50,82,30,32,67,54,28,49,44,82,38,46,100,53,81,74,81,79,203,308,606,0,0,1793,4556
