,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,E,S,A,B,V,BET,Vt,Vmic,Vmeso,Temp(K),Pressure,Adsorp(mmol/g),Index,Label
0,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.053414953,0.018736999,2751,Methane
1,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.170583237,0.061586829,2751,Methane
2,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.301536026,0.104401808,2751,Methane
3,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.404919806,0.136499973,2751,Methane
4,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.534149532,0.17122942,2751,Methane
5,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.66510232,0.21134777,2751,Methane
6,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.828793305,0.254079977,2751,Methane
7,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,278,1.011437984,0.302157521,2751,Methane
8,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,263,0.036125293,0.053571429,2752,Methane
9,101.3809813,116.04255,125.3442412,123.4170472,123.8046362,126.947328,129.0899319,129.0460857,129.0022394,128.9583932,131.2866353,136.2499461,140.4464935,143.3858065,146.3689979,150.5737404,153.8257497,155.5795089,158.0167428,161.3111601,164.0524876,165.7613089,166.8499307,166.8060845,168.0528488,171.6040293,175.118022,178.5793358,179.8002326,177.911284,183.576869,196.1123943,199.3499658,195.8002592,195.2695896,196.8949545,210.8347545,209.0380656,211.6544777,218.7999483,347.5417724,261.7888407,216.5144253,219.9757391,405.0080275,277.9179949,233.8516434,242.1522651,444.3692733,297.8112029,350.6611494,524.1317016,261.9404388,265.0831306,357.4152353,566.4487874,278.3729902,287.8009384,456.2820421,713.3585109,300.6669136,305.8805448,315.1143248,328.3295592,776.4219514,480.1941378,359.3137718,375.4417467,902.7571843,550.5073045,433.8565388,461.8343789,1187.308613,761.499468,656.9031951,789.3865438,1916.96543,1487.273597,2291.175533,3720.294752,0,0,0,0,0.2495,514,3,,,263,0.256216238,0.285714286,2752,Methane
