,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,E,S,A,B,V,BET,Vt,Vmic,Vmeso,Temp(K),Pressure,Adsorp(mmol/g),Index,Label
0,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.053414953,0.018736999,2751,Methane
1,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.170583237,0.061586829,2751,Methane
2,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.301536026,0.104401808,2751,Methane
3,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.404919806,0.136499973,2751,Methane
4,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.534149532,0.17122942,2751,Methane
5,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.66510232,0.21134777,2751,Methane
6,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,0.828793305,0.254079977,2751,Methane
7,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,278,1.011437984,0.302157521,2751,Methane
8,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,263,0.036125293,0.053571429,2752,Methane
9,101.3809813,125.0822513,125.8381427,129.0473753,128.9454973,139.3155204,146.1522188,154.2899801,159.9546353,165.6105305,166.7957677,173.5885125,180.0224619,186.1577125,197.4707094,196.6559303,208.7210029,369.8169003,215.9036053,386.3183169,237.7578183,327.9849233,544.5400019,266.4696122,276.1546495,478.9652599,302.8137029,324.8314089,462.7689723,381.6083254,425.6277623,1174.784814,703.6620241,1626.291543,3720.294752,0,0,0,0,0.2495,514,3,,,263,0.256216238,0.285714286,2752,Methane
