,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33
0,CO2,LGBM_separate,0.9604159901991034,0.4869215701851071,-1,-1,0.9581480326219858,0.4250446867980589,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.41297031372192067,0.0689753522007361,0.04707217252388767,0.09986067635370957,0.0,0.0,0.7543253103870987,1.7376843977366394,0.05745669237953721,0.27376346306636284,0.06237851899247979,0.030227238816389314,0.013789833004730846,0.01455201567406215,0.011527263010384328,0.017446726874517003,0.021591918051693675,0.012715382616251958,0.011767339595231715,0.01809536923608913,0.007077459738036173,0.00796708544827355,0.013011692107356488,0.020950011836142063,0.006521934361320336,0.012683689705341146,0.006895113077794133,0.007106987460899466,0.008503384307144615,0.005896250384974688,0.005661456558132471,0.01274237389533053,0.016331960840096214,0.007629023610600708,0.011949034071791915,0.008718468412875971,0.019930880409033336,0.017495184653762937,0.035344059261866526,0.015089832888391821,0.03219895478645685,0.07503180910026233
