,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,S,V,Temp(K),Pressure,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET,Vt,Vmic,Vmeso,feature_sum
0,0.9502273971652717,0.5956815876250692,0.960225130327681,0.44741798472034505,0.0,0.0,0.18685968797975377,0.4338609044434639,0.014856073978078145,0.06916312384931013,0.011311752386632977,0.005942596696822653,0.004245012194815454,0.004686075899794244,0.0034361608892666375,0.0042995971027039726,0.004386889897316145,0.003904447431882894,0.005082730665962796,0.004060029793642053,0.0025953819235582463,0.0026939704942212633,0.0039419691713490175,0.004458435710121465,0.003910057496423829,0.003822496079106051,0.002106873259441971,0.002713897252299083,0.002549116802026738,0.0021681863458675346,0.001958629673604418,0.0025132405246180477,0.002990624666001162,0.0024121243159212977,0.0027507369099622936,0.0029741166903376613,0.0032078591760297255,0.0034988544486868455,0.006168787892898075,0.0046645251389645535,0.007497460250348127,0.018081769960522458,0.09992862869100959,0.01667846490794843,0.011855424840198364,0.025763284169087908,3.995954456558432
