,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,S,V,Temp(K),Pressure,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET,Vt,Vmic,Vmeso,feature_sum
0,0.005816649613600502,0.07140709989641937,0.006719728814537043,0.09079966348182089,0.0,0.0,0.003768273480232781,0.007336192092665357,0.001440211659579612,0.004632766716985803,0.0023730638661339475,0.0011632892587544689,0.0009055690638076679,0.0018057860810903638,0.0011810073042892331,0.001009861762886553,0.0011230623811127095,0.001163092615912157,0.0015588607159573349,0.0012590878713850623,0.0007435115492712399,0.0009606643749409516,0.0012505249374966153,0.0015051490546143227,0.0012806497884617042,0.0012372490096331792,0.000714599726797852,0.0011721133319199685,0.0009677623355433555,0.0008600001399180766,0.0006604167802824386,0.0007953177500083958,0.0009115947417832355,0.0008220880404117032,0.0007161005745722334,0.0010387248804639823,0.001230824954245721,0.0012129347374501018,0.0023202954525163586,0.0014267266075954762,0.0023625359001946244,0.0035497841623046388,0.006161729724893318,0.001820783479807657,0.0012850633618207686,0.0021557864842780563,0.0886424534853249
