,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33
0,CO2,LGBM_separate,0.941230804269431,0.6511053890874003,-1,-1,0.9609035973729689,0.5171540561810173,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.42652218378239715,0.06895783700275128,0.04241894167561881,0.08766888648627567,0.0,0.0,0.7617799331415385,1.7046900430060796,0.0539003099896689,0.2683248735447739,0.040568371957449875,0.022165577376712937,0.02425817918045068,0.013410298554203772,0.016015052999222384,0.022400156714209488,0.01892250077581959,0.014913570284147725,0.017961644812333005,0.016238787885725477,0.015419143861959249,0.007599678320423108,0.019288294290927106,0.016306527157862568,0.019489534093939803,0.018156503828589358,0.006650469602127591,0.007189782588528422,0.011171778558122777,0.008119168060185204,0.006822609895413956,0.006902085343596247,0.008789635103113218,0.009341804215540912,0.013323030764668538,0.01577853458395772,0.01082531975550446,0.009870854417258055,0.03619657040067346,0.014303435561657205,0.030692588078233083,0.09600759506400655
