,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33
0,CO2,LGBM_separate,0.9492587413082949,0.5878375512595021,-1,-1,0.9569540944845158,0.5788013165498406,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.38963494179327685,0.05895590141838091,0.04149106797592128,0.1119017256761051,0.0,0.0,0.7604220347358867,1.7292930175911876,0.04937025787562852,0.27850643576856765,0.048157215440798117,0.026364751672313218,0.012229519461592928,0.015121591225699955,0.009462212339429732,0.02179788216113554,0.026321934664915732,0.009931444091524496,0.02884695816421985,0.02753527106577304,0.015811120772845595,0.010784482355618876,0.010896634239790913,0.02634834997213209,0.011530812045109404,0.017659876264514644,0.014305680749326788,0.020353304766969647,0.01077664488623079,0.008235109083976897,0.007224437161016609,0.011194174543724221,0.012101991468785532,0.013174226199385294,0.009296923525290511,0.007504463918238278,0.01000347475582857,0.01520624459664428,0.029305391904137033,0.01440325275550482,0.031544778178446656,0.07041952430148629
