,S,V,L,BET,Vt,Temp(K),K,n,Vmic,Group
866,0.28,0.2809,0.058,842.11,0.39,273.0,5.487250846313367,0.4699658302835859,0.35,2
867,0.28,0.2809,0.058,842.11,0.39,298.0,4.075081974502816,0.5541910780939064,0.35,0
868,0.28,0.2809,0.058,1405.5,0.72,273.0,6.834298832084241,0.6062081104669058,0.6,2
869,0.28,0.2809,0.058,1405.5,0.72,298.0,4.219951346775824,0.6959840525280847,0.6,0
870,0.28,0.2809,0.058,1984.7,1.0,273.0,5.288575009859899,0.6834951876397674,0.55,2
871,0.28,0.2809,0.058,1984.7,1.0,298.0,3.210791355986616,0.7884851214771011,0.55,0
872,0.28,0.2809,0.058,842.11,0.39,323.0,2.5057910191225616,0.6351618882922386,0.35,1
873,0.28,0.2809,0.058,1405.5,0.72,323.0,2.494079692684122,0.7508880183197079,0.6,1
874,0.28,0.2809,0.058,1984.7,1.0,323.0,1.9008471330239611,0.7924861043960342,0.55,1
875,0.28,0.2809,0.058,1389.8,0.45,273.0,3.8396429056434176,0.5397997075636688,0.36,2
876,0.28,0.2809,0.058,1759.5,0.86,273.0,6.916009469079237,0.6758517670668567,0.66,2
877,0.28,0.2809,0.058,1909.4,0.97,273.0,5.067738993275719,0.6656023539916501,0.42,2
878,0.28,0.2809,0.058,1389.8,0.45,298.0,2.379323284473271,0.6338199366129565,0.36,0
879,0.28,0.2809,0.058,1759.5,0.86,298.0,3.7482373863386624,0.7686826569628938,0.66,0
880,0.28,0.2809,0.058,1909.4,0.97,298.0,3.0733355594554026,0.7196531291523556,0.42,0
881,0.28,0.2809,0.058,1389.8,0.45,323.0,1.6841031775144228,0.7125207651905383,0.36,1
882,0.28,0.2809,0.058,1759.5,0.86,323.0,2.3534546926949136,0.7911591471800826,0.66,1
883,0.28,0.2809,0.058,1909.4,0.97,323.0,1.933436859953069,0.775038349479598,0.42,1
884,0.28,0.2809,0.058,624.0,0.62,293.0,1.7356395863860312,0.5509965101431814,0.18,0
885,0.28,0.2809,0.058,624.0,0.62,298.0,1.6099012157340098,0.5542977252278007,0.18,0
886,0.28,0.2809,0.058,624.0,0.62,303.0,1.4910697071373629,0.5730177256968885,0.18,0
887,0.28,0.2809,0.058,624.0,0.62,308.0,1.4352497471714991,0.5979720249685582,0.18,-1
888,0.28,0.2809,0.058,624.0,0.62,313.0,1.2693884457369229,0.6102006018271305,0.18,1
889,0.28,0.2809,0.058,624.0,0.62,318.0,1.1838606896858836,0.633775305163624,0.18,1
890,0.28,0.2809,0.058,624.0,0.62,323.0,1.0828486892650069,0.6482324645117205,0.18,1
891,0.28,0.2809,0.058,828.0,0.71,298.0,3.0712454192813725,0.5204913906855191,0.33,0
892,0.28,0.2809,0.058,910.0,1.81,298.0,2.54514339251512,0.535002986217975,0.06,0
893,0.28,0.2809,0.058,859.0,0.85,298.0,2.8141850040106857,0.5404794804235175,0.29,0
894,0.28,0.2809,0.058,900.0,0.94,298.0,2.2493641132427995,0.5360157636091579,0.02,0
895,0.28,0.2809,0.058,1161.0,1.31,273.0,3.621423704210817,0.5310701980317489,0.25,2
896,0.28,0.2809,0.058,1030.0,1.1,273.0,3.544581232797482,0.5835336221906543,0.27,2
897,0.28,0.2809,0.058,1365.0,1.79,273.0,3.361966121305532,0.6274916105594969,0.24,2
898,0.28,0.2809,0.058,2307.0,2.54,273.0,3.706854401361095,0.8143716849019514,0.26,2
899,0.28,0.2809,0.058,1161.0,1.31,298.0,2.47546320114894,0.6522800305433674,0.25,0
900,0.28,0.2809,0.058,1030.0,1.1,298.0,2.3666156005343235,0.6928684117985954,0.27,0
901,0.28,0.2809,0.058,1365.0,1.79,298.0,2.206904567657103,0.7101475311067804,0.24,0
902,0.28,0.2809,0.058,2307.0,2.54,298.0,2.345503939124166,0.914406832279559,0.26,0
903,0.28,0.2809,0.058,2147.0,0.94,273.0,6.246436520378498,0.7283608506336755,0.73,2
904,0.28,0.2809,0.058,2168.0,1.04,273.0,5.226868481551513,0.799241467450119,0.69,2
905,0.28,0.2809,0.058,2019.0,1.0,273.0,4.902115293289092,0.7178366533442359,0.61,2
906,0.28,0.2809,0.058,2147.0,0.94,298.0,4.330395481992495,0.7921021044652838,0.73,0
907,0.28,0.2809,0.058,2168.0,1.04,298.0,3.936184649506092,0.8634951553450272,0.69,0
908,0.28,0.2809,0.058,2019.0,1.0,298.0,3.6251248475469904,0.993461987919949,0.61,0
909,0.28,0.2809,0.058,483.0,0.302,298.0,2.1830014456005022,0.8038771528385393,0.166,0
910,0.28,0.2809,0.058,559.0,0.268,298.0,2.3196191180509964,0.7724247865457649,0.195,0
911,0.28,0.2809,0.058,967.0,0.453,298.0,2.8962703686568574,0.6902046579476344,0.335,0
912,0.28,0.2809,0.058,1482.0,0.756,298.0,4.028221398197191,0.6495323909000302,0.485,0
913,0.28,0.2809,0.058,1750.0,0.851,298.0,4.362476750335627,0.6007857084067796,0.517,0
914,0.28,0.2809,0.058,1968.0,1.144,298.0,4.708308624089269,0.5368474482584334,0.552,0
915,0.28,0.2809,0.058,1208.0,0.806,298.0,2.9603722124043577,0.6255394983748883,0.25,0
916,0.28,0.2809,0.058,874.0,0.546,298.0,2.739831680241673,0.6937244420716242,0.225,0
917,0.28,0.2809,0.058,1833.0,0.96,298.0,4.178504232234228,0.5872041757184531,0.457,0
918,0.28,0.2809,0.058,1689.0,0.835,298.0,4.509246850820012,0.5771096264961849,0.551,0
919,0.28,0.2809,0.058,1321.0,0.602,298.0,3.630012437604196,0.6668244334364727,0.418,0
920,0.28,0.2809,0.058,697.0,0.439,298.0,2.4614046101076497,0.7540733481391382,0.207,0
921,0.28,0.2809,0.058,1177.0,0.988,298.0,3.2915354589784345,0.5939483524174435,0.353,0
922,0.28,0.2809,0.058,1604.0,0.931,298.0,4.11747538610539,0.5948599775668392,0.485,0
923,0.28,0.2809,0.058,1171.0,0.538,298.0,3.213811009173788,0.6754485538004644,0.379,0
924,0.28,0.2809,0.058,483.0,0.302,273.0,4.491081616677413,0.6420443759245317,0.166,2
925,0.28,0.2809,0.058,559.0,0.268,273.0,4.678620180389896,0.6161583779311702,0.195,2
926,0.28,0.2809,0.058,967.0,0.453,273.0,5.641143841599398,0.5493508251488233,0.335,2
927,0.28,0.2809,0.058,1482.0,0.756,273.0,6.716092745575148,0.5193768227600298,0.485,2
928,0.28,0.2809,0.058,1750.0,0.851,273.0,7.021449757839368,0.4676815615312069,0.517,2
929,0.28,0.2809,0.058,1968.0,1.144,273.0,7.359775080427521,0.4672309918659956,0.552,2
930,0.28,0.2809,0.058,1208.0,0.806,273.0,5.281140872387682,0.5555992335025779,0.25,2
931,0.28,0.2809,0.058,874.0,0.546,273.0,5.135667495519398,0.6158386450095826,0.225,2
932,0.28,0.2809,0.058,1833.0,0.96,273.0,6.6683795409639,0.5038878650228876,0.457,2
933,0.28,0.2809,0.058,1689.0,0.835,273.0,7.136448271724001,0.5079499668054499,0.551,2
934,0.28,0.2809,0.058,1321.0,0.602,273.0,6.17105544148228,0.5956890077369892,0.418,2
935,0.28,0.2809,0.058,697.0,0.439,273.0,4.809740206464391,0.5904573729936368,0.207,2
936,0.28,0.2809,0.058,1177.0,0.988,273.0,5.772251037180848,0.4846164164443095,0.353,2
937,0.28,0.2809,0.058,1604.0,0.931,273.0,6.742204169163713,0.4839668158649516,0.485,2
938,0.28,0.2809,0.058,1171.0,0.538,273.0,5.946453430554637,0.5635213613179678,0.379,2
939,0.28,0.2809,0.058,1049.0,0.69,273.0,4.8127277808192455,0.5367725282383173,0.43,2
940,0.28,0.2809,0.058,1248.0,0.68,273.0,5.146700665039136,0.6315565413250012,0.52,2
941,0.28,0.2809,0.058,796.0,0.53,273.0,2.5244142731616006,0.642820273274416,0.26,2
942,0.28,0.2809,0.058,1638.0,0.88,273.0,4.5814062416399,0.6984372320357055,0.51,2
943,0.28,0.2809,0.058,1631.0,0.85,273.0,3.9833345158517712,0.750812227095134,0.44,2
944,0.28,0.2809,0.058,1049.0,0.69,298.0,3.861096344716853,0.6182216292517598,0.43,0
945,0.28,0.2809,0.058,1248.0,0.68,298.0,3.95554974707577,0.6893995528796525,0.52,0
946,0.28,0.2809,0.058,796.0,0.53,298.0,1.8758786406029595,0.6743096653062073,0.26,0
947,0.28,0.2809,0.058,1638.0,0.88,298.0,3.444397761432366,0.7569994232723994,0.51,0
948,0.28,0.2809,0.058,1631.0,0.85,298.0,2.9180660841433754,0.7728396792104021,0.44,0
949,0.28,0.2809,0.058,1640.0,0.72,273.0,5.225028697534636,0.3467883463392785,0.45,2
950,0.28,0.2809,0.058,1727.0,0.76,273.0,7.263527198035723,0.2827691359864726,0.59,2
951,0.28,0.2809,0.058,2473.0,1.09,273.0,7.979243312614412,0.3677144506472367,0.72,2
952,0.28,0.2809,0.058,2303.0,1.04,273.0,6.666764432611605,0.3679982617974403,0.74,2
953,0.28,0.2809,0.058,2473.0,1.09,283.0,6.411194216167011,0.4101454598864746,0.72,2
954,0.28,0.2809,0.058,2473.0,1.09,298.0,4.851648729116811,0.438843762365097,0.72,0
955,0.28,0.2809,0.058,1640.0,0.72,283.0,4.638232907925034,0.339421488070515,0.45,0
956,0.28,0.2809,0.058,1640.0,0.72,298.0,3.949531997794536,0.3106408308625495,0.45,0
957,0.28,0.2809,0.058,1727.0,0.76,283.0,6.266677216171514,0.2956972552314838,0.59,2
958,0.28,0.2809,0.058,1727.0,0.76,298.0,4.422774237051318,0.3659480782389931,0.59,0
959,0.28,0.2809,0.058,2303.0,1.04,283.0,5.542657408999284,0.377409851421726,0.74,2
960,0.28,0.2809,0.058,2303.0,1.04,298.0,4.040001886785047,0.4028464793956141,0.74,0
961,0.28,0.2809,0.058,667.0,0.29,298.0,3.82626584150156,0.5132165187074753,0.28,0
962,0.28,0.2809,0.058,716.0,0.32,298.0,4.0757105362890815,0.4988557336297436,0.31,0
963,0.28,0.2809,0.058,728.0,0.33,298.0,4.228952897986835,0.428840197772841,0.31,0
964,0.28,0.2809,0.058,907.0,0.4,298.0,4.319232486380987,0.4650267587720976,0.39,0
965,0.28,0.2809,0.058,667.0,0.29,273.0,4.599802308223516,0.4103663455817574,0.28,2
966,0.28,0.2809,0.058,716.0,0.32,273.0,5.418415017674063,0.4571378651460834,0.31,2
967,0.28,0.2809,0.058,728.0,0.33,273.0,5.1520096048652375,0.3612709710117552,0.31,2
968,0.28,0.2809,0.058,907.0,0.4,273.0,5.24433942034159,0.4011199636511215,0.39,2
969,0.28,0.2809,0.058,1317.0,0.64,298.0,5.362808650393761,0.592403560213047,0.43,0
970,0.28,0.2809,0.058,2386.0,1.16,273.0,4.856993566106864,0.7148625697109364,0.59,2
971,0.28,0.2809,0.058,1342.0,0.65,273.0,5.731817248034263,0.5478017741833022,0.39,2
972,0.28,0.2809,0.058,1317.0,0.64,273.0,7.273783800842284,0.4760508921815081,0.43,2
973,0.28,0.2809,0.058,526.0,0.26,273.0,3.86012245700449,0.3884399392988527,0.14,2
974,0.28,0.2809,0.058,2386.0,1.16,298.0,3.3648204601005305,0.7816229710493808,0.59,0
975,0.28,0.2809,0.058,1342.0,0.65,298.0,4.79554111976109,0.5974048164472351,0.39,0
976,0.28,0.2809,0.058,1317.0,0.64,298.0,5.384330660905228,0.5938579424109287,0.43,0
977,0.28,0.2809,0.058,526.0,0.26,298.0,3.235428105919583,0.4454586573564661,0.14,0
978,0.28,0.2809,0.058,517.0,0.26,298.0,2.5595650899388,0.4907035882329988,0.19,0
981,0.28,0.2809,0.058,875.0,0.44,298.0,3.3903337167378886,0.4448353175204856,0.21,0
982,0.28,0.2809,0.058,324.0,0.24,273.0,4.604035634713147,0.3944943221356161,0.14,2
983,0.28,0.2809,0.058,470.0,0.25,273.0,4.869497901938218,0.3597896136962493,0.22,2
984,0.28,0.2809,0.058,862.0,0.44,273.0,6.042243688390365,0.4816189927606817,0.42,2
985,0.28,0.2809,0.058,324.0,0.24,298.0,3.202150353047044,0.4670763975721156,0.14,0
986,0.28,0.2809,0.058,470.0,0.25,298.0,3.46089471399207,0.4990374853908037,0.22,0
987,0.28,0.2809,0.058,862.0,0.44,298.0,4.349297411826406,0.5502513617350131,0.42,0
988,0.28,0.2809,0.058,518.0,0.27,273.0,4.652593326434798,0.3416660318790839,0.23,2
989,0.28,0.2809,0.058,622.0,0.32,273.0,4.791372617718127,0.362900146366197,0.29,2
990,0.28,0.2809,0.058,923.0,0.5,273.0,5.59997720592025,0.4881777815121858,0.46,2
991,0.28,0.2809,0.058,518.0,0.27,298.0,3.4355892216867763,0.4289459283659851,0.23,0
992,0.28,0.2809,0.058,622.0,0.32,298.0,3.4748493182660183,0.4655236706977845,0.29,0
993,0.28,0.2809,0.058,923.0,0.5,298.0,3.623143960518433,0.6099231359804183,0.46,0
994,0.28,0.2809,0.058,2309.0,1.03,273.0,6.656354049712456,0.6118139595775316,0.95,2
995,0.28,0.2809,0.058,1910.0,0.94,273.0,5.633041173451719,0.6099839353472906,0.86,2
996,0.28,0.2809,0.058,927.0,0.43,273.0,5.037950341319678,0.624529907169384,0.41,2
997,0.28,0.2809,0.058,536.0,0.29,273.0,3.512269032623207,0.3149021436842466,0.18,2
998,0.28,0.2809,0.058,2309.0,1.03,298.0,3.8712724075223086,0.6733448127733415,0.95,0
999,0.28,0.2809,0.058,1910.0,0.94,298.0,3.581200276957865,0.6792499819199762,0.86,0
1000,0.28,0.2809,0.058,927.0,0.43,298.0,3.1142391092779533,0.6793929498749443,0.41,0
1001,0.28,0.2809,0.058,536.0,0.29,298.0,2.797253469654815,0.4198787562647676,0.18,0
1002,0.28,0.2809,0.058,2309.0,1.03,318.0,2.6308945146810165,0.7285220097605162,0.95,1
1003,0.28,0.2809,0.058,1910.0,0.94,318.0,2.4813288921425984,0.6885773929305362,0.86,1
1004,0.28,0.2809,0.058,927.0,0.43,318.0,2.093120876615933,0.7415472875237,0.41,1
1005,0.28,0.2809,0.058,536.0,0.29,318.0,2.099092881587266,0.4572428459205814,0.18,1
1006,0.28,0.2809,0.058,2934.0,1.34,298.0,4.14348662316446,0.8801920910566031,1.16,0
1007,0.28,0.2809,0.058,2022.0,0.92,298.0,4.810389487045578,0.6976350261558328,0.87,0
1008,0.28,0.2809,0.058,1199.0,0.5,298.0,3.695391401704789,0.7650977126123913,0.47,0
1009,0.28,0.2809,0.058,1517.0,0.7,298.0,3.675999382126356,0.6074599180641936,0.65,0
1010,0.28,0.2809,0.058,1135.0,0.476,273.0,2.7428608661872214,0.3562569365618088,0.373,2
1011,0.28,0.2809,0.058,627.0,0.277,273.0,2.8854904340999306,0.355628737332465,0.199,2
1012,0.28,0.2809,0.058,1036.0,0.449,273.0,3.654544216659922,0.4392749001287759,0.345,2
1013,0.28,0.2809,0.058,883.0,0.513,273.0,2.827690766063795,0.4914168849332745,0.243,2
1014,0.28,0.2809,0.058,760.0,0.405,273.0,2.2065119055130387,0.4939665969960724,0.216,2
1015,0.28,0.2809,0.058,937.0,0.518,273.0,2.3565686973411992,0.4509048158015236,0.263,2
1016,0.28,0.2809,0.058,1135.0,0.476,298.0,3.037928997370206,0.4928484895777946,0.373,0
1017,0.28,0.2809,0.058,888.0,0.392,298.0,2.7587652226099038,0.5779922615924694,0.294,0
1018,0.28,0.2809,0.058,627.0,0.277,298.0,2.99365761225167,0.4984026033338307,0.199,0
1019,0.28,0.2809,0.058,760.0,0.405,298.0,1.7583832214263178,0.5973006731926604,0.216,0
1020,0.28,0.2809,0.058,1135.0,0.476,348.0,1.9136804166161392,0.6533907345424222,0.373,1
1021,0.28,0.2809,0.058,888.0,0.392,348.0,1.1238414139579262,0.7632217912503438,0.294,1
1022,0.28,0.2809,0.058,627.0,0.277,348.0,1.3771554215119812,0.6903887350303325,0.199,1
1023,0.28,0.2809,0.058,781.0,0.85,298.0,2.8492289378697198,0.5623694963751252,0.24,0
1024,0.28,0.2809,0.058,270.0,0.32,298.0,2.3262597987023024,0.5269842739473909,0.05,0
1025,0.28,0.2809,0.058,594.0,0.49,298.0,2.718944286673766,0.5454820127260156,0.19,0
1026,0.28,0.2809,0.058,733.0,0.93,298.0,2.900215983893168,0.6111257340584513,0.31,0
1032,0.28,0.2809,0.058,778.0,0.314,273.0,4.304583852950746,0.4318347542683919,0.287,2
1033,0.28,0.2809,0.058,667.0,0.289,273.0,4.059208521633888,0.4827613615679442,0.253,2
1034,0.28,0.2809,0.058,902.0,0.356,273.0,4.7694336745171855,0.4402013822915194,0.329,2
1035,0.28,0.2809,0.058,959.0,0.377,273.0,5.071453404295153,0.418694664614004,0.349,2
1036,0.28,0.2809,0.058,608.0,0.259,273.0,3.389643276965736,0.4536476316375229,0.227,2
1037,0.28,0.2809,0.058,1000.0,0.394,273.0,4.868021937944475,0.4287860880817289,0.365,2
1038,0.28,0.2809,0.058,811.0,0.327,273.0,4.405407691408815,0.4246915220304598,0.296,2
1039,0.28,0.2809,0.058,778.0,0.314,298.0,2.925560431567117,0.5095875540375713,0.287,0
1040,0.28,0.2809,0.058,667.0,0.289,298.0,2.6706588079860563,0.6104627670232659,0.253,0
1041,0.28,0.2809,0.058,902.0,0.356,298.0,3.227511730916483,0.517691601268394,0.329,0
1042,0.28,0.2809,0.058,959.0,0.377,298.0,3.3874724218514203,0.5082424423497798,0.349,0
1043,0.28,0.2809,0.058,608.0,0.259,298.0,2.337364796860914,0.5313892353969362,0.227,0
1044,0.28,0.2809,0.058,1000.0,0.394,298.0,3.280298653933466,0.5149686785666513,0.365,0
1045,0.28,0.2809,0.058,811.0,0.327,298.0,2.956433027518188,0.5359127140448129,0.296,0
1046,0.28,0.2809,0.058,947.0,0.389,273.0,4.100973447850063,0.4883389745137272,0.346,2
1047,0.28,0.2809,0.058,789.0,0.334,273.0,4.230142877231799,0.4553035177248001,0.294,2
1048,0.28,0.2809,0.058,844.0,0.357,273.0,4.232616224187871,0.4885313927967548,0.312,2
1049,0.28,0.2809,0.058,842.0,0.351,273.0,4.384070302660061,0.4290137720257322,0.31,2
1050,0.28,0.2809,0.058,728.0,0.312,273.0,3.986088002091064,0.5404804189648457,0.275,2
1051,0.28,0.2809,0.058,827.0,0.351,273.0,3.998673101661236,0.4897022140620727,0.303,2
1052,0.28,0.2809,0.058,974.0,0.401,273.0,4.483376636441147,0.5192350414173358,0.354,2
1053,0.28,0.2809,0.058,947.0,0.389,298.0,2.709348783435034,0.5957176140130627,0.346,0
1054,0.28,0.2809,0.058,789.0,0.334,298.0,2.880922966908797,0.5690756245346209,0.294,0
1055,0.28,0.2809,0.058,844.0,0.357,298.0,2.8916275232429607,0.5883628684638968,0.312,0
1056,0.28,0.2809,0.058,842.0,0.351,298.0,3.0192117249019192,0.5525656108024309,0.31,0
1057,0.28,0.2809,0.058,728.0,0.312,298.0,2.474017147637434,0.6567272101545801,0.275,0
1058,0.28,0.2809,0.058,827.0,0.351,298.0,2.5801489280144945,0.5975007679838584,0.303,0
1059,0.28,0.2809,0.058,974.0,0.401,298.0,2.909960712264714,0.6159113567718214,0.354,0
1066,0.28,0.2809,0.058,2337.0,1.15,273.0,6.470913846469403,0.699399751994419,0.85,2
1067,0.28,0.2809,0.058,1692.0,0.71,273.0,7.380726762933184,0.6167151199872595,0.68,2
1068,0.28,0.2809,0.058,1476.0,0.61,273.0,7.127086302519038,0.5323708545239445,0.6,2
1069,0.28,0.2809,0.058,1259.0,0.52,273.0,6.627542558238898,0.540555200845051,0.49,2
1070,0.28,0.2809,0.058,750.0,0.3,273.0,5.101109816427116,0.4051202140810807,0.29,2
1071,0.28,0.2809,0.058,645.0,0.26,273.0,4.6971830340966685,0.3933728006372992,0.25,2
1072,0.28,0.2809,0.058,2337.0,1.15,298.0,3.8324497594340254,0.756321536986245,0.85,0
1073,0.28,0.2809,0.058,1692.0,0.71,298.0,4.52146879055935,0.6862795711639057,0.68,0
1074,0.28,0.2809,0.058,1476.0,0.61,298.0,4.651455316228174,0.6553717178357992,0.6,0
1075,0.28,0.2809,0.058,1259.0,0.52,298.0,4.424836404038067,0.6040873488946438,0.49,0
1076,0.28,0.2809,0.058,750.0,0.3,298.0,3.76525879505396,0.4963782331167305,0.29,0
1077,0.28,0.2809,0.058,645.0,0.26,298.0,3.553234277723436,0.472287569415394,0.25,0
1078,0.28,0.2809,0.058,2337.0,1.15,323.0,2.1058632255784717,0.7780276081901771,0.85,1
1079,0.28,0.2809,0.058,1692.0,0.71,323.0,2.573227558410509,0.7478497668704919,0.68,1
1080,0.28,0.2809,0.058,1476.0,0.61,323.0,2.732616648659455,0.727318830139656,0.6,1
1081,0.28,0.2809,0.058,1259.0,0.52,323.0,2.6250037224945784,0.6726393059496175,0.49,1
1082,0.28,0.2809,0.058,750.0,0.3,323.0,2.4060837484676507,0.5752467220718305,0.29,1
1083,0.28,0.2809,0.058,645.0,0.26,323.0,2.168180169383048,0.5767655994591373,0.25,1
1084,0.28,0.2809,0.058,2112.0,0.938,273.0,6.01954861056717,0.7332018845355107,0.857,2
1085,0.28,0.2809,0.058,3255.0,1.651,273.0,4.963860477257263,0.8351583578327023,1.286,2
1086,0.28,0.2809,0.058,3337.0,2.047,273.0,4.10970095031785,0.8729732125318548,0.535,2
1087,0.28,0.2809,0.058,1634.0,0.764,273.0,6.094453884570736,0.6240890939492783,0.56,2
1088,0.28,0.2809,0.058,2367.0,1.148,273.0,6.520540495035492,0.7157475286118987,0.834,2
1089,0.28,0.2809,0.058,2844.0,1.632,273.0,5.684070055772185,0.7716622632209863,0.893,2
1090,0.28,0.2809,0.058,2112.0,0.938,298.0,4.178809567255109,0.784900585297969,0.857,0
1091,0.28,0.2809,0.058,3255.0,1.651,298.0,3.3746520308022534,0.8824375750372438,1.286,0
1092,0.28,0.2809,0.058,3337.0,2.047,298.0,2.9218045935317227,0.9126525338415218,0.535,0
1093,0.28,0.2809,0.058,1634.0,0.764,298.0,4.194380440358378,0.6944032321756343,0.56,0
1094,0.28,0.2809,0.058,2367.0,1.148,298.0,4.406008762028954,0.7738761216893372,0.834,0
1095,0.28,0.2809,0.058,2844.0,1.632,298.0,3.696834647225873,0.8337697989049981,0.893,0
1096,0.28,0.2809,0.058,1627.0,1.02,273.0,8.137886532235362,0.6173624465243867,0.85,2
1097,0.28,0.2809,0.058,1033.0,0.62,273.0,6.518173130176529,0.4528223853957088,0.55,2
1098,0.28,0.2809,0.058,724.0,0.46,273.0,4.131647877646634,0.4521115610909589,0.42,2
1099,0.28,0.2809,0.058,2996.0,1.65,273.0,3.2667055437236185,0.8360152319186857,1.41,2
1100,0.28,0.2809,0.058,931.0,0.47,273.0,6.614034725710155,0.536008573013566,0.44,2
1101,0.28,0.2809,0.058,522.0,0.32,273.0,6.169601744618018,0.4182701494723014,0.23,2
1102,0.28,0.2809,0.058,1487.0,0.71,273.0,5.40463083498737,0.700872665662924,0.69,2
1103,0.28,0.2809,0.058,724.0,0.46,298.0,2.7487946610662743,0.5688443646462769,0.42,0
1104,0.28,0.2809,0.058,1033.0,0.62,298.0,3.860888642969597,0.5704338150418072,0.55,0
1105,0.28,0.2809,0.058,1627.0,1.02,298.0,4.140957267793348,0.7028756023912643,0.85,0
1106,0.28,0.2809,0.058,2996.0,1.65,298.0,2.0063509536612183,0.8511758000955887,1.41,0
1107,0.28,0.2809,0.058,522.0,0.32,298.0,3.6571242000424182,0.5316282421822618,0.23,0
1108,0.28,0.2809,0.058,931.0,0.47,298.0,3.7127955123615206,0.6136094364392205,0.44,0
1109,0.28,0.2809,0.058,1487.0,0.71,298.0,2.911218478680468,0.7492497750021881,0.69,0
1110,0.28,0.2809,0.058,593.0,0.261,273.0,3.615210340433559,0.3845993260901455,0.181,2
1111,0.28,0.2809,0.058,767.0,0.347,273.0,4.145254861311002,0.4101103358365265,0.245,2
1112,0.28,0.2809,0.058,538.0,0.236,273.0,3.400198849548643,0.3182279157462951,0.177,2
1113,0.28,0.2809,0.058,1032.0,0.489,273.0,4.4841487896844034,0.4350791415505894,0.348,2
1114,0.28,0.2809,0.058,864.0,0.405,273.0,3.9360732479265934,0.4185234234581486,0.281,2
1115,0.28,0.2809,0.058,1439.0,0.674,273.0,6.248572181343524,0.5222179444732526,0.493,2
1116,0.28,0.2809,0.058,704.0,0.291,273.0,4.316168633531428,0.3866258947496375,0.242,2
1117,0.28,0.2809,0.058,1101.0,0.541,273.0,5.529139974226993,0.4402291355594621,0.377,2
1118,0.28,0.2809,0.058,1305.0,0.534,273.0,6.221502641153579,0.5276202196073086,0.451,2
1119,0.28,0.2809,0.058,1671.0,0.67,273.0,5.549414265270493,0.4719999012353765,0.587,2
1120,0.28,0.2809,0.058,593.0,0.261,298.0,2.664023128058564,0.4484438752475468,0.181,0
1121,0.28,0.2809,0.058,767.0,0.347,298.0,3.0012651536647894,0.4737575213289204,0.245,0
1122,0.28,0.2809,0.058,1439.0,0.674,298.0,4.052813149114412,0.6279044858813528,0.493,0
1123,0.28,0.2809,0.058,593.0,0.261,348.0,1.4155042781004137,0.5668056306877386,0.181,1
1124,0.28,0.2809,0.058,767.0,0.347,348.0,1.4702279659570618,0.5758271977527962,0.245,1
1125,0.28,0.2809,0.058,1439.0,0.674,348.0,1.748761002909723,0.7749830150066508,0.493,1
1126,0.28,0.2809,0.058,704.0,0.291,298.0,3.131106723049967,0.5098144922343194,0.242,0
1127,0.28,0.2809,0.058,1101.0,0.541,298.0,3.862501751620002,0.550646305208984,0.377,0
1128,0.28,0.2809,0.058,1305.0,0.534,298.0,4.014417850206477,0.640187456011689,0.451,0
1129,0.28,0.2809,0.058,1671.0,0.67,298.0,3.777078181812641,0.5696684917738616,0.587,0
1130,0.28,0.2809,0.058,704.0,0.291,348.0,1.3657858030231365,0.6976737151018713,0.242,1
1131,0.28,0.2809,0.058,1101.0,0.541,348.0,1.6878150397075773,0.7007275129318549,0.377,1
1132,0.28,0.2809,0.058,1305.0,0.534,348.0,1.5529430828338997,0.798871912152282,0.451,1
1133,0.28,0.2809,0.058,1671.0,0.67,348.0,1.7802582277299597,0.8068355968644304,0.587,1
1134,0.28,0.2809,0.058,689.0,0.298,273.0,5.768879544999815,0.5396076505214596,0.256,2
1135,0.28,0.2809,0.058,689.0,0.298,298.0,3.152508088403257,0.5527008708138722,0.256,0
1136,0.28,0.2809,0.058,1852.0,0.964,273.0,7.139204809698504,0.6750635130360892,0.696,2
1137,0.28,0.2809,0.058,1852.0,0.964,298.0,4.350010281363208,0.7248187803490684,0.696,0
1138,0.28,0.2809,0.058,2669.0,1.566,273.0,5.478681819130424,0.7924520203947494,0.849,2
1139,0.28,0.2809,0.058,2669.0,1.566,298.0,3.2153780341611067,0.8508128487546393,0.849,0
1140,0.28,0.2809,0.058,665.0,0.265,273.0,4.443652144536773,0.4466065096864582,0.213,2
1141,0.28,0.2809,0.058,665.0,0.265,298.0,2.731383216652488,0.6428682683561252,0.213,0
1142,0.28,0.2809,0.058,1324.0,0.631,273.0,6.00237426780266,0.5162149896045036,0.415,2
1143,0.28,0.2809,0.058,1324.0,0.631,298.0,3.724098650472731,0.6136878141329065,0.415,0
1144,0.28,0.2809,0.058,1760.0,1.264,273.0,4.889408823333841,0.6813247301493253,0.573,2
1145,0.28,0.2809,0.058,1760.0,1.264,298.0,2.901686438037708,0.7542257871107678,0.573,0
1170,0.28,0.2809,0.058,610.0,0.34,273.0,2.9425095250753635,0.5545126039054132,0.27,2
1171,0.28,0.2809,0.058,1108.0,0.6,273.0,4.012197271413634,0.6717487078637346,0.52,2
1172,0.28,0.2809,0.058,1964.0,1.04,273.0,5.764411260264033,0.7719153060139761,0.92,2
1173,0.28,0.2809,0.058,610.0,0.34,298.0,1.6978053648591571,0.6590111965098846,0.27,0
1174,0.28,0.2809,0.058,1108.0,0.6,298.0,2.1817600054286435,0.7462743442699986,0.52,0
