,S,V,L,BET,Vt,Temp(K),K,n,Vmic,Group
493,0.28,0.2809,0.058,528.0,0.28,298.0,2.7265312177086605,0.5251067387995495,0.19,0
494,0.28,0.2809,0.058,616.0,0.32,298.0,3.000174334648029,0.5038140751758637,0.2,0
495,0.28,0.2809,0.058,589.0,0.31,298.0,3.5286083491104265,0.4934199864246374,0.2,0
496,0.28,0.2809,0.058,642.0,0.32,273.0,4.638768440132593,0.4321804628613559,0.26,2
497,0.28,0.2809,0.058,657.0,0.32,273.0,4.829489816682846,0.3841659156364825,0.25,2
498,0.28,0.2809,0.058,721.0,0.33,273.0,5.093394747484867,0.3660197369920627,0.25,2
499,0.28,0.2809,0.058,809.0,0.34,273.0,5.74912812434058,0.3921566192753833,0.29,2
500,0.28,0.2809,0.058,936.0,0.41,273.0,5.669280947114804,0.4381031072707916,0.33,2
501,0.28,0.2809,0.058,642.0,0.32,298.0,3.3627974218913463,0.4822596465704918,0.26,0
502,0.28,0.2809,0.058,657.0,0.32,298.0,3.5165056610141137,0.462631511049686,0.25,0
503,0.28,0.2809,0.058,721.0,0.33,298.0,3.688497895771365,0.4452893940039442,0.25,0
504,0.28,0.2809,0.058,936.0,0.41,298.0,4.134232947729505,0.4900947218166892,0.33,0
514,0.28,0.2809,0.058,640.0,0.26,258.0,4.418332533445295,0.303990755696907,0.24,2
515,0.28,0.2809,0.058,640.0,0.26,273.0,3.685698637717279,0.3448093859883387,0.24,2
516,0.28,0.2809,0.058,640.0,0.26,298.0,2.7344016251823686,0.4786756486839824,0.24,0
517,0.28,0.2809,0.058,510.0,0.22,258.0,4.257210219434434,0.3062916667168287,0.2,2
518,0.28,0.2809,0.058,510.0,0.22,273.0,3.559593863997797,0.3552798223113541,0.2,2
519,0.28,0.2809,0.058,510.0,0.22,298.0,2.771002693152392,0.4505085643113442,0.2,0
520,0.28,0.2809,0.058,1920.0,0.79,258.0,7.77656629486234,0.578998582243082,0.74,2
521,0.28,0.2809,0.058,1920.0,0.79,273.0,5.641188272521159,0.6214669089601091,0.74,2
522,0.28,0.2809,0.058,1920.0,0.79,298.0,3.340681404907204,0.7604113016513944,0.74,0
523,0.28,0.2809,0.058,1810.0,0.78,258.0,7.581630373625934,0.5326921807262187,0.7,2
524,0.28,0.2809,0.058,1810.0,0.78,273.0,5.406437647494304,0.5826958544087395,0.7,2
525,0.28,0.2809,0.058,1810.0,0.78,298.0,3.447724352104279,0.6925231657923342,0.7,0
536,0.28,0.2809,0.058,2235.0,1.309,273.0,5.971121780311085,0.6643706493390497,0.805,2
537,0.28,0.2809,0.058,1852.0,0.842,273.0,6.802278251029211,0.662131424888807,0.663,2
538,0.28,0.2809,0.058,1376.0,0.694,273.0,7.651258504385963,0.5370227260700179,0.565,2
539,0.28,0.2809,0.058,773.0,0.383,273.0,4.342459936739857,0.3755558733911854,0.316,2
540,0.28,0.2809,0.058,462.0,0.213,273.0,3.2351442359706137,0.3378981428168612,0.168,2
541,0.28,0.2809,0.058,773.0,0.383,298.0,3.293942929599698,0.5038315259558181,0.316,0
542,0.28,0.2809,0.058,1376.0,0.694,298.0,5.138913553659335,0.6572803082293011,0.565,0
543,0.28,0.2809,0.058,462.0,0.213,298.0,2.352629183042428,0.4874989301101275,0.168,0
544,0.28,0.2809,0.058,1852.0,0.842,298.0,4.263485310239519,0.7576017527778066,0.663,0
545,0.28,0.2809,0.058,2235.0,1.309,298.0,3.66568968087048,0.7310380650310204,0.805,0
555,0.28,0.2809,0.058,1940.0,0.82,298.0,4.541526990634675,0.7161356373506492,0.47,0
567,0.28,0.2809,0.058,278.0,0.38,273.0,2.1613903343744005,0.4044031192001265,0.009,2
568,0.28,0.2809,0.058,278.0,0.38,298.0,1.7424056176434044,0.4595232601269298,0.009,0
569,0.28,0.2809,0.058,338.0,0.33,273.0,3.1007029490849467,0.427440390138451,0.057,2
570,0.28,0.2809,0.058,338.0,0.33,298.0,2.371264358404914,0.5158500222831915,0.057,0
595,0.28,0.2809,0.058,841.0,0.379,273.0,4.051177809401183,0.3969061042591196,0.281,2
596,0.28,0.2809,0.058,749.0,0.816,273.0,3.965224354825246,0.4306039943330457,0.141,2
597,0.28,0.2809,0.058,622.0,0.317,273.0,3.2849067929630524,0.3873196067622847,0.204,2
598,0.28,0.2809,0.058,489.0,0.387,273.0,2.711757350390566,0.5131454729493056,0.117,2
599,0.28,0.2809,0.058,1073.0,0.978,273.0,2.1748801563370908,0.3934566479261693,0.101,2
600,0.28,0.2809,0.058,742.0,0.379,298.0,2.8086394177539638,0.4944444546463302,0.281,0
601,0.28,0.2809,0.058,742.0,0.379,323.0,1.7640340148618892,0.5872066767437338,0.281,1
602,0.28,0.2809,0.058,742.0,0.379,373.0,0.8070720676004957,0.6795372579397071,0.281,1
607,0.28,0.2809,0.058,830.0,0.33,273.0,6.696199776536467,0.3776079144008783,0.31,2
608,0.28,0.2809,0.058,1545.0,0.61,273.0,8.72745258187405,0.5515595843723814,0.59,2
609,0.28,0.2809,0.058,2465.0,1.34,273.0,6.772769056301723,0.7383167939155592,1.16,2
610,0.28,0.2809,0.058,2530.0,1.89,273.0,5.590439372546515,0.8216595449466407,1.12,2
611,0.28,0.2809,0.058,830.0,0.33,298.0,4.966638995637125,0.5149290463673739,0.31,0
612,0.28,0.2809,0.058,1545.0,0.61,298.0,5.610243111896944,0.6518083817466669,0.59,0
613,0.28,0.2809,0.058,2465.0,1.34,298.0,3.9559485253432847,0.823205406080165,1.16,0
614,0.28,0.2809,0.058,2530.0,1.89,298.0,3.1621607930671773,0.9152966707244404,1.12,0
615,0.28,0.2809,0.058,830.0,0.33,323.0,3.1913160049610614,0.6044749107940144,0.31,1
616,0.28,0.2809,0.058,1545.0,0.61,323.0,3.2854446081002395,0.7480630259538014,0.59,1
617,0.28,0.2809,0.058,2465.0,1.34,323.0,2.101651570158887,0.8438872085159351,1.16,1
618,0.28,0.2809,0.058,2530.0,1.89,323.0,1.7285971686813943,0.9166109946210492,1.12,1
619,0.28,0.2809,0.058,1180.0,0.49,298.0,3.630944476418647,0.6247030367181021,0.47,0
620,0.28,0.2809,0.058,1673.0,0.73,298.0,3.288271221054295,0.6941301049216883,0.68,0
621,0.28,0.2809,0.058,2437.0,1.09,298.0,3.3421216561517952,0.793514916819466,1.03,0
622,0.28,0.2809,0.058,2567.0,1.49,298.0,2.8180854302333955,0.8468268089235909,1.25,0
623,0.28,0.2809,0.058,1098.0,0.45,298.0,3.4541618504716074,0.5925222565853684,0.44,0
624,0.28,0.2809,0.058,1381.0,0.57,298.0,3.90426065676756,0.6334917260049863,0.56,0
625,0.28,0.2809,0.058,2111.0,0.9,298.0,3.548660873774273,0.7736374466751376,0.88,0
626,0.28,0.2809,0.058,2469.0,1.21,298.0,3.0949906849722915,0.8177156869263413,0.7,0
627,0.28,0.2809,0.058,1381.0,0.57,273.0,6.037445326467075,0.5540685804851045,0.56,2
628,0.28,0.2809,0.058,1381.0,0.57,323.0,2.6232335223031407,0.7387697117121989,0.56,1
643,0.28,0.2809,0.058,256.0,0.468,298.0,0.9777767268834991,0.6065119276094139,0.064,0
644,0.28,0.2809,0.058,567.0,0.708,298.0,1.1731672407269444,0.4660275356380259,0.274,0
645,0.28,0.2809,0.058,228.0,0.288,298.0,1.0539307044383983,0.4975895406901535,0.075,0
646,0.28,0.2809,0.058,1846.0,0.78,273.0,7.139283038764258,0.597576991961862,0.36,2
647,0.28,0.2809,0.058,1846.0,0.78,298.0,4.482301275406767,0.6967587986870857,0.36,0
648,0.28,0.2809,0.058,930.0,0.41,273.0,5.5594375364015365,0.4308337587072571,0.26,2
649,0.28,0.2809,0.058,930.0,0.41,298.0,3.986252084238575,0.534564013717022,0.26,0
650,0.28,0.2809,0.058,1203.0,0.59,298.0,3.5556234419740087,0.6904374727297682,0.9,0
651,0.28,0.2809,0.058,1327.0,0.65,298.0,3.917966774095565,0.6887117630388171,0.55,0
652,0.28,0.2809,0.058,1088.0,0.53,298.0,3.685543579725548,0.7194191106636423,0.45,0
653,0.28,0.2809,0.058,686.0,0.31,298.0,3.320455111163277,0.6022790709981775,0.29,0
654,0.28,0.2809,0.058,384.0,0.18,298.0,2.628617752377102,0.5357346701747825,0.01,0
655,0.28,0.2809,0.058,1203.0,0.59,273.0,4.748794832357268,0.6526643053406606,0.9,2
656,0.28,0.2809,0.058,1327.0,0.65,273.0,5.512310855536037,0.6348704292335992,0.55,2
657,0.28,0.2809,0.058,1088.0,0.53,273.0,5.143390941692284,0.586509261645132,0.45,2
658,0.28,0.2809,0.058,686.0,0.31,273.0,4.419778531510631,0.5193858171389437,0.29,2
659,0.28,0.2809,0.058,384.0,0.18,273.0,3.078759768729696,0.4466529422134067,0.01,2
660,0.28,0.2809,0.058,1175.0,0.55,273.0,2.737711401733072,0.3869460846811509,0.49,2
661,0.28,0.2809,0.058,2064.0,0.98,273.0,6.057759157998697,0.5012105975413494,0.87,2
662,0.28,0.2809,0.058,2511.0,1.35,273.0,7.3730703935253405,0.4542294867381029,1.16,2
663,0.28,0.2809,0.058,1175.0,0.55,298.0,1.838568436134656,0.5036307944832802,0.49,0
664,0.28,0.2809,0.058,2064.0,0.98,298.0,3.824927346855064,0.6086094660046926,0.87,0
665,0.28,0.2809,0.058,2511.0,1.35,298.0,5.077976696092912,0.5903554191973702,1.16,0
666,0.28,0.2809,0.058,2064.0,0.98,323.0,1.8233870298826624,0.5875985768030569,0.87,1
667,0.28,0.2809,0.058,2511.0,1.35,323.0,2.9150311792363963,0.6356682407390731,1.16,1
668,0.28,0.2809,0.058,993.0,0.82,298.0,3.2680940128602485,0.5066435429377137,0.36,0
669,0.28,0.2809,0.058,889.0,0.65,298.0,2.2829955840607763,0.5714066004809293,0.34,0
670,0.28,0.2809,0.058,993.0,0.82,273.0,4.126577673893178,0.4604216750428699,0.36,2
671,0.28,0.2809,0.058,1032.0,0.61,298.0,2.375123687311384,0.9542414444796152,0.59,0
672,0.28,0.2809,0.058,1089.0,0.71,298.0,1.641683001299186,0.8614928262028515,0.37,0
673,0.28,0.2809,0.058,1264.0,0.67,298.0,1.5852456050516168,0.9462907932802288,0.36,0
674,0.28,0.2809,0.058,1032.0,0.61,273.0,3.205263053398562,0.7592600578118496,0.59,2
675,0.28,0.2809,0.058,1089.0,0.71,273.0,2.141196033496648,0.7468455899235771,0.37,2
676,0.28,0.2809,0.058,1296.0,0.75,298.0,1.9567882500104623,0.8637860830081192,0.43,0
678,0.28,0.2809,0.058,1296.0,0.75,273.0,2.526379693218746,0.7430642732033454,0.43,2
679,0.28,0.2809,0.058,2734.0,5.23,300.0,3.3475590611206627,0.6167071108074824,0.596,0
680,0.28,0.2809,0.058,2517.0,5.53,300.0,3.4514902301463044,0.5894630072825991,0.611,0
681,0.28,0.2809,0.058,2495.0,5.41,300.0,3.3411173410364854,0.5873465745203525,0.576,0
682,0.28,0.2809,0.058,2109.0,3.26,300.0,2.650145930115962,0.6167883854281566,0.449,0
683,0.28,0.2809,0.058,1900.0,1.0,300.0,3.822077234727263,0.4665315576719128,0.547,0
684,0.28,0.2809,0.058,1828.0,0.95,300.0,3.888126358025149,0.4313694810670139,0.495,0
685,0.28,0.2809,0.058,1574.0,1.48,300.0,3.1326869224110823,0.4724709601150242,0.372,0
686,0.28,0.2809,0.058,1269.0,1.31,300.0,3.0504178270849973,0.4187361524293729,0.321,0
687,0.28,0.2809,0.058,1260.0,2.47,300.0,1.7450484091538123,0.5951956831271261,0.139,0
688,0.28,0.2809,0.058,1078.0,0.46,318.0,2.863428535972275,0.7172604199806234,0.41,1
689,0.28,0.2809,0.058,1078.0,0.46,298.0,4.043128091538941,0.6724599159778323,0.41,0
690,0.28,0.2809,0.058,1078.0,0.46,273.0,5.718420452917612,0.4494749304707655,0.41,2
691,0.28,0.2809,0.058,1923.0,0.86,318.0,3.1654238398072763,0.6010691467773662,0.82,1
692,0.28,0.2809,0.058,1923.0,0.86,298.0,4.585313485954266,0.5472053809638852,0.82,0
693,0.28,0.2809,0.058,1923.0,0.86,273.0,6.6674470598449584,0.446681160991492,0.82,2
694,0.28,0.2809,0.058,1707.0,0.78,318.0,2.5058309498362803,0.7482113341663571,0.72,1
695,0.28,0.2809,0.058,1707.0,0.78,298.0,3.830684966274372,0.6948547041313258,0.72,0
696,0.28,0.2809,0.058,1707.0,0.78,273.0,6.343365627728813,0.6474464901185615,0.72,2
697,0.28,0.2809,0.058,1170.0,0.39,273.0,6.383490169425616,0.4382981150253756,0.34,2
698,0.28,0.2809,0.058,1680.0,0.61,273.0,7.947622097866206,0.559093971677266,0.56,2
699,0.28,0.2809,0.058,1640.0,0.6,273.0,7.546880598182824,0.5752699601078713,0.53,2
700,0.28,0.2809,0.058,2110.0,0.89,273.0,7.915565644699265,0.6222970927131358,0.78,2
701,0.28,0.2809,0.058,1260.0,0.47,273.0,7.041507509341312,0.5730478501050476,0.41,2
702,0.28,0.2809,0.058,1650.0,0.64,273.0,6.2918308018400335,0.5099998477158068,0.58,2
703,0.28,0.2809,0.058,1170.0,0.39,298.0,4.203319650681147,0.500232356195007,0.34,0
704,0.28,0.2809,0.058,1680.0,0.61,298.0,4.852501924375342,0.6212385460815829,0.56,0
705,0.28,0.2809,0.058,1640.0,0.6,298.0,4.657293787448382,0.6629350608510817,0.53,0
706,0.28,0.2809,0.058,2110.0,0.89,298.0,4.4064273572092985,0.7668375253944256,0.78,0
707,0.28,0.2809,0.058,1260.0,0.47,298.0,3.80061902305982,0.6219205479064176,0.41,0
708,0.28,0.2809,0.058,1650.0,0.64,298.0,4.309476109034191,0.680102694656776,0.58,0
709,0.28,0.2809,0.058,1113.0,0.51,273.0,4.8467567284834425,0.523664006503414,0.45,2
710,0.28,0.2809,0.058,1113.0,0.51,298.0,3.1687543791419843,0.6111229088549847,0.45,0
711,0.28,0.2809,0.058,1113.0,0.51,323.0,1.9931194178885636,0.6284584155366704,0.45,1
712,0.28,0.2809,0.058,822.0,0.37,273.0,3.692053231542807,0.4233781365824363,0.31,2
713,0.28,0.2809,0.058,822.0,0.37,298.0,2.6368396154090914,0.4885833952642245,0.31,0
714,0.28,0.2809,0.058,822.0,0.37,323.0,1.7873714417544877,0.4942328776459185,0.31,1
726,0.28,0.2809,0.058,849.0,0.502,273.0,4.10643183781642,0.2520012209267311,0.31,2
727,0.28,0.2809,0.058,1839.0,1.02,298.0,3.9479788197889016,0.6965287637124171,0.32,0
728,0.28,0.2809,0.058,1288.0,0.94,298.0,3.215472169397802,0.6329231914228359,0.13,0
729,0.28,0.2809,0.058,1743.0,0.84,298.0,4.3150371979166415,0.6475438931559968,0.33,0
730,0.28,0.2809,0.058,599.0,0.82,298.0,1.6135001363697534,0.4803393809650629,0.05,0
731,0.28,0.2809,0.058,605.0,0.83,298.0,1.3854399399948136,0.5203128055195081,0.05,0
732,0.28,0.2809,0.058,2710.0,1.54,298.0,3.289102760823689,0.8121273882891009,0.47,0
733,0.28,0.2809,0.058,1402.0,0.99,298.0,3.666971198154884,0.656495844895501,0.17,0
734,0.28,0.2809,0.058,1610.0,0.93,298.0,4.3107593307703285,0.6402949317958334,0.21,0
735,0.28,0.2809,0.058,790.0,0.85,298.0,2.053592629229472,0.5538774933756659,0.04,0
736,0.28,0.2809,0.058,781.0,0.88,298.0,1.787819203014552,0.5941657466281458,0.06,0
737,0.28,0.2809,0.058,390.0,0.17,298.0,1.4264747687808377,0.5095018537892815,0.0,0
738,0.28,0.2809,0.058,661.0,0.3,298.0,2.5467767230631866,0.566220152867132,0.21,0
739,0.28,0.2809,0.058,669.0,0.29,298.0,3.104992145243473,0.5283093166993372,0.23,0
740,0.28,0.2809,0.058,1453.0,0.56,298.0,3.609168826717984,0.6270383383287197,0.41,0
741,0.28,0.2809,0.058,2284.0,0.89,298.0,3.866041638251764,0.7390951843264698,0.43,0
742,0.28,0.2809,0.058,1924.0,0.75,298.0,4.486064219939511,0.7319832119545352,0.42,0
743,0.28,0.2809,0.058,1453.0,0.56,273.0,7.049114538425565,0.6172243995899274,0.41,2
744,0.28,0.2809,0.058,2284.0,0.89,273.0,7.510786746910616,0.6928557723367288,0.43,2
745,0.28,0.2809,0.058,1924.0,0.75,273.0,6.192804730103906,0.6917753847536393,0.42,2
746,0.28,0.2809,0.058,730.0,0.31,298.0,3.644340676368633,0.520569470611353,0.24,0
747,0.28,0.2809,0.058,2930.0,1.12,298.0,4.370763911846075,0.8022767242939597,0.43,0
748,0.28,0.2809,0.058,730.0,0.31,273.0,5.12442056595105,0.4256126424524648,0.24,2
749,0.28,0.2809,0.058,2284.0,0.89,273.0,7.339741104915379,0.6809282873316509,0.43,2
750,0.28,0.2809,0.058,2930.0,1.12,273.0,7.992221281192488,0.7431363774345865,0.43,2
751,0.28,0.2809,0.058,2231.0,1.16,298.0,4.549450330581548,0.8532242180301559,0.76,0
752,0.28,0.2809,0.058,780.2,0.39,298.0,3.2500507403341024,0.7215292675096339,0.35,0
753,0.28,0.2809,0.058,2030.0,1.45,273.0,6.97495528237505,0.6025942822213778,0.72,2
754,0.28,0.2809,0.058,1680.0,1.39,273.0,5.611759359981739,0.6300722497535998,0.58,2
755,0.28,0.2809,0.058,1090.0,1.0,273.0,4.633784870656417,0.5341286149986599,0.38,2
756,0.28,0.2809,0.058,810.0,0.84,273.0,4.354146745018615,0.4992856707366855,0.28,2
757,0.28,0.2809,0.058,600.0,0.66,273.0,3.588967974810266,0.5286108575453453,0.2,2
758,0.28,0.2809,0.058,570.0,0.65,273.0,2.9378168450570223,0.4657638173386034,0.19,2
759,0.28,0.2809,0.058,2030.0,1.45,298.0,4.238819647715757,0.694251400153805,0.72,0
760,0.28,0.2809,0.058,1680.0,1.39,298.0,3.230847323886854,0.7425015510922065,0.58,0
761,0.28,0.2809,0.058,1090.0,1.0,298.0,2.925323056711684,0.6347512332704911,0.38,0
762,0.28,0.2809,0.058,810.0,0.84,298.0,3.0047277993549373,0.6172283390994048,0.28,0
763,0.28,0.2809,0.058,600.0,0.66,298.0,2.018792444768013,0.5658830128269893,0.2,0
764,0.28,0.2809,0.058,570.0,0.65,298.0,1.972044507806696,0.5953691978677914,0.19,0
765,0.28,0.2809,0.058,1726.0,0.82,298.0,3.33936892336449,0.608314322318267,0.73,0
766,0.28,0.2809,0.058,2788.0,1.4,298.0,3.1614030519022327,0.7732367079298711,1.29,0
767,0.28,0.2809,0.058,3124.0,1.87,298.0,2.752528145618697,0.8204680261923956,1.68,0
768,0.28,0.2809,0.058,2788.0,1.4,273.0,5.548108909113532,0.7073272411909032,1.29,2
769,0.28,0.2809,0.058,2788.0,1.4,323.0,1.8254735483834224,0.8536195371671856,1.29,1
770,0.28,0.2809,0.058,2247.0,1.08,273.0,6.537016425716322,0.4653775184725472,0.99,2
771,0.28,0.2809,0.058,2247.0,1.08,298.0,4.202703516548369,0.4983495025111428,0.99,0
772,0.28,0.2809,0.058,2247.0,1.08,323.0,2.7281868384402768,0.518098442071391,0.99,1
773,0.28,0.2809,0.058,2100.0,1.01,273.0,6.787786512583053,0.4125060713379633,0.93,2
774,0.28,0.2809,0.058,2100.0,1.01,298.0,4.447553332204344,0.4338685243599535,0.93,0
775,0.28,0.2809,0.058,2100.0,1.01,323.0,2.921075538254473,0.4551603529657614,0.93,1
776,0.28,0.2809,0.058,2100.0,1.01,273.0,5.449850623577784,0.5528343569353386,0.93,2
777,0.28,0.2809,0.058,2100.0,1.01,323.0,2.111335847512714,0.7095741192422939,0.93,1
778,0.28,0.2809,0.058,2788.0,1.4,273.0,5.557375942166257,0.6933678449289453,1.29,2
779,0.28,0.2809,0.058,2788.0,1.4,323.0,1.8221147691120272,0.8044665557801789,1.29,1
780,0.28,0.2809,0.058,3124.0,1.87,273.0,4.971961431831888,0.7760064605980924,1.68,2
781,0.28,0.2809,0.058,3124.0,1.87,323.0,1.6060000386448896,0.906406936132938,1.68,1
782,0.28,0.2809,0.058,1275.0,0.58,273.0,5.367920476106619,0.3896492265081055,0.53,2
783,0.28,0.2809,0.058,1275.0,0.58,298.0,3.643066977908,0.4394531023651056,0.53,0
784,0.28,0.2809,0.058,1275.0,0.58,323.0,2.533328362051892,0.4760108082769865,0.53,1
785,0.28,0.2809,0.058,1180.0,0.55,273.0,5.197184370688627,0.3517311382326103,0.49,2
786,0.28,0.2809,0.058,1180.0,0.55,298.0,3.6680813426961114,0.3963472096221687,0.49,0
787,0.28,0.2809,0.058,1180.0,0.55,323.0,2.5376007027027168,0.4298830060468661,0.49,1
788,0.28,0.2809,0.058,2598.0,1.41,273.0,6.082349106078269,0.5097799287094018,1.3,2
789,0.28,0.2809,0.058,2598.0,1.41,298.0,3.9413183261944855,0.5465796033846216,1.3,0
790,0.28,0.2809,0.058,2598.0,1.41,323.0,2.55862375878951,0.586712688349331,1.3,1
791,0.28,0.2809,0.058,2278.0,1.18,273.0,5.687772918937284,0.4697047767753262,1.11,2
792,0.28,0.2809,0.058,2278.0,1.18,298.0,3.774214835858477,0.4919789156869429,1.11,0
793,0.28,0.2809,0.058,2278.0,1.18,323.0,2.4640059411814046,0.5358369692301337,1.11,1
794,0.28,0.2809,0.058,890.0,0.68,298.0,2.178868587231064,0.4274757882306394,0.18,0
795,0.28,0.2809,0.058,925.0,0.75,298.0,3.648848909594874,0.4887839973106185,0.16,0
796,0.28,0.2809,0.058,1107.0,0.69,298.0,1.82198456177549,0.4668808083224431,0.35,0
797,0.28,0.2809,0.058,1181.0,0.73,298.0,4.371308850325394,0.4341237747035982,0.42,0
798,0.28,0.2809,0.058,1107.0,0.69,273.0,2.447866933809261,0.475398520998008,0.35,2
799,0.28,0.2809,0.058,1107.0,0.69,328.0,0.9873155400890656,0.5576799215851738,0.35,1
800,0.28,0.2809,0.058,1181.0,0.73,273.0,6.239294081990814,0.3539238879638112,0.42,2
801,0.28,0.2809,0.058,1181.0,0.73,328.0,2.4884460166161846,0.5227381314404084,0.42,1
808,0.28,0.2809,0.058,1270.0,0.5,298.0,4.662434859467956,0.6286700351449788,0.49,0
809,0.28,0.2809,0.058,1330.0,0.53,298.0,4.326223026734679,0.6643415252052651,0.51,0
810,0.28,0.2809,0.058,1690.0,0.72,298.0,5.614877536056055,0.27035266185605,0.67,0
811,0.28,0.2809,0.058,1520.0,0.96,298.0,1.9390213807773389,0.6207037404536584,0.52,0
812,0.28,0.2809,0.058,3310.0,2.36,298.0,2.5063443542039545,0.7431316510144168,1.0,0
813,0.28,0.2809,0.058,3460.0,2.72,298.0,2.3562582454638226,0.7744951268309281,1.0,0
814,0.28,0.2809,0.058,3470.0,2.37,298.0,3.2263153502408697,0.6710952114518767,1.1,0
815,0.28,0.2809,0.058,3617.0,2.16,273.0,4.954468652583605,0.6091073242623011,0.011,0
816,0.28,0.2809,0.058,3617.0,2.16,283.0,4.032128927450148,0.6124481779489428,0.011,0
817,0.28,0.2809,0.058,3617.0,2.16,298.0,2.997678374853833,0.6213001222624147,0.011,0
818,0.28,0.2809,0.058,2311.0,1.09,273.0,6.381343734472813,0.4105706259784723,0.394,2
819,0.28,0.2809,0.058,2796.0,1.31,273.0,8.130554951954078,0.3754890971405173,0.526,2
820,0.28,0.2809,0.058,3003.0,1.79,273.0,3.2443765178134703,0.6925827979210527,0.002,2
821,0.28,0.2809,0.058,511.0,0.22,273.0,2.008025384365461,0.6977779258551479,0.17,2
822,0.28,0.2809,0.058,535.0,0.23,273.0,2.6591315963556754,0.5938455322291787,0.22,2
823,0.28,0.2809,0.058,893.0,0.38,273.0,3.726703428021042,0.5877626900033355,0.33,2
824,0.28,0.2809,0.058,535.0,0.23,298.0,1.5517729359007626,0.668853694443899,0.22,0
825,0.28,0.2809,0.058,893.0,0.38,298.0,2.3065985267307982,0.6890486161478889,0.33,0
826,0.28,0.2809,0.058,893.0,0.38,273.0,3.780867555472216,0.597999327882557,0.33,2
827,0.28,0.2809,0.058,1339.0,0.68,273.0,2.87118271870873,0.6359983738930391,0.52,2
828,0.28,0.2809,0.058,1587.0,1.0,273.0,3.49558297583012,0.7646153947948856,0.55,2
829,0.28,0.2809,0.058,2153.0,1.13,273.0,4.9250561564461,0.6713863109122519,0.85,2
830,0.28,0.2809,0.058,893.0,0.38,298.0,2.29928285058476,0.7021574683890691,0.33,0
831,0.28,0.2809,0.058,1339.0,0.68,298.0,1.7369087366331304,0.6451668375128277,0.52,0
832,0.28,0.2809,0.058,1587.0,1.0,298.0,2.064188090410223,0.8699868638965035,0.55,0
833,0.28,0.2809,0.058,2153.0,1.13,298.0,2.81810497038702,0.7078126604291939,0.85,0
834,0.28,0.2809,0.058,331.0,0.161,273.0,2.5487639758445924,0.4633352423246461,0.134,2
835,0.28,0.2809,0.058,1472.0,0.772,273.0,4.942857678660043,0.663259983596205,0.543,2
836,0.28,0.2809,0.058,593.0,0.365,273.0,2.9635742452964893,0.5052424950313427,0.286,2
837,0.28,0.2809,0.058,1629.0,0.864,273.0,5.598872552814265,0.5432909289422363,0.575,2
838,0.28,0.2809,0.058,877.0,0.53,273.0,4.370091034491941,0.6463164046893566,0.425,2
839,0.28,0.2809,0.058,1909.0,1.01,273.0,6.662837949415169,0.547106544370829,0.661,2
840,0.28,0.2809,0.058,331.0,0.161,298.0,1.752514769026439,0.5727090863674239,0.134,0
841,0.28,0.2809,0.058,1472.0,0.772,298.0,3.1369550936839774,0.6917021144755076,0.543,0
842,0.28,0.2809,0.058,593.0,0.365,298.0,1.9565454576140355,0.6180424697428601,0.286,0
843,0.28,0.2809,0.058,1629.0,0.864,298.0,3.834844850041591,0.6223568864582502,0.575,0
844,0.28,0.2809,0.058,877.0,0.53,298.0,2.8393634450118,0.7216757517869312,0.425,0
845,0.28,0.2809,0.058,824.0,0.41,273.0,3.368473747301156,0.3234055874482605,0.26,2
846,0.28,0.2809,0.058,906.0,0.46,273.0,3.571852467310282,0.3291941016342294,0.19,2
847,0.28,0.2809,0.058,973.0,0.5,273.0,3.2590379612744527,0.3132488618010245,0.15,2
848,0.28,0.2809,0.058,459.0,0.24,273.0,2.60403184374406,0.2617029935738018,0.08,2
849,0.28,0.2809,0.058,1078.0,0.6,273.0,3.793643489234416,0.3544247603639186,0.2,2
850,0.28,0.2809,0.058,824.0,0.41,298.0,2.316548940830665,0.3505899065908666,0.26,0
851,0.28,0.2809,0.058,906.0,0.46,298.0,2.387917861419653,0.3631573595305602,0.19,0
852,0.28,0.2809,0.058,973.0,0.5,298.0,2.1216107120033088,0.3808481646972977,0.15,0
853,0.28,0.2809,0.058,459.0,0.24,298.0,1.855228984408502,0.2972013134333779,0.08,0
854,0.28,0.2809,0.058,1078.0,0.6,298.0,2.7126481961682383,0.3564991111973735,0.2,0
855,0.28,0.2809,0.058,824.0,0.41,323.0,1.650188425956696,0.4070448653447528,0.26,1
856,0.28,0.2809,0.058,906.0,0.46,323.0,1.5731548618352391,0.4313747799757577,0.19,1
857,0.28,0.2809,0.058,973.0,0.5,323.0,1.4076639239666575,0.4533485647125017,0.15,1
858,0.28,0.2809,0.058,459.0,0.24,323.0,1.3206164874785822,0.3851371264804989,0.08,1
859,0.28,0.2809,0.058,1078.0,0.6,323.0,1.807622092886896,0.4285566130896914,0.2,1
860,0.28,0.2809,0.058,1614.0,0.67,273.0,7.148460813716277,0.2491785495295659,0.54,2
861,0.28,0.2809,0.058,2046.0,0.9,273.0,7.078658257314688,0.3523194730192407,0.603,2
862,0.28,0.2809,0.058,2230.0,0.96,273.0,9.052462759474082,0.3276552957164204,0.6432,2
863,0.28,0.2809,0.058,1717.0,0.78,273.0,5.826195348650784,0.3751818470007182,0.4524,2
864,0.28,0.2809,0.058,2230.0,0.96,283.0,6.7900843736549366,0.3432301848904082,0.6432,2
865,0.28,0.2809,0.058,2230.0,0.96,298.0,4.183504747679847,0.4363046968696855,0.6432,0
