,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,cgroup
1736,,62,,Methane,0,0,0,0,0.2495,-0.323,1900.0,1.028,,,,,,338.0,6.92860449933472,2.242588315108237,2912,1.9356584219765895,0.8076306966093428,-1.1280277253672466,Methane,3
1737,,63,,Methane,0,0,0,0,0.2495,-0.323,1900.0,1.028,,,,,,338.0,9.87212985939396,2.888808112998931,2912,2.289715621391138,1.0608439994093644,-1.2288716219817735,Methane,3
1738,,64,,Methane,0,0,0,0,0.2495,-0.323,1900.0,1.028,,,,,,338.0,13.7652388929702,3.7288459263392,2912,2.622146493545331,1.3160987826544817,-1.3060477108908495,Methane,3
1739,,65,,Methane,0,0,0,0,0.2495,-0.323,1900.0,1.028,,,,,,338.0,18.197418060142,4.438827355592906,2912,2.9012797191916206,1.4903902324604859,-1.4108894867311348,Methane,3
1740,,66,,Methane,0,0,0,0,0.2495,-0.323,1900.0,1.028,,,,,,338.0,22.1863530209046,5.084294063349388,2912,3.099477371066942,1.626156192596536,-1.473321178470406,Methane,3
1741,,67,,Methane,0,0,0,0,0.2495,-0.323,1900.0,1.028,,,,,,338.0,24.0543670829688,5.342284486598825,2912,3.1803165635589097,1.6756533679681826,-1.504663195590727,Methane,3
1761,,19,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,2.13235371736812,0.8585164835164812,2915,0.7572264012515199,-0.15254939846028712,-0.909775799711807,Methane,3
1762,,20,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,5.99658506719025,1.802884615384613,2915,1.7911901517293065,0.5893879462690915,-1.2018022054602149,Methane,3
1763,,21,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,11.5946733381891,2.9532967032967,2915,2.450545797666318,1.0829220729250213,-1.3676237247412966,Methane,3
1764,,22,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,17.6663394242645,3.811813186813181,2915,2.8716611015576166,1.3381049779838474,-1.5335561235737691,Methane,3
1765,,23,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,29.9958566889402,5.271291208791206,2915,3.40105926175538,1.662275343698766,-1.738783918056614,Methane,3
1766,,24,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,44.9115125988324,6.404532967032937,2915,3.80469416720119,1.8570060157553803,-1.9476881514458095,Methane,3
1767,,25,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,64.2491634206331,7.675137362637312,2915,4.162768703000024,2.0379861907251318,-2.1247825122748925,Methane,3
1768,,26,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,79.4462741869082,8.5164835164835,2915,4.375080996815882,2.142003522836495,-2.233077473979387,Methane,3
1769,,27,,Methane,0,0,0,0,0.2495,-0.323,1342.0,0.85,0.07299999999999995,0.777,,,,323.0,87.5237514646736,8.877060439560438,2915,4.471910201839512,2.1834704706199983,-2.2884397312195133,Methane,3
1841,,71,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,1.29655430030994,0.597510373443983,2922,0.25971020734857797,-0.5149836339146552,-0.7746938412632332,Methane,3
1842,,72,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,5.13852572019577,1.76763485477178,2922,1.636766213460319,0.569642412778713,-1.067123800681606,Methane,3
1843,,73,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,8.35365956258224,2.46473029045643,2922,2.1226997138180286,0.9020823858719893,-1.2206173279460393,Methane,3
1844,,74,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,12.0589112903678,3.04979253112033,2922,2.489803912793527,1.115073565722181,-1.3747303470713461,Methane,3
1845,,75,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,16.2099210395542,3.57261410788381,2922,2.785623464640977,1.2732975709370737,-1.5123258937039032,Methane,3
1846,,76,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,20.3606840022928,4.04564315352697,2922,3.0136057865154946,1.3976405375071919,-1.6159652490083027,Methane,3
1847,,77,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,24.5110767853597,4.44398340248962,2922,3.1991251290662333,1.4915511369570922,-1.707573992109141,Methane,3
1848,,78,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,28.5723796607583,4.86721991701244,2922,3.3524405050652266,1.5825229151628188,-1.7699175899024078,Methane,3
1849,,79,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,32.186567189293,5.07883817427385,2922,3.471549197477192,1.6250825295816147,-1.8464666678955772,Methane,3
1850,,80,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,36.6932579064208,5.36514522821576,2922,3.60259302991218,1.679923445281201,-1.922669584630979,Methane,3
1851,,81,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,42.6723382679405,5.72614107883817,2922,3.7535508945721987,1.7450418446605946,-2.008509049911604,Methane,3
1852,,82,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,47.4019388440747,5.98755186721991,2922,3.8586631317479223,1.7896826252832148,-2.0689805064647073,Methane,3
1853,,83,,Methane,0,0,0,0,0.2495,-0.323,1426.0,0.599,0.03899999999999992,0.56,,,,329.0,51.6851644326884,6.18672199170124,2922,3.945170785454652,1.8224053812740826,-2.1227654041805692,Methane,3
2270,,58,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,0.46342022462545,0.338960613938643,2964,-0.769121023945188,-1.0818713614233122,-0.3127503374781242,Methane,3
2271,,59,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,1.09412671738696,0.658079272216482,2964,0.08995652671343282,-0.41842988042015505,-0.5083864071335878,Methane,3
2272,,60,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,1.52774968836068,0.882454675938012,2964,0.42379586080705783,-0.12504785020405698,-0.5488437110111148,Methane,3
2273,,61,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,2.0598224912269,1.11684176077132,2964,0.7226198097813716,0.11050484556765623,-0.6121149642137154,Methane,3
2274,,62,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,2.99563521101382,1.43113108217594,2964,1.0971562995681592,0.35846509817922295,-0.7386912013889362,Methane,3
2275,,63,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,4.08897746758889,1.76542415428383,2964,1.4082949308730426,0.568390975556296,-0.8399039553167466,Methane,3
2276,,64,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,5.06389065596858,1.97014391178738,2964,1.6221350921854891,0.6781065917504747,-0.9440285004350144,Methane,3
2277,,65,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,6.02894905539886,2.16987744025534,2964,1.7965727095460178,0.7746706868123565,-1.0219020227336613,Methane,3
2278,,66,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,6.96435728757965,2.31978299852791,2964,1.9408053255266569,0.8414736461862566,-1.0993316793404002,Methane,3
2279,,67,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,8.00807014060234,2.48468646694784,2964,2.0804498007910373,0.9101464813461395,-1.1703033194448977,Methane,3
2280,,68,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,9.01233932342706,2.61968236691438,2964,2.198594674260971,0.9630530764214248,-1.2355415978395463,Methane,3
2281,,69,,Methane,0,0,0,0,0.2495,-0.323,1300.0,1.17,,,,,,323.0,9.91807287395798,2.70979730268052,2964,2.294358635686448,0.9968738360353963,-1.2974847996510515,Methane,3
2875,,12,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,3.20160115418888,1.302639535212656,3022,1.16365104535104,0.26439261766962485,-0.8992584276814152,Methane,3
2876,,13,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,5.78919079477786,2.186448004922269,3022,1.7559925227119664,0.7822783115388174,-0.9737142111731489,Methane,3
2877,,14,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,10.6923718864481,3.141663955642931,3022,2.36953057941966,1.1447525817402655,-1.2247779976793944,Methane,3
2878,,15,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,16.1904694550135,3.818874736559212,3022,2.7844227638728256,1.3399558076423952,-1.4444669562304304,Methane,3
2879,,16,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,20.9133085333597,4.286636833618575,3022,3.04038572824863,1.4555024706191466,-1.5848832576294833,Methane,3
2880,,17,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,25.8915967694026,4.661774742217,3022,3.2539184670026944,1.5393962216034496,-1.7145222453992448,Methane,3
2881,,18,,Methane,0,0,0,0,0.2495,-0.323,1410.0,0.46,,,,,,353.0,30.6110411745569,4.9438906490898,3022,3.4213607665754178,1.5981526020082368,-1.823208164567181,Methane,3
3327,,26,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,0.264,0.312,3072,-1.3318061758358208,-1.1647520911726548,0.16705408466316607,Methane,3
3328,,27,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,0.786,0.812,3072,-0.24079848655293046,-0.20825493882045903,0.03254354773247142,Methane,3
3329,,28,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,1.457,1.312,3072,0.37637952721306783,0.27155269052189734,-0.10482683669117049,Methane,3
3330,,29,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,2.436,1.878,3072,0.8903573498476506,0.6302073807860711,-0.2601499690615795,Methane,3
3331,,30,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,4.225,2.623,3072,1.441019260809137,0.9643187008847367,-0.4767005599244003,Methane,3
3332,,31,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,6.613,3.356,3072,1.8890374086925255,1.2107497886049596,-0.6782876200875658,Methane,3
3333,,32,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,10.166,4.097,3072,2.3190488190247107,1.4102549985647341,-0.9087938204599766,Methane,3
3334,,33,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,14.508,4.743,3072,2.6747002214206557,1.5566698468954447,-1.118030374525211,Methane,3
3335,,34,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,19.316,5.225,3072,2.9609337680112953,1.6534547978508747,-1.3074789701604206,Methane,3
3336,,35,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,24.307,5.603,3072,3.1907643747071255,1.7233021685831473,-1.4674622061239782,Methane,3
3337,,36,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,29.708,5.954,3072,3.39141636980705,1.7840632625935846,-1.6073531072134652,Methane,3
3338,,37,,Methane,0,0,0,0,0.2495,-0.323,1493.0,0.658,0.17,0.488,,,,313.0,34.956,6.214,3072,3.554090127765298,1.8268048109708557,-1.7272853167944422,Methane,3
3458,,73,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,0.373134328358208,0.3424317617866,3081,-0.9858167945227679,-1.0716828767894797,-0.08586608226671177,Methane,3
3459,,74,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,1.49253731343283,0.774193548387097,3081,0.40047756659712136,-0.25593337413720035,-0.6564109407343217,Methane,3
3460,,75,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,2.08955223880597,1.04218362282878,3081,0.7369498032183381,0.04131814933072702,-0.6956316538876112,Methane,3
3461,,76,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,3.88059701492537,1.6228287841191,3081,1.355989011624561,0.4841707895105116,-0.8718182221140494,Methane,3
3462,,77,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,6.7910447761194,2.29280397022332,3081,1.9156047995599839,0.829775509694999,-1.0858292898649848,Methane,3
3463,,78,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,10.0746268656716,2.7394540942928,3081,2.3100200714815595,1.0077586648903563,-1.3022614065912033,Methane,3
3464,,79,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,15.0746268656716,3.30521091811414,3081,2.7130129904443363,1.1955002891536504,-1.517512701290686,Methane,3
3465,,80,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,19.776119402985,3.6774193548387,3081,2.984475119029353,1.3022112439093467,-1.682263875120006,Methane,3
3466,,81,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,25.3731343283582,3.97518610421836,3081,3.233690910653341,1.380071565681621,-1.85361934497172,Methane,3
3467,,82,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,30.0746268656716,4.21339950372208,3081,3.403681854989816,1.4382698049246085,-1.9654120500652075,Methane,3
3468,,83,,Methane,0,0,0,0,0.2495,-0.323,1457.0,0.57,0.22,0.35,,,,333.0,40.2985074626865,4.57071960297766,3081,3.6963144326014525,1.5196706548685677,-2.1766437777328846,Methane,3
3509,,72,AC,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.146784634337551,0.254568260723484,3087,-1.918788839005214,-1.3681862639312659,0.550602575073948,Methane,3
3510,,73,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.23067308769179,0.381919587859782,3087,-1.4667537756058955,-0.9625451955192889,0.5042085800866066,Methane,3
3511,,74,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.343191846791354,0.502430283346399,3087,-1.069465668085967,-0.6882983882832922,0.38116727980267495,Methane,3
3512,,75,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.442333967969537,0.65101579124202,3087,-0.8156900985725644,-0.42922138016757727,0.3864687184049871,Methane,3
3513,,76,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.575809161160264,0.828012095419419,3087,-0.5519789906140887,-0.18872751670910567,0.363251473904983,Methane,3
3514,,77,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.71694030686527,0.969851047149736,3087,-0.3327626958716586,-0.030612778915644526,0.30214991695601406,Methane,3
3515,,78,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,313.0,0.901910628289842,1.19650576772314,3087,-0.10323984554700981,0.17940544885040172,0.28264529439741154,Methane,3
3516,,79,OMC,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.0819755851719117,0.134393549109642,3088,-2.5013338178577307,-2.00698284974113,0.4943509681166005,Methane,3
3517,,80,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.169698734460745,0.23360286706238,3088,-1.7737305642786325,-1.4541327547199063,0.3195978095587262,Methane,3
3518,,81,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.266959345951394,0.339921603763019,3088,-1.3206588945293063,-1.0790402651265232,0.2416186294027831,Methane,3
3519,,82,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.362316048829656,0.439184679135401,3088,-1.0152383849888935,-0.8228352729667535,0.19240311202214,Methane,3
3520,,83,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.469087243812297,0.594866166424011,3088,-0.756966506913862,-0.5194188291169526,0.23754767779690944,Methane,3
3521,,84,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.587344607458842,0.694290514055325,3088,-0.5321435658919696,-0.3648647979183967,0.16727876797357294,Methane,3
3522,,85,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.753293761899428,0.822219733452794,3088,-0.2833000052156694,-0.1957476040124134,0.087552401203256,Methane,3
3523,,86,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,313.0,0.989817448762459,1.00698398476873,3088,-0.010234748045819907,0.006959709706014496,0.017194457751834404,Methane,3
3531,,117,AC,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.0793918918918918,0.0659038901601829,3090,-2.5333590331739484,-2.7195578079536924,-0.186198774779744,Methane,3
3532,,118,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.160472972972972,0.127688787185354,3090,-1.829629743283471,-2.0581593257083304,-0.22852958242485943,Methane,3
3533,,119,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.246621621621621,0.193592677345537,3090,-1.3999000131756718,-1.6419989284834164,-0.24209891530774463,Methane,3
3534,,120,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.347972972972972,0.2883295194508,3090,-1.0556304660944276,-1.2436512881441153,-0.18802082204968773,Methane,3
3535,,121,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.466216216216216,0.366590389016018,3090,-0.7631057691668561,-1.0035101604613321,-0.240404391294476,Methane,3
3536,,122,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.567567567567567,0.481922196796338,3090,-0.5663954749208024,-0.7299725953957164,-0.1635771204749139,Methane,3
3537,,123,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.695945945945945,0.584897025171624,3090,-0.36248328553448056,-0.5363194725922116,-0.17383618705773102,Methane,3
3538,,124,,Methane,0,0,0,0,0.2495,-0.323,1344.271,0.6265,0.08199999999999996,0.5445,,,,323.0,0.844594594594594,0.696109839816933,3090,-0.16889853646181469,-0.3622478152703986,-0.19334927880858394,Methane,3
3539,,125,OMC,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.0709459459459459,0.0411899313501142,3091,-2.645837016600638,-3.1895614371994307,-0.5437244205987928,Methane,3
3540,,126,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.152027027027027,0.0864988558352402,3091,-1.8836969645537407,-2.447624092470049,-0.5639271279163085,Methane,3
3541,,127,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.25,0.148283752860411,3091,-1.3862943611198906,-1.9086275917373672,-0.5223332306174766,Methane,3
3542,,128,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.364864864864864,0.243020594965674,3091,-1.008228227199843,-1.414609086287756,-0.406380859087913,Methane,3
3543,,129,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.49831081081081,0.362471395881006,3091,-0.6965312785441874,-1.014809715715267,-0.3182784371710795,Methane,3
3544,,130,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.670608108108108,0.453089244851258,3091,-0.3995703541968154,-0.7916661644010562,-0.3920958102042408,Methane,3
3545,,131,,Methane,0,0,0,0,0.2495,-0.323,1266.179,1.2326,0.7574999999999998,0.4751,,,,323.0,0.861486486486486,0.589016018306636,3091,-0.14909590916563484,-0.5293018999335641,-0.38020599076792927,Methane,3
3741,,282,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.0350515463917526,0.0119416227661131,3112,-3.3509355468812667,-4.427725270192893,-1.076789723311626,Methane,3
3742,,283,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.0989690721649484,0.0944682781740731,3112,-2.312947880029593,-2.359491181533456,-0.04654330150386299,Methane,3
3743,,284,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.206185567010309,0.224192775943337,3112,-1.5789787049493933,-1.4952489903469786,0.08372971460241474,Methane,3
3744,,285,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.344329896907216,0.359966728001411,3112,-1.0661550785207294,-1.0217436740214805,0.04441140449924896,Methane,3
3745,,286,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.470103092783505,0.489800115947873,3112,-0.7548032619830428,-0.7137578977391631,0.04104536424387972,Methane,3
3746,,287,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.595876288659793,0.596161621253749,3112,-0.5177222028250523,-0.5172434720782657,0.0004787307467866153,Methane,3
3747,,288,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.734020618556701,0.696727749350943,3112,-0.30921816008545283,-0.3613605480407481,-0.052142387955295244,Methane,3
3748,,289,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,0.855670103092783,0.803065056839664,3112,-0.15587037070678547,-0.21931955108214538,-0.0634491803753599,Methane,3
3749,,290,,Methane,0,0,0,0,0.2495,-0.323,1192.0,0.54,0.06,0.48,,,1.23,323.0,1.0020618556701,0.909547551231315,3112,0.00205973296300746,-0.09480799956348518,-0.09686773252649264,Methane,3
3865,,75,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,0.502353962284001,0.310880829015543,3125,-0.6884503036081527,-1.1683456266827883,-0.47989532307463556,Methane,3
3866,,76,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,1.50180163593803,1.24352331606217,3125,0.40666547800122466,0.21794873443710072,-0.18871674356412393,Methane,3
3867,,77,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,2.90997080560742,2.02072538860103,3125,1.068143048695763,0.7034565502188035,-0.36468649847695955,Methane,3
3868,,78,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,5.53062781094658,3.13989637305699,3125,1.7103013372905098,1.1441897971644273,-0.5661115401260826,Methane,3
3869,,79,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,10.1801635938034,4.35233160621761,3125,2.3204410811114657,1.470711702932472,-0.8497293781789936,Methane,3
3870,,80,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,15.9485547460613,5.44041450777202,3125,2.769368213593174,1.6938552542466834,-1.0755129593464905,Methane,3
3871,,81,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,22.1293495699744,6.15544041450777,3125,3.0969047623058734,1.8173363110177043,-1.279568451288169,Methane,3
3872,,82,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,28.8214407827253,6.65284974093264,3125,3.3611195817827695,1.8950452953450205,-1.466074286437749,Methane,3
3873,,83,,Methane,0,0,0,0,0.2495,-0.323,1660.0,0.82,0.09,0.73,,,,313.0,34.9064990400042,7.02590673575129,3125,3.552673030783087,1.9496042795954547,-1.6030687511876325,Methane,3
4178,,77,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,3.88670864240124,2.02139037433154,3155,1.357562692127626,0.7037855787649956,-0.6537771133626304,Methane,3
4179,,78,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,6.8354321200621,3.06951871657753,3155,1.9221196898398487,1.1215207794649766,-0.8005989103748721,Methane,3
4180,,79,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,12.8272166637916,3.85561497326203,3155,2.5515692154038416,1.349530520430362,-1.2020386949734796,Methane,3
4181,,80,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,19.8189796446437,4.75401069518716,3155,2.9866400464789504,1.5589886186593167,-1.4276514278196337,Methane,3
4182,,81,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,26.8134379851647,5.61497326203208,3155,3.288903179206026,1.7254368262969815,-1.5634663529090445,Methane,3
4183,,82,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,45.8804122822149,6.81283422459892,3155,3.8260382783196376,1.9188082192775207,-1.907230059042117,Methane,3
4184,,83,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,67.4810246679317,7.8235294117647,3155,4.2118464423273245,2.057135784165537,-2.1547106581617874,Methane,3
4185,,84,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,95.6502285664999,8.60962566844919,3155,4.560698085496579,2.1528808411239213,-2.4078172443726578,Methane,3
4186,,85,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,135.910815939278,9.47058823529411,3155,4.911998905475672,2.248191020928246,-2.663807884547426,Methane,3
4187,,86,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,178.71312747973,10.0320855614973,3155,5.185781880461827,2.305788512711581,-2.8799933677502465,Methane,3
4188,,87,,Methane,0,0,0,0,0.2495,-0.323,1334.0,0.7,0.1,0.6,60.8,23.7,,340.0,223.534263412109,10.5561497326203,3155,5.409564706161099,2.3567086031388382,-3.0528561030222607,Methane,3
