,0,1,2,3,4,5,6
0,0,GBR,0.7060867569880493,0.028456560882936653,0.6509125564993827,0.02464156723281623,"{'learning_rate': 0.1, 'n_estimators': 180}"
1,0,BG,0.7249142115468608,0.02672786493330856,0.635305684050494,0.026045209376276617,{'n_estimators': 100}
2,0,ETR,0.7185916288924576,0.027535141752419456,0.675966186669454,0.02369726183427766,{'n_estimators': 200}
3,0,RF,0.7299102928327176,0.026253159131919827,0.6584429724150003,0.024496060089661067,{'n_estimators': 150}
4,0,LGBM,0.7002085072290745,0.0297689027320664,0.6141789339561454,0.027207023469465033,"{'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 50}"
5,0,BGLGBM,0.7095476006062892,0.02877171531942669,0.5975068057906758,0.028267179667215092,{'n_estimators': 50}
6,1,GBR,0.7396603717944178,0.025470351589168272,0.6538327571896971,0.025937813862139864,"{'learning_rate': 0.1, 'n_estimators': 200}"
7,1,BG,0.7468401705333761,0.024869738095030902,0.6439756059107384,0.026074017161287093,{'n_estimators': 100}
8,1,ETR,0.7560768294907384,0.02374531849660023,0.6740780128301496,0.024254255551661046,{'n_estimators': 100}
9,1,RF,0.7510424806527134,0.024444173078725744,0.6482918533119103,0.025659393912056735,{'n_estimators': 200}
10,1,LGBM,0.7376678426567966,0.025653891946082325,0.617682806466652,0.029063340031270105,"{'learning_rate': 0.1, 'n_estimators': 150, 'num_leaves': 20}"
11,1,BGLGBM,0.7347370835720339,0.02599969157102531,0.6390730557308862,0.026343966471393917,{'n_estimators': 50}
12,2,GBR,0.748600751647798,0.024526124209435098,0.6921548911564243,0.023662513735137048,"{'learning_rate': 0.1, 'n_estimators': 200}"
13,2,BG,0.7485372877728149,0.024205007692008163,0.6762785757005654,0.023521820863879377,{'n_estimators': 100}
14,2,ETR,0.7546482762848241,0.02369188901631779,0.6486791536281971,0.025865262880180977,{'n_estimators': 200}
15,2,RF,0.7493800817976061,0.024127289632875214,0.6838907938064482,0.022591590274276013,{'n_estimators': 120}
16,2,LGBM,0.7367771961013218,0.025084613403846386,0.5998167294130378,0.032160038227820306,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 10}"
17,2,BGLGBM,0.7294581408112271,0.025833605189312263,0.6190930330277428,0.028879318148583664,{'n_estimators': 50}
18,3,GBR,0.7232916233496149,0.025891526759376497,0.7061905833412572,0.022037587852182166,"{'learning_rate': 0.1, 'n_estimators': 200}"
19,3,BG,0.724011512444933,0.026113132137957563,0.6798444812365045,0.022009119190887813,{'n_estimators': 50}
20,3,ETR,0.717540041921784,0.026404198067639086,0.7414215286541295,0.019187025970800194,{'n_estimators': 180}
21,3,RF,0.7227349704161974,0.02627405190345445,0.6785540492623621,0.022243567413028263,{'n_estimators': 180}
22,3,LGBM,0.6820074946182897,0.030328604191594055,0.6126234111468756,0.03125884387532404,"{'learning_rate': 0.1, 'n_estimators': 180, 'num_leaves': 20}"
23,3,BGLGBM,0.6938782533018154,0.029351345116961997,0.6283860670204067,0.027680714452406985,{'n_estimators': 30}
24,4,GBR,0.7329979796970651,0.02455328323067908,0.714519583637869,0.02428249425135641,"{'learning_rate': 0.5, 'n_estimators': 200}"
25,4,BG,0.7336388689110431,0.024350342103871218,0.6401103497255224,0.026502072404254187,{'n_estimators': 100}
26,4,ETR,0.7215506497789039,0.025456350208427646,0.6622331196553306,0.02432520474853642,{'n_estimators': 150}
27,4,RF,0.7346725447335631,0.024255028770943172,0.6330261375138284,0.026734100663313585,{'n_estimators': 180}
28,4,LGBM,0.7079804422608962,0.026729022385726248,0.6380884242333745,0.02858375233191197,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 20}"
29,4,BGLGBM,0.7067011143060965,0.026893067932661087,0.624832046237341,0.02693156410480872,{'n_estimators': 30}
30,5,GBR,0.728993276396942,0.025880472220729988,0.6555022187070965,0.024132445498012654,"{'learning_rate': 0.1, 'n_estimators': 200}"
31,5,BG,0.7462683713847412,0.024267654625709123,0.6378317173675848,0.026002669366254602,{'n_estimators': 100}
