,0,1,2,3,4,5,6
0,0,GBR,0.7299070866730638,0.026517788660422037,0.6957874573525128,0.021099061083731864,"{'learning_rate': 0.1, 'n_estimators': 200}"
1,0,BG,0.7294926577328568,0.026701511934551038,0.7197782331310497,0.0184184819000742,{'n_estimators': 50}
2,0,ETR,0.7311587259540039,0.026387176774429873,0.7283158663785754,0.017933210452168096,{'n_estimators': 150}
3,0,RF,0.7335776112123478,0.026292601215023303,0.7067311364482681,0.019079695940496234,{'n_estimators': 150}
4,0,LGBM,0.7140326801909223,0.028210178301700417,0.7030837735901929,0.020164319452107022,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
5,0,BGLGBM,0.7196701004474994,0.027710495821989395,0.6995315987981905,0.019447250165892317,{'n_estimators': 30}
6,1,GBR,0.7585295998958511,0.02358888252732872,0.6803424481653582,0.02394076379987324,"{'learning_rate': 0.1, 'n_estimators': 200}"
7,1,BG,0.7550890556244261,0.02402660139794201,0.6932111272471326,0.02294585960467664,{'n_estimators': 100}
8,1,ETR,0.7521255915941961,0.02382255768907755,0.7250738791712938,0.021030286163560914,{'n_estimators': 120}
9,1,RF,0.7608021514766179,0.023487261881179944,0.6874569335964094,0.02307589684147092,{'n_estimators': 50}
10,1,LGBM,0.7525770197472894,0.024123870278720795,0.6333187764948394,0.027238431799685797,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
11,1,BGLGBM,0.7482890013594782,0.024661532262744788,0.5967232581045732,0.027946266575856898,{'n_estimators': 50}
12,2,GBR,0.7102577297984187,0.027830783027125484,0.7827653772265202,0.016151694292222765,"{'learning_rate': 0.1, 'n_estimators': 150}"
13,2,BG,0.7272793561887166,0.026022685563239494,0.784584763548779,0.01540014641056096,{'n_estimators': 100}
14,2,ETR,0.7263924512189017,0.02610736626889345,0.7945454838327924,0.014877703765678861,{'n_estimators': 200}
15,2,RF,0.7302232475669487,0.02567580218545698,0.7871513726583692,0.015022554278714333,{'n_estimators': 150}
16,2,LGBM,0.6940789377753657,0.029232755120118664,0.8116801812367231,0.01592564712372245,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 30}"
17,2,BGLGBM,0.7007828167298717,0.028559550245941635,0.7828782516010722,0.016662013697673464,{'n_estimators': 50}
18,3,GBR,0.7554860446562904,0.023993650479818093,0.7108572062440581,0.021115036751878095,"{'learning_rate': 0.1, 'n_estimators': 200}"
19,3,BG,0.7706865604041859,0.022489066685589414,0.6599084528559471,0.02294728387094665,{'n_estimators': 100}
20,3,ETR,0.7733040192468313,0.022143073553205838,0.6565749377755414,0.02255204614551967,{'n_estimators': 200}
21,3,RF,0.7693399155290932,0.022613110927472528,0.6563950960349667,0.022927115876513655,{'n_estimators': 80}
22,3,LGBM,0.7455243383824671,0.02482981233195012,0.6444026380734043,0.026287627817592585,"{'learning_rate': 0.1, 'n_estimators': 180, 'num_leaves': 50}"
23,3,BGLGBM,0.7445618294913549,0.024888469075256346,0.6640496213508287,0.023146305214781046,{'n_estimators': 50}
24,4,GBR,0.7356511693491254,0.026178803340913347,0.7084157829104472,0.018730405693234822,"{'learning_rate': 0.1, 'n_estimators': 200}"
25,4,BG,0.7520566735179598,0.024264182865896038,0.7222857500751899,0.017384793191059362,{'n_estimators': 100}
26,4,ETR,0.7529310381879832,0.02409092543951865,0.7478991164871647,0.016591501656250066,{'n_estimators': 120}
27,4,RF,0.748429018894689,0.024634495205455603,0.7204206659745896,0.017580823179871363,{'n_estimators': 100}
28,4,LGBM,0.7289822251538874,0.02647183781834499,0.7546814443507273,0.017171554256281408,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 30}"
29,4,BGLGBM,0.7329424794159409,0.026197967450560654,0.7004033743663648,0.01931587542921449,{'n_estimators': 30}
30,5,GBR,0.7665204223377695,0.022354185428026325,0.4947062072365941,0.03650952867287713,"{'learning_rate': 0.1, 'n_estimators': 200}"
31,5,BG,0.7898583154931524,0.020119794844748375,0.4462417801751801,0.03699863136716378,{'n_estimators': 50}
32,5,ETR,0.7990711468538809,0.019119166679164152,0.48950158269294886,0.03567720410297332,{'n_estimators': 180}
33,5,RF,0.7914964097025804,0.019969091405618783,0.4784106170542771,0.03503554648831399,{'n_estimators': 200}
34,5,LGBM,0.7671927167494218,0.02210875774963613,0.4847936920721897,0.03523799669863657,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 20}"
35,5,BGLGBM,0.7628903744598968,0.022695808496121118,0.4700930319056681,0.03547248857256582,{'n_estimators': 50}
36,6,GBR,0.7153437562070383,0.026922497576578282,0.7553496178181085,0.016999506602276362,"{'learning_rate': 0.1, 'n_estimators': 200}"
37,6,BG,0.7327542216585146,0.02522877870108902,0.8059002811377526,0.014169420718546235,{'n_estimators': 50}
38,6,ETR,0.7309999433130836,0.0253235244799902,0.7425667012973441,0.017699891563188058,{'n_estimators': 120}
39,6,RF,0.7371619158151639,0.024843371264028975,0.8068172500174211,0.014067032321701329,{'n_estimators': 50}
40,6,LGBM,0.706435750371116,0.0277049799212362,0.726199164489044,0.020072216878643984,"{'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 30}"
41,6,BGLGBM,0.715806217244513,0.02691316555692098,0.762229096167415,0.017492377631894453,{'n_estimators': 10}
42,7,GBR,0.7344422527950385,0.025133784498381946,0.6459363050373937,0.02692165359785281,"{'learning_rate': 0.1, 'n_estimators': 200}"
43,7,BG,0.7187760812793021,0.02661737664607927,0.6633466984038414,0.026316388919698532,{'n_estimators': 100}
