,0,1,2,3,4,5,6
0,0,GBR,0.6989354221931361,0.029951453708063736,0.8149783204620202,0.013834708068209719,"{'learning_rate': 0.5, 'n_estimators': 120}"
1,0,BG,0.7157928923644427,0.02834608052034666,0.829775702707721,0.012106379022843257,{'n_estimators': 100}
2,0,ETR,0.7207034020629973,0.027791824888963673,0.8251914764154779,0.012759509067772165,{'n_estimators': 180}
3,0,RF,0.7195842998911065,0.02793002536245522,0.8321661058557511,0.011982344688780396,{'n_estimators': 150}
4,0,LGBM,0.6665151961731473,0.033272400338683714,0.79266598339787,0.015542649769654979,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 10}"
5,0,BGLGBM,0.6692982292374069,0.03307434289487219,0.8152898719527091,0.013479380719788393,{'n_estimators': 50}
6,1,GBR,0.7265117353031785,0.02576546236432716,0.7118583003969077,0.021694899081413768,"{'learning_rate': 0.5, 'n_estimators': 80}"
7,1,BG,0.7269277315754028,0.025537408259365946,0.6909578612440647,0.02226910608398506,{'n_estimators': 100}
8,1,ETR,0.7446597185900896,0.023979311012220412,0.6908380580924549,0.022720038468555716,{'n_estimators': 120}
9,1,RF,0.7302563939334049,0.02524297465132557,0.7050195583650216,0.021475987269308078,{'n_estimators': 80}
10,1,LGBM,0.7223593094918329,0.0259340468300448,0.6631135253941758,0.025680686234661076,"{'learning_rate': 0.1, 'n_estimators': 180, 'num_leaves': 30}"
11,1,BGLGBM,0.7142851559758527,0.02714544332972174,0.6582741286825281,0.024800412448694818,{'n_estimators': 10}
12,2,GBR,0.7183537521894251,0.02696444788038785,0.6183180989133443,0.026206559072851684,"{'learning_rate': 0.1, 'n_estimators': 200}"
13,2,BG,0.7157486317431843,0.02724554501891972,0.6618887342691043,0.022222556762211847,{'n_estimators': 100}
14,2,ETR,0.7091183210343448,0.027873483364084933,0.6487178489693455,0.022708241825001786,{'n_estimators': 180}
15,2,RF,0.7149683560670594,0.027350305777348732,0.6644663821787143,0.021897347618118616,{'n_estimators': 150}
16,2,LGBM,0.7051090832033313,0.028505408757206852,0.6426864743269842,0.02577924430051933,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
17,2,BGLGBM,0.7154498653564498,0.027533390960593117,0.6534549009690205,0.022749369622453934,{'n_estimators': 50}
18,3,GBR,0.7633544818375143,0.022272929777288224,0.6209622070659775,0.030329796568058707,"{'learning_rate': 0.5, 'n_estimators': 120}"
19,3,BG,0.7429440881750995,0.024509701616720475,0.6702797018362974,0.024388524416071974,{'n_estimators': 50}
20,3,ETR,0.7434381784430173,0.024288798044790623,0.6668644106961319,0.024527881424767688,{'n_estimators': 180}
21,3,RF,0.738582819791592,0.024910470261440457,0.654966290171805,0.025830740807735435,{'n_estimators': 80}
22,3,LGBM,0.7394001537659445,0.024708047718428345,0.6355325987347822,0.02654924052802271,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
23,3,BGLGBM,0.7361717846827005,0.025087759649939163,0.6253416036531467,0.026503979036475545,{'n_estimators': 50}
24,4,GBR,0.7095146559575312,0.02815118725218015,0.73062568723481,0.01717049236535806,"{'learning_rate': 0.1, 'n_estimators': 200}"
25,4,BG,0.7180343536018382,0.02732265501512794,0.7421268954659861,0.01555650638176408,{'n_estimators': 100}
26,4,ETR,0.716146442972082,0.027546995535073383,0.7459763681652796,0.016430699478970866,{'n_estimators': 80}
27,4,RF,0.7216246536801194,0.02699697034106961,0.7382918239498291,0.01575916846959194,{'n_estimators': 100}
28,4,LGBM,0.6768194112522918,0.03144528590540875,0.6936280448926753,0.018597927198304196,"{'learning_rate': 0.05, 'n_estimators': 180, 'num_leaves': 30}"
29,4,BGLGBM,0.6863052844865406,0.03060753791598119,0.6962998339766836,0.018621410337266848,{'n_estimators': 50}
30,5,GBR,0.7357025314541986,0.026090314179447415,0.7410333704878531,0.018281923733489327,"{'learning_rate': 0.1, 'n_estimators': 200}"
31,5,BG,0.7223378554244999,0.0272359149937061,0.7724034159779012,0.015642663011494896,{'n_estimators': 50}
32,5,ETR,0.7464187090771095,0.02502352221170077,0.7192319409412622,0.01932425182979391,{'n_estimators': 200}
33,5,RF,0.7232668961488898,0.0271358390603818,0.7768714574976456,0.015121381199979116,{'n_estimators': 200}
34,5,LGBM,0.7105117354835786,0.02837374583734037,0.7587060104364816,0.0167112001649984,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
35,5,BGLGBM,0.7119548590989611,0.028389152752550124,0.7360254696185237,0.017825787632118714,{'n_estimators': 30}
36,6,GBR,0.7165980906845633,0.027741285681197214,0.6687376604623712,0.022623985641182606,"{'learning_rate': 0.1, 'n_estimators': 200}"
37,6,BG,0.7068572955552248,0.028869213005934303,0.6729075194440972,0.023581916340696948,{'n_estimators': 100}
38,6,ETR,0.7532072816053748,0.024447622322353646,0.6436226314385919,0.0255510142243802,{'n_estimators': 50}
39,6,RF,0.7155678486394759,0.02799037287312294,0.6764189251598455,0.023637930816126626,{'n_estimators': 200}
40,6,LGBM,0.7211047251535951,0.027674798543916475,0.5031826130605133,0.03167791288265204,"{'learning_rate': 0.1, 'n_estimators': 180, 'num_leaves': 50}"
41,6,BGLGBM,0.7298876501923918,0.026912090588493552,0.5716836418966026,0.028207092114720358,{'n_estimators': 50}
42,7,GBR,0.7435221408534997,0.024435259252411728,0.6585786137989853,0.02541039745445932,"{'learning_rate': 0.1, 'n_estimators': 200}"
43,7,BG,0.7483227349898673,0.024019023738431136,0.5867180503534006,0.02997671004673663,{'n_estimators': 50}
44,7,ETR,0.744291982291476,0.0243333395117154,0.597000364455424,0.028606619775124548,{'n_estimators': 180}
45,7,RF,0.7473642764533317,0.024105635001172618,0.5788972669821335,0.030007704738609017,{'n_estimators': 50}
46,7,LGBM,0.7254492050993326,0.026300795975320524,0.6415150202519437,0.028155647816007243,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
47,7,BGLGBM,0.7316105532579539,0.02568293537030313,0.633757690674666,0.025801812957186504,{'n_estimators': 30}
48,8,GBR,0.7358702459867947,0.025889126253867644,0.6601188478904669,0.023676754514205856,"{'learning_rate': 0.1, 'n_estimators': 200}"
49,8,BG,0.7311348307499703,0.026502359165685746,0.6211220965696609,0.026324123162389353,{'n_estimators': 100}
