,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,Methane,LGBM_separate,0.9277372117989483,0.7087257827279945,-1,-1,0.9137191436284792,0.994499359082535,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}"
