,pred,real
0,-0.005681616,0.180456853
1,0.031837483,0.303807107
2,0.200091257,0.456852792
3,0.29303539,0.667005076
4,0.4276758,0.895431472
5,0.551010135,1.053045685
6,0.640074481,1.254060914
7,0.732656636,1.432233503
8,0.914352879,1.571573604
9,1.155209771,1.67893401
10,0.028314097,0.134771574
11,0.091560715,0.223857868
12,0.204860329,0.356345178
13,0.255453311,0.470558376
14,0.32835872,0.584771574
15,0.438372922,0.721827411
16,0.542886686,0.879441624
17,0.683788486,1.073604061
18,0.797847643,1.222081218
19,0.941907564,1.368274112
20,1.051764397,1.555583756
21,-0.066354187,0.191878173
22,0.090188335,0.344923858
23,0.141502821,0.502538071
24,0.287439638,0.667005076
25,0.38985124,0.808629442
26,0.450712297,0.961675127
27,0.466326884,1.085025381
28,0.568751491,1.187817259
29,0.587020967,1.363705584
30,2.31569074,1.962347341
31,3.084438376,2.989015432
32,4.002418608,4.069579103
33,5.047955012,4.790210004
34,5.501431447,5.618863453
35,5.921345956,6.411722975
36,7.151924471,7.438996234
37,8.87552669,8.484549137
38,9.577315827,9.332016202
39,10.66211695,10.37781829
40,11.4973821,11.00941825
41,12.3677926,11.7310103
42,12.6929544,12.2183844
43,0.232263122,0.265022197
44,0.342759702,0.414037097
45,0.471118888,0.574481813
46,0.581800205,0.781073078
47,0.692642289,0.952050317
48,0.876462557,1.134628285
49,1.005562478,1.328080603
50,1.116267006,1.464469293
51,1.200913209,1.589257254
52,0.215365477,0.188520377
53,0.413262432,0.352622622
54,0.563351779,0.563788488
55,0.749269536,0.762501551
56,0.917530788,0.94920497
57,1.063598852,1.147918033
58,1.293976063,1.309715846
59,1.412701492,1.448912485
60,0.09871844,0.096823104
61,0.199768057,0.241517855
62,0.227568593,0.338250975
63,0.287850175,0.459009903
64,0.450877522,0.62854032
65,0.57829149,0.822141536
66,0.700917654,0.992571796
67,0.897377761,1.284660827
68,1.135311764,1.551914191
69,1.299756066,1.747810007
70,1.373128392,1.87014366
71,0.120116071,0.180488956
72,0.428269631,0.463532113
73,0.628294156,0.720775808
74,0.890917399,1.002853496
75,1.103044538,1.259131722
76,1.41116593,1.64338815
77,1.698792384,1.846780163
78,1.81811198,2.126980551
79,1.91311628,2.20223345
80,0.24466107,0.154239384
81,0.501426856,0.541486876
82,0.733445456,0.771746599
83,0.866474852,0.976336402
84,1.109769557,1.232375979
85,1.412780361,1.536787138
86,1.728468786,1.790847877
87,1.850302302,2.068489762
88,2.001811682,2.245980486
89,0.260248642,0.156657963
90,0.499359981,0.365535248
91,0.697113843,0.496083551
92,0.955487803,0.704960836
93,1.265347409,0.861618799
94,1.527019067,1.096605744
95,1.653942901,1.253263708
96,1.727446058,1.38381201
97,0.081018502,0.104753506
98,0.219113888,0.288086184
99,0.374350205,0.497031516
100,0.476517796,0.679297
101,0.721707904,0.965585805
102,0.786577709,1.146784095
103,1.056766068,1.380218719
104,1.212455079,1.56108
105,0.219485985,0.130603506
106,0.330706912,0.262063428
107,0.530870215,0.445978857
108,0.647739094,0.604094741
109,0.964519275,0.971604443
110,1.023516187,1.130630269
111,1.171304829,1.394245952
112,1.476338864,1.605727285
113,0.149890096,0.220299649
114,0.321978241,0.373058285
115,0.460891312,0.506290846
116,0.594114097,0.658907216
117,0.893827623,0.94450718
118,1.00978967,1.154385809
119,1.142972107,1.286800338
120,1.266549008,1.486400213
121,0.201573846,0.183648785
122,0.556241118,0.480698846
123,0.678925037,0.650303505
124,0.806013283,0.848359279
125,0.957256605,1.032155897
126,1.096664384,1.244336432
127,1.399943342,1.570173592
128,0.329818234,0.254568261
129,0.430589775,0.381919588
130,0.58017631,0.502430283
131,0.668302832,0.651015791
132,0.832121302,0.828012095
133,0.957200668,0.969851047
134,1.151627653,1.196505768
135,0.147388457,0.06590389
136,0.26870886,0.127688787
137,0.336080347,0.193592677
138,0.461444042,0.288329519
139,0.604642022,0.366590389
140,0.689979707,0.481922197
141,0.799416186,0.584897025
142,0.874231263,0.69610984
143,0.113075291,0.041189931
144,0.196112589,0.086498856
145,0.273272593,0.148283753
146,0.411892117,0.243020595
147,0.575697906,0.362471396
148,0.631577647,0.453089245
149,0.674445948,0.589016018
150,2.485206461,3.686606425
151,3.623090055,5.888812663
152,4.294673491,6.787301293
153,4.775117809,7.595562271
154,5.620802003,8.806931006
155,6.712183562,9.702313562
156,7.552675848,10.46405919
157,8.14409675,11.49406353
158,10.6405415,12.34300649
159,11.69382689,13.19104037
160,12.46110053,13.54482973
161,0.221742506,0.145726065
162,0.398137032,0.380531379
163,0.762567279,0.679954191
164,0.849982981,1.003715071
165,1.202688995,1.327283555
166,1.46018522,1.747929455
167,1.761315103,2.071333028
168,1.96672781,2.370371049
169,2.096499067,2.612734769
170,2.224828951,2.84688044
171,0.106942009,0.087295814
172,0.273638782,0.170706775
173,0.35363288,0.278016382
174,0.525883188,0.405188621
175,0.660889773,0.560265289
176,0.845368262,0.735265052
177,1.033032946,0.942311072
178,1.239886986,1.121649173
179,1.388191282,1.273128194
180,1.539236617,1.397005111
181,1.691578233,1.564915397
182,0.139007994,0.098606162
183,0.205135772,0.176078372
184,0.265260969,0.309903051
185,0.388851992,0.457840719
186,0.452396068,0.605835237
187,0.596724436,0.810210649
188,0.751816012,1.028784326
189,0.946289491,1.27564083
190,1.273153591,1.579176692
191,1.430733568,1.791155779
192,1.644792209,2.059871073
193,1.966869295,2.201498401
194,1.968329065,2.315027664
195,0.164759619,0.114975845
196,0.166607632,0.250241546
197,0.30018955,0.412560386
198,0.548746007,0.669565217
199,0.67600927,0.858937198
200,0.840428525,1.075362319
201,1.100745111,1.379710145
202,1.446324236,1.724637681
203,1.691742167,2.008695652
204,1.937339878,2.211594203
205,2.132242269,2.367149758
206,2.385331239,2.482125604
207,2.44071908,2.556521739
208,0.176038485,0.148343479
209,0.240301111,0.230587728
210,0.231173461,0.246554975
211,0.371201178,0.377767602
212,0.522654941,0.492237246
213,0.61568836,0.623175133
214,0.684027809,0.68786834
215,0.784864784,0.868631148
216,0.891703259,0.999762969
217,1.037999657,1.11418413
218,1.13577371,1.278155471
219,-0.012181942,0.072382244
220,0.022581388,0.08723347
221,0.049373242,0.231200859
222,0.214637111,0.289892566
223,0.33977462,0.448739149
224,0.432808039,0.536238319
225,0.541245537,0.638029346
226,0.653296442,0.76844604
227,0.775787402,0.898750861
228,0.925640556,0.914748791
229,0.955118376,1.073763184
230,0.085800936,0.204108323
231,0.119150507,0.324017818
232,0.177853931,0.390376663
233,0.22528265,0.512818938
234,0.326037106,0.637784784
235,0.424133533,0.755109309
236,0.518149535,0.895324027
237,0.673064804,1.076345674
238,0.820187946,1.203764479
239,0.922159564,1.320987692
240,0.944938673,1.433123854
241,1.07804061,1.524798222
242,0.101058925,0.102069512
243,0.194508379,0.247533993
244,0.260975777,0.341937623
245,0.374212664,0.477175812
246,0.434566397,0.589431705
247,0.58905577,0.724645334
248,0.662842184,0.839443218
249,0.75429136,0.951665341
250,0.841547142,1.063896675
251,0.945082095,1.18631132
252,1.035140593,1.288319431
253,1.189549156,1.441333133
254,1.183992781,1.540756273
255,1.366594658,1.680970991
256,1.424338089,1.754860636
257,1.550565746,1.838964292
258,0.188506712,0.135219769
259,0.311019187,0.290855282
260,0.432901689,0.405640886
261,0.579612009,0.548477415
262,0.700663073,0.650473246
263,0.776945937,0.76777321
264,0.863081606,0.862109299
265,0.92329201,0.974257742
266,1.016219994,1.071123541
267,1.159420546,1.142449705
268,1.152899757,1.229098422
269,1.298264748,1.323370041
270,1.411063357,1.448176245
271,4.877630259,4.675449871
272,6.65939973,7.519280206
273,8.917528754,9.013496144
274,10.76368703,11.42352185
275,11.65908379,12.77313625
276,12.18103072,13.78534704
277,12.73831584,14.02634961
278,12.55396799,14.46015424
279,0.112831079,0.164911707
280,0.264956902,0.272665459
281,0.436460421,0.405767149
282,0.670674319,0.545152211
283,0.792738141,0.640117621
284,0.978273078,0.80476484
285,1.10121534,0.969340576
286,1.260906639,1.133894867
287,1.471044779,1.273079776
288,1.612408508,1.405895533
289,1.698853681,1.519639576
290,1.782284258,1.627085951
291,1.87717899,1.766256563
292,0.021217704,0.346062053
293,0.302931094,1.205250597
294,0.521864634,1.897374702
295,0.691711699,2.482100239
296,0.753983529,2.99522673
297,1.125087562,3.484486874
298,1.241660158,3.92601432
299,1.409594679,4.474940334
300,0.063621441,0.155131265
301,0.398400811,0.465393795
302,0.600534658,0.739856802
303,0.79142688,1.026252983
304,0.944702533,1.336515513
305,1.181104909,1.622911695
306,1.368690758,1.897374702
307,1.535436023,2.159904535
308,1.695016242,2.470167064
309,0.322213153,0.432001885
310,0.62895545,0.784152809
311,0.844703205,1.088421111
312,1.182005663,1.440871552
313,1.611840102,1.769500487
314,1.831382201,1.97814332
315,2.071400966,2.170811968
316,2.317302479,2.339539304
317,2.598924702,2.484245459
318,0.127200956,0.121527778
319,0.309894318,0.260416667
320,0.424031305,0.434027778
321,0.576611386,0.616319444
322,0.791129157,0.78125
323,0.917399898,0.946180556
324,1.071905695,1.09375
325,1.143071022,1.232638889
326,0.349235806,0.142857143
327,0.593226763,0.385714286
328,0.82059874,0.685714286
329,0.986936787,0.942857143
330,1.17403619,1.157142857
331,1.326020979,1.342857143
332,1.532184006,1.471428571
333,1.639529281,1.685714286
334,0.110754244,0.14661654
335,0.339332335,0.38345865
336,0.540637118,0.60902256
337,0.701636997,0.82330827
338,0.794347325,1.02631579
339,0.910205736,1.16165414
340,1.074794073,1.31954887
341,1.147175462,1.5112782
342,0.224157994,0.273224044
343,0.557519973,0.573770492
344,0.946281886,0.928961749
345,1.276119566,1.202185792
346,1.576161526,1.50273224
