,pred,real
0,0.266756757,0.299711816
1,0.835257001,0.726224784
2,1.301075162,1.060518732
3,1.574333942,1.25648415
4,1.951117111,1.417867435
5,2.390734565,1.556195965
6,2.802976127,1.717579251
7,3.043004513,1.855907781
8,3.792999104,1.948126801
9,4.047144261,2.063400576
10,4.151319561,2.097982709
11,4.312359917,2.178674352
12,4.367055232,2.236311239
13,0.223656709,0.252399207
14,0.861180483,0.796690998
15,1.147306202,1.020716546
16,1.410590579,1.167202741
17,1.693171487,1.343303226
18,1.950521169,1.480622547
19,2.090966135,1.578655263
20,2.231234272,1.637814916
21,2.459406258,1.706738785
22,2.461229667,1.726588859
23,0.479093057,0.324536934
24,0.841160318,0.615249945
25,1.220334052,0.838525193
26,1.87465634,1.217591242
27,2.321465489,1.462271969
28,2.550230466,1.639678334
29,2.686603658,1.772336278
30,2.828540723,1.882561655
31,0.679923263,1.670188392
32,1.690146271,2.50508019
33,3.072686661,3.515451064
34,4.932257235,5.29928594
35,6.74940084,6.306924441
36,7.00317026,6.719107991
37,7.911884663,7.37174038
38,9.148323043,8.258952064
39,1.161047202,2.274905187
40,2.07850325,3.472148907
41,3.676327162,4.185175861
42,5.125772582,5.546464507
43,6.582251722,5.707464044
44,7.122495991,6.233707172
45,7.727682549,6.404248926
46,8.950517567,6.38029187
47,2.186758613,0.612244898
48,3.781244863,1.381924198
49,6.200466234,1.994169096
50,9.564104347,3.306122449
51,11.62028929,4.233236152
52,13.03681149,5.090379009
53,13.10090935,6.069970845
54,2.966529565,0.612244898
55,5.815484929,1.311953353
56,7.726738939,1.959183673
57,10.95669227,3.183673469
58,12.76818513,4.058309038
59,14.67999981,4.810495627
60,16.86017799,5.720116618
61,1.749507828,0.50728863
62,4.388938457,1.119533528
63,5.998326059,1.66180758
64,8.935496246,2.746355685
65,11.16428589,3.533527697
66,12.92918741,4.250728863
67,14.33257534,5.090379009
68,1.874638876,0.524781341
69,3.600881181,0.997084548
70,4.966333693,1.521865889
71,8.020277796,2.641399417
72,9.672998128,3.428571429
73,11.6108902,4.075801749
74,15.02436422,4.827988338
75,1.624715696,0.38483965
76,4.190216107,0.857142857
77,5.410442053,1.241982507
78,8.889158142,2.16909621
79,11.07010597,2.93877551
80,12.92704807,3.551020408
81,14.29035731,4.268221574
82,1.461778928,0.349854227
83,4.003892443,0.7696793
84,5.02025373,1.172011662
85,7.824345878,2.099125364
86,9.390001184,2.763848397
87,11.46096603,3.341107872
88,14.97838848,3.83090379
89,1.164150992,0.192419825
90,3.805847364,0.612244898
91,4.078531046,0.962099125
92,8.136177275,1.731778426
93,10.05817285,2.379008746
94,11.90748623,2.851311953
95,13.34056584,3.516034985
96,1.077913889,0.209912536
97,3.643510913,0.50728863
98,4.551226191,0.89212828
99,6.999430884,1.679300292
100,8.408263669,2.221574344
101,10.51030725,2.746355685
102,14.06086011,3.201166181
103,1.804949202,1.266641369
104,4.366120946,2.534030966
105,6.627598612,4.540455029
106,8.063121162,6.704113645
107,9.176115393,8.814220588
108,11.64225728,10.76538274
109,13.17444741,12.45210011
110,17.13319444,14.40336916
111,17.13319444,16.0370693
112,17.13319444,17.98801768
113,1.355602484,1.251149712
114,2.141699997,2.055619793
115,3.706978625,2.623183455
116,4.173701585,2.803064147
117,6.084636564,3.103434683
118,6.899354705,3.494008357
119,7.033268741,3.825716763
120,7.586082902,3.948308938
121,8.022801619,4.012035845
122,8.212322381,4.077733687
123,9.187051086,4.176477544
124,2.789154798,2.382335164
125,3.886816418,3.455049536
126,5.511528773,4.350642525
127,7.000386084,5.038039051
128,7.865887611,5.904922082
129,7.98125096,6.32551967
130,8.548736897,6.508028276
131,8.776027498,6.600990723
132,9.350791004,6.815494179
133,10.5766831,7.182482327
134,0.998014038,0.787255867
135,2.725436153,2.537857696
136,4.044205206,4.114127818
137,5.380408931,5.343492914
138,6.266345999,6.18036047
139,7.770233547,7.104393879
140,8.219458794,7.723597999
141,8.955162707,8.16696322
142,9.30338776,8.699001486
143,9.644056161,9.143120303
144,10.37749941,9.587992715
145,0.176420399,0.149911564
146,0.550747075,0.466099449
147,0.773922813,0.697315542
148,0.938298675,0.851584009
149,1.134205236,0.977496092
150,1.358075777,1.083124638
151,1.442317027,1.176615516
152,1.536662638,1.282365764
153,1.80014348,1.400367267
154,1.871188739,1.48175293
155,1.950788506,1.538806463
156,2.059344709,1.624224493
157,2.112145468,1.713861499
158,2.178751965,1.762874637
159,2.277037549,1.832163199
160,2.459961762,1.881176337
161,2.44283011,1.950529806
162,2.453141383,1.999526717
163,2.574249933,2.052523542
164,0.173256528,0.150081945
165,0.338127308,0.247499716
166,0.456123025,0.320552902
167,0.539622762,0.405824891
168,0.692734892,0.454610854
169,0.800263797,0.564312334
170,0.887648777,0.64563309
171,1.072979856,0.743237469
172,1.118938518,0.800266661
173,1.217000397,0.881709118
174,1.290686262,0.971354237
175,1.494355585,1.048829234
176,1.533328459,1.106012581
177,1.659162845,1.171366137
178,1.736930126,1.244857447
179,1.797657011,1.29791918
180,1.972866174,1.351102613
181,2.069212036,1.400131978
182,2.15634088,1.440966794
183,2.15634088,1.457404573
184,0.329809572,0.343476703
185,0.657109371,0.493747989
186,0.869220086,0.572172336
