,pred,real
0,0.215028931,0.23
1,1.00984717,1.27
2,1.8143228,2.15
3,2.746930558,2.63
4,3.31525866,3.01
5,4.21625738,3.18
6,4.70418254,3.28
7,5.22396395,3.35
8,5.263929796,3.38
9,1.878205922,1.063753582
10,2.629732986,1.826647564
11,3.012201317,2.363896848
12,2.971128278,2.911891117
13,3.525280191,3.234240688
14,4.215473726,3.406160458
15,4.213018843,3.631805158
16,1.958504861,0.988538682
17,2.622982753,1.697707736
18,3.182185169,2.363896848
19,3.0816843,2.922636103
20,3.619663416,3.330945559
21,4.444215368,3.599570201
22,4.441760485,3.814469914
23,1.573031213,0.633954155
24,1.930182736,1.063753582
25,2.944677169,1.729942693
26,3.300203368,2.23495702
27,3.876340471,2.535816619
28,4.216272324,2.793696275
29,4.747300145,2.997851003
30,1.821850041,0.64469914
31,2.75053074,1.343123209
32,3.140444242,1.805157593
33,3.748080037,2.106017192
34,4.05691745,2.23495702
35,4.50076008,2.385386819
36,0.328688545,0.076219512
37,1.840692829,1.270325203
38,2.644542361,2.083333333
39,2.815901975,2.642276423
40,3.352425923,3.391768293
41,3.636792447,3.925304878
42,3.932463841,4.293699187
43,4.520387016,4.547764228
44,1.943115322,0.863821138
45,2.928404778,1.880081301
46,3.257232901,2.578760163
47,3.576081472,2.921747967
48,4.28796019,3.18851626
49,4.413983409,3.391768293
50,2.752637302,1.294969255
51,3.436134598,1.696408513
52,4.740712946,2.00917882
53,5.360811078,2.201264614
54,5.327455815,2.377263176
55,1.09248953,0.803278689
56,2.062356558,1.557377049
57,3.022911741,2.278688525
58,3.50625517,2.852459016
59,3.965283894,3.442622951
60,4.669451763,3.803278689
61,4.980148397,4.147540984
62,5.243664601,4.540983607
63,5.552965907,4.803278689
64,5.825440478,5.049180328
65,6.212019359,5.163934426
66,0.110431665,0.068527919
67,0.307450478,0.141624365
68,0.176189307,0.118781726
69,0.328975997,0.175888325
70,0.428277971,0.221573604
71,0.476676406,0.253553299
72,0.571736016,0.290101523
73,0.772972164,0.315228426
74,0.916352568,0.34035533
75,0.998340255,0.358629442
76,0.680858837,0.557947522
77,1.072257159,1.003661808
78,1.437921379,1.264276774
79,1.685994444,1.435070943
80,1.933750756,1.586254616
81,1.973742235,1.642069582
82,2.08197697,1.692283771
83,0.674965547,0.456946939
84,0.912087077,0.782078134
85,1.48701333,1.011765986
86,1.615024573,1.118134111
87,1.814924698,1.255261419
88,1.82877517,1.311073275
89,1.834017423,1.338862585
90,0.823597567,0.546218487
91,1.106959835,0.941176471
92,1.572912337,1.179271709
93,1.805036646,1.378151261
94,2.012793768,1.515406162
95,2.051267105,1.56022409
96,2.165667798,1.596638655
97,0.542059353,0.358543417
98,0.946637448,0.647058824
99,1.190303527,0.81232493
100,1.448329062,0.929971989
101,1.688201178,1.014005602
102,1.793336847,1.067226891
103,0.364800566,0.085235921
104,0.548126058,0.298325723
105,0.818507805,0.426179604
106,1.164928735,0.841704718
107,1.534930033,1.076103501
108,1.660910741,1.310502283
109,1.86185527,1.480974125
110,1.893418736,1.662100457
111,1.968689566,1.768645358
112,2.079813501,1.907153729
113,2.33860688,1.98173516
114,2.441967663,2.066971081
115,0.148284499,0.066693015
116,0.576600459,0.297954748
117,0.735960442,0.452168758
118,0.993504308,0.811540362
119,1.409255692,1.076198004
120,1.496955664,1.272206304
121,1.734680938,1.442229029
122,1.986414518,1.569607746
123,2.067804776,1.713980832
124,2.091548894,1.80685703
125,2.322188112,1.890880348
126,2.407344357,1.923742713
127,0.463215061,0.126746369
128,0.744562675,0.31526529
129,0.841860559,0.48651319
130,1.181279369,0.73407766
131,1.544283633,0.930145243
132,1.691576012,1.203458156
133,1.89673791,1.382274479
134,1.9637563,1.517834206
135,2.014667636,1.645311728
136,2.123375867,1.729512894
137,2.384248761,1.830925798
138,2.537432616,1.872186543
139,0.092617543,0.118285245
140,0.443021603,0.298152099
141,0.608783629,0.408867812
142,0.988605931,0.71342084
143,1.328869329,0.900510416
144,1.536564725,1.094626688
145,1.762102004,1.274862972
146,1.871541778,1.365335464
147,2.049476476,1.462714024
148,2.110581267,1.573904717
149,2.364068295,1.650557537
150,2.449529894,1.727187738
151,0.214546207,0.042250654
152,0.481630741,0.215166206
153,0.689151414,0.339784525
154,1.001544601,0.616705746
155,1.486014904,0.859111711
156,1.694745871,1.01180666
157,1.819248282,1.150538688
158,1.890132802,1.303241177
159,1.976700457,1.400551882
160,2.08386391,1.491039454
161,2.372541828,1.553857521
162,2.529456376,1.609799679
163,1.427116658,0.393338276
164,2.124104248,0.591594907
165,3.04618054,0.832087787
166,3.932823521,1.10503095
167,4.982204468,1.394133179
168,5.469586041,1.640886829
169,6.489760645,1.793421665
170,6.663982783,1.945764878
171,6.734084314,2.052630779
172,6.812974153,2.14643331
173,6.784784944,2.191613277
174,6.791026582,2.230287989
175,0.449495229,0.05046729
176,1.43689763,0.192523364
177,2.10974933,0.31588785
178,2.547015439,0.420560748
179,2.815900646,0.514018692
180,2.772194576,0.570093458
181,3.430183147,0.641121495
