,n,kf,R_f,Q,kl,`,Index
324,1.715194674,0.522009815,0.988422107,4.407614312,0.097856983,0.999250147,3077
325,1.7078433,0.501323871,0.989444576,4.309956166,0.095219143,0.999178629,3078
326,3.033299443,1.768782957,0.975160872,3.869822431,-28396359.61,-5.75E-08,3079
327,2.658361595,1.423379019,0.977371076,3.375398769,-68270438.21,-2.25E-08,3080
328,2.163271218,0.88075414,0.982150337,5.567827085,0.101681203,0.997694397,3081
329,1.877944505,0.554473429,0.984449459,5.118510455,0.066256953,0.998838287,3082
330,1.367625332,2.505498141,0.997191839,5.339516646,0.815561237,0.993439045,3083
331,1.260291084,1.691642441,0.997237382,5.204558979,0.475681276,0.995641281,3084
332,1.278001905,1.413633565,0.998365437,4.325614097,0.480739493,0.996239837,3085
333,1.162087647,1.651468985,0.997021054,7.204768949,0.292710581,0.998034169,3086
334,1.168891684,1.303891531,0.998732051,5.371719186,0.313857071,0.997697212,3087
335,1.240924262,1.032338335,0.995820604,3.20886635,0.462581122,0.997536415,3088
336,1.063761016,1.189409969,0.997398348,11.39068829,0.1156881,0.997468656,3089
337,0.975769355,0.836519571,0.998191572,-1,-1,0,3090
338,0.952425595,0.69653428,0.995456127,-1,-1,0,3091
339,2.093004235,1.223892893,0.991699311,4.225519221,-43859730.44,-1.74E-08,3092
340,1.75353042,0.515309795,0.996138464,2.585540905,-16305205.1,-3.08E-08,3093
341,2.070498333,0.822102203,0.980797344,2.98109363,-33986288.49,-2.55E-08,3094
342,1.886532618,0.795937941,0.991593461,3.228530054,-28388554.88,-2.68E-08,3095
343,2.12917751,2.145058056,0.996656429,7.39878104,-13181312.3,-4.63E-08,3096
344,2.373668875,2.986286197,0.980763906,9.409502335,-19200056.22,-2.68E-08,3097
345,2.222423681,1.843570439,0.991044983,6.137202102,-32811249.4,-2.51E-08,3099
346,2.192905932,1.796664839,0.988861444,5.615026732,-13006172.19,-5.31E-08,3100
347,2.207857916,1.211569881,0.925388021,3.794275459,-22251404.12,-2.75E-08,3101
348,1.871761917,1.928666,0.996835872,7.063765004,-15329167.39,-4.44E-08,3102
349,1.84996394,1.2915693,0.989841577,4.814811713,-20070099.03,-3.22E-08,3103
350,1.823572269,0.869633462,0.992472739,3.294324891,-54782938.3,-1.24E-08,3104
351,1.226733613,4.007404439,0.997386926,13.22781122,0.426169838,0.99811194,3105
352,1.713381156,0.98183424,0.993353057,1.468457391,1.783551296,0.998303726,3106
353,1.836011308,2.159946269,0.993689,2.980499998,2.227144286,0.997041647,3107
354,1.689903002,2.230575166,0.992423174,3.418494331,1.69377472,0.998644946,3108
355,1.467886869,2.289425237,0.997652982,4.374485506,1.031710846,0.998733819,3109
356,1.464363417,1.809272552,0.999093176,3.571332516,0.974353379,0.997938456,3110
357,1.286233163,1.481454247,0.997621364,4.025212385,0.565933423,0.999723527,3111
358,1.122223555,0.921813846,0.99680537,4.50777944,0.252723624,0.998430964,3112
359,1.459262998,1.563125102,0.99825091,3.102054744,0.967833017,0.998859056,3113
360,1.317922194,0.999524501,0.998886455,2.501102242,0.643527261,0.999220838,3114
361,1.472630811,0.642293789,0.996960034,1.240318264,1.01857303,0.999400154,3115
362,1.260201725,0.40374066,0.997314296,1.157010734,0.522306626,0.999653428,3116
363,2.383806416,2.482337823,0.978249306,6.747194669,-24593704.57,-4.71E-08,3117
364,2.135073312,1.951197215,0.981806875,5.911488716,-27978978.99,-4.18E-08,3118
365,1.91885761,1.518691798,0.979742056,11.9595942,0.088426674,0.999245075,3119
366,1.65300025,1.367632223,0.997016055,5.02923446,-24154677.83,-3.65E-08,3120
367,1.62941172,1.137389145,0.994767523,12.97912599,0.062130863,0.997417502,3121
368,1.528756009,0.864918749,0.9863959,4.109787948,-13052733.58,-5.85E-08,3122
369,2.384053987,1.917130406,0.982639743,5.030051768,-58850371.45,-2.60E-08,3123
370,2.199101307,1.575482214,0.986437663,4.660103576,-49647404.72,-3.57E-08,3124
371,2.010526364,1.270903908,0.979689211,9.105396834,0.09416053,0.999156524,3125
372,1.507962857,0.315834038,0.987333225,1.995236531,-10811286.43,-3.40E-08,3126
373,1.573124335,0.482113229,0.998873353,2.931835322,-12035373.71,-3.16E-08,3127
374,1.490166414,0.523746332,0.997236331,10.15103535,0.033126379,0.996355831,3128
375,2.052063774,0.848339537,0.983636718,2.987666061,-21841377.51,-5.47E-08,3129
376,2.064721061,0.943871673,0.989591761,3.331041887,-35336303.33,-3.24E-08,3130
377,2.307804031,1.082297802,0.967983682,3.167305557,-56269349.94,-2.66E-08,3131
378,2.19262964,0.54387056,0.9851423,3.356681977,0.097886536,0.994653444,3132
379,1.952491541,0.861225256,0.978449508,3.659510219,-22085496.48,-2.15E-08,3133
380,1.85657201,0.548092147,0.976990201,2.519183205,-11079633.29,-4.20E-08,3134
381,1.716233378,0.781333746,0.989435573,4.189752678,-10133204.03,-3.78E-08,3135
382,1.87694632,0.586739288,0.958708914,2.716641309,-13821537.09,-3.12E-08,3136
383,2.228877538,2.112417574,0.979745148,6.106815359,-54101622.03,-2.36E-08,3137
384,2.126505968,1.839950947,0.984857398,5.973953492,-22292539.59,-3.98E-08,3138
385,1.848098245,1.340019722,0.984482213,5.032634515,-33631478.79,-2.93E-08,3139
386,2.031800117,2.122971959,0.987943203,7.393359717,-49550945,-1.66E-08,3140
387,1.773010893,1.497062873,0.992769983,5.999214619,-39228303.18,-3.89E-08,3141
388,1.637000632,1.142379124,0.991181379,5.690230652,-20965068.85,-2.99E-08,3142
389,1.833721573,2.022953786,0.988523453,7.986375938,-26186348.02,-2.78E-08,3143
390,1.767865655,1.727277295,0.997013678,6.78474103,-38411476.59,-4.00E-08,3144
391,1.560132679,1.171758472,0.996813582,6.208446732,-13243609.65,-4.72E-08,3145
392,1.395610624,1.575534522,0.99555918,4.084398947,0.64117814,0.999444168,3146
393,2.119199732,1.008864867,0.99241624,3.4314682,-39012325.71,-4.13E-08,3147
394,1.34222229,2.369552111,0.996834645,6.768127479,0.548360101,0.999842172,3148
395,3.590708773,2.408825869,0.973416337,6.119591594,-14225859.47,-3.13E-08,3149
396,3.140021168,1.837036116,0.976712137,5.749149224,-14423775.89,-2.05E-08,3150
397,2.84284568,1.459935207,0.974782417,5.114438493,-16540006.04,-1.61E-08,3151
398,2.424716649,0.999765039,0.967460781,4.213903692,-9945192.584,-2.92E-08,3152
399,3.513165129,2.827041585,0.976218335,8.13796785,-6731917.876,-4.01E-08,3153
400,2.838456296,1.902770932,0.978120204,6.39691024,-10736256.14,-3.10E-08,3154
401,2.616334204,1.507631901,0.986653303,5.781342809,-20191565.33,-1.58E-08,3155
402,2.153679989,0.958937234,0.972769615,4.720320788,-9861355.391,-3.13E-08,3156
403,1.868673269,1.714582598,0.993907088,2.493649464,2.007457709,0.997177495,3157
404,1.614910715,1.787887816,0.995774543,2.987395365,1.379073007,0.997377341,3158
405,1.616386658,2.001893808,0.996374933,3.316245478,1.393258045,0.998314582,3159
406,2.13723186,1.844133612,0.985337502,6.544943733,-26631586.13,-4.15E-08,3160
407,2.063829973,1.541020807,0.987744406,6.011235892,-60193241.34,-4.30E-08,3161
408,1.895847762,1.097359539,0.988128512,5.362359536,-28402015.97,-1.70E-08,3162
409,1.767756924,0.802906487,0.991186596,4.455056152,-19167695.32,-2.41E-08,3163
410,1.655945369,0.58666261,0.993849933,3.688202207,-10097205.4,-4.09E-08,3164
411,1.604792932,0.46352651,0.994661278,3.10393255,-12396156.78,-3.22E-08,3165
412,1.526415935,0.356215122,0.993718028,2.654494364,-16502826.95,-2.16E-08,3166
413,1.422525,0.255035718,0.993041646,2.219101072,-6079267.088,-5.78E-08,3167
414,2.299150681,1.662082581,0.977516871,5.071224986,-26659743.12,-4.71E-08,3168
415,2.55476597,1.683296055,0.980695188,5.707231,-9046755.976,-4.09E-08,3169
416,2.059124246,1.035615168,0.985401917,3.948853596,-38958401.46,-2.24E-08,3170
417,1.904169256,0.745925441,0.984955903,3.245149865,-18309795.12,-3.51E-08,3171
418,1.795248569,0.572068536,0.987656793,2.911014868,-11819626.93,-4.40E-08,3172
419,1.637880897,0.409507358,0.993736415,2.47426644,-11474529.41,-4.08E-08,3173
420,1.618032903,0.3360806,0.990652165,2.089466058,-9473284.805,-4.24E-08,3174
421,1.541121792,0.251405218,0.992701218,5.179487261,0.027510335,0.999624786,3175
422,2.436167621,1.692059942,0.984633147,4.790981581,-44651117.36,-4.23E-08,3176
423,2.433977568,1.529909846,0.982758125,5.166626514,-12439233.31,-5.52E-08,3177
424,2.196191283,1.099175146,0.981080964,4.279537366,-17367032.41,-3.26E-08,3178
425,1.962743528,0.781706455,0.98877244,3.622618333,-8999153.458,-5.76E-08,3179
426,1.81415445,0.573892991,0.99038207,3.050625977,-11205086.68,-3.94E-08,3180
427,1.702861639,0.433263515,0.992012867,2.58135075,-10186520.04,-4.33E-08,3181
428,1.631662068,0.340977759,0.991583108,2.212698608,-13854746.1,-2.95E-08,3182
429,1.501763518,0.241799864,0.98756586,1.870894422,-13348662.57,-2.75E-08,3183
430,2.513758332,1.478466256,0.982709873,7.014165889,0.15416622,0.99166178,3184
431,2.540829965,1.326298241,0.985011929,4.233482552,-15751440.87,-4.98E-08,3185
432,2.303332421,0.997559261,0.982381808,3.628804641,-24068259.29,-2.75E-08,3186
433,2.068557915,0.72277076,0.98561876,3.06433052,-17760703.06,-3.29E-08,3187
434,1.879235277,0.521151039,0.989012484,2.589084844,-29795571.2,-1.73E-08,3188
435,1.765429655,0.408676284,0.986120336,2.272968884,-18181250.91,-2.56E-08,3189
436,1.641195772,0.303760581,0.990488931,1.948364844,-8401834.975,-4.74E-08,3190
437,1.518035231,0.216883042,0.98892536,1.63222027,-12818994.01,-2.98E-08,3191
438,2.44253016,1.947132251,0.978334682,5.525551322,-49604748.39,-2.66E-08,3192
439,2.436682684,1.753813267,0.981714828,5.893491107,-32307528.7,-2.19E-08,3193
440,2.18028362,1.224636997,0.985079442,4.795266233,-13371558.88,-4.47E-08,3194
441,2.004436295,0.911592154,0.987044419,4.06863904,-23587971.76,-2.19E-08,3195
442,1.81740802,0.655027197,0.99005205,3.453254399,-12465379.63,-3.82E-08,3196
443,1.693556811,0.48769074,0.993874222,2.927810628,-18790353.21,-2.38E-08,3197
444,1.569040391,0.357675985,0.991336754,2.50650886,-20198694.62,-1.91E-08,3198
445,1.512201986,0.283190452,0.99245494,2.149112405,-15215986.87,-2.44E-08,3199
446,2.737748453,1.727947564,0.978472144,4.290645582,-36281193.64,-5.14E-08,3200
447,2.820984983,1.62874969,0.969627241,4.609418267,-24679216.45,-3.18E-08,3201
448,2.540085112,1.212745395,0.978689896,3.882548445,-17350879.52,-4.06E-08,3202
449,2.272338824,0.899442065,0.986265229,3.339612174,-20637540.65,-3.07E-08,3203
450,2.044339297,0.659441142,0.991930125,2.867589997,-12232449.85,-4.58E-08,3204
451,1.94436229,0.523414225,0.990709068,2.470914099,-10052207.3,-4.89E-08,3205
452,1.827807699,0.404732945,0.990387223,2.120775605,-14968751.7,-3.17E-08,3206
453,1.623671422,0.274372642,0.992400631,1.795013828,-10857257.55,-3.85E-08,3207
454,2.242132152,2.597112988,0.997234235,11.87398358,-7234046.284,-3.44E-08,3208
455,2.201324316,2.309083888,0.996290009,14.11924099,-1938908.445,-5.45E-08,3209
456,1.921967609,1.624650357,0.995743699,9.995934816,-5745127.108,-3.02E-08,3210
457,1.763647445,1.2387828,0.988922567,9.516711675,-4531269.379,-3.30E-08,3211
458,2.662501881,2.172885213,0.980109621,9.059268502,-3765828.574,-3.95E-08,3212
459,2.44533826,1.763168112,0.985885353,8.517384232,-8214302.057,-1.73E-08,3213
460,2.204672607,1.363381796,0.982434265,7.660361455,-8210302.511,-1.85E-08,3214
461,2.103834697,1.166424288,0.983855395,7.211673501,-4609920.94,-3.28E-08,3215
462,1.462850269,0.50571795,0.996350775,1.058953609,0.889366088,0.999124922,3216
463,1.524924377,1.718456294,0.998958882,3.212191735,1.101899903,0.997130757,3217
464,1.324696693,1.354734133,0.99870816,3.529133054,0.610854932,0.999164258,3218
465,1.396011703,1.223790192,0.998919627,2.787143651,0.764314737,0.998998085,3219
466,1.469018806,1.081747785,0.99782077,2.315102072,0.861043403,0.998373563,3220
467,2.213459572,2.258063819,0.980119558,5.863390253,-42685392.17,-4.74E-08,3221
468,1.968626218,1.51582322,0.987227985,5.247012466,-78003422.67,-2.14E-08,3222
469,1.697334626,0.942003303,0.990927776,4.070852166,-32760711.06,-3.83E-08,3223
470,1.547790125,1.509565667,0.993163058,2.619037656,1.26660654,0.999747825,3224
471,1.69994628,1.644758766,0.982491361,2.490621546,1.743985894,0.998704856,3225
472,1.477320817,1.552150194,0.99499493,2.952989893,1.049684535,0.999705615,3226
473,1.450783007,1.539589944,0.996748698,3.051764204,0.971566796,0.999343921,3227
474,1.354255812,1.264547609,0.997054136,2.967322026,0.724902443,0.999763929,3228
475,1.671656262,2.336089804,0.990967677,3.518115509,1.776286853,0.999644459,3229
476,1.856597834,2.632932597,0.987462609,3.584998481,2.374938906,0.999277354,3230
477,1.66207764,2.39085157,0.994675213,3.846842306,1.522855639,0.999020081,3231
478,1.594552829,2.413107249,0.994311536,3.968737519,1.431750019,0.999077604,3232
479,1.433682857,2.093551036,0.995451427,4.145632844,0.967692923,0.999531428,3233
480,1.253773127,0.938357894,0.995257251,3.022534017,0.444585937,0.990482751,3234
481,1.179517498,1.037402422,0.997802953,4.260329956,0.317257694,0.996796567,3235
482,1.16409381,1.253189885,0.993224622,6.703573218,0.229859458,0.988702504,3236
483,1.144418174,1.082252703,0.991715444,4.789590947,0.286521224,0.992525822,3237
484,3.52774878,1.937479173,0.956793241,4.686512728,-40903882.74,-3.30E-08,3238
485,2.938110283,1.277133443,0.971704442,4.098926675,-51274972.95,-1.98E-08,3239
486,2.575253482,0.934852227,0.984584054,3.582219486,-22177628.86,-4.26E-08,3240
487,2.240537529,0.653992409,0.986142302,3.089611148,-23204675.97,-3.51E-08,3241
488,1.837315044,0.339153513,0.992523452,2.199823238,-23516232.38,-3.08E-08,3242
489,1.629319248,0.191898974,0.994964558,1.794653678,-11725556.29,-4.55E-08,3243
490,1.785796091,1.048053919,0.987065752,5.101887283,0.236833456,0.998635532,3244
491,1.861018953,1.121391578,0.992195066,5.088099855,0.251877024,0.997584688,3245
492,1.932260064,1.261714328,0.991980755,4.973326233,0.327335811,0.994896176,3246
493,1.374592768,1.521308731,0.997460209,3.426768127,0.768480506,0.999414488,3247
494,1.327040651,1.831289514,0.9982927,4.621314283,0.636597203,0.999691296,3248
495,1.381306284,1.444858197,0.998126773,3.27941944,0.754682742,0.999425386,3249
496,1.312469439,1.397808034,0.998028698,3.613399183,0.612378315,0.999761043,3250
497,1.430579622,2.597984718,0.997972166,5.360824583,0.897360307,0.999005749,3251
498,1.236133392,1.081185494,0.998199392,3.53085491,0.434263407,0.999502363,3252
499,1.473394247,1.375466087,0.994986429,2.584750978,1.068359301,0.99968368,3253
500,1.554468284,1.803463715,0.996032857,3.182423048,1.227533153,0.998944766,3254
501,1.54111547,1.917209463,0.995546942,3.257881454,1.312126732,0.999249982,3255
502,1.682481339,2.205728816,0.995074296,3.40516037,1.652273043,0.998716759,3256
503,1.4728862,1.621535836,0.99693673,3.058875591,1.054126084,0.999490937,3257
504,2.177504456,0.622354764,0.994465805,2.927229942,-12894700.92,-2.30E-08,3258
505,1.751702145,0.326315781,0.98952064,2.022499909,-6208022.421,-4.56E-08,3259
506,1.429260497,0.162033447,0.99351056,1.555924931,-9872709.785,-2.17E-08,3260
507,1.391954121,0.123941241,0.994997347,4.710474379,0.015158154,0.999937935,3261
508,2.064029201,2.3294426,0.994975392,8.722356556,-15564878.81,-3.52E-08,3262
509,2.1523243,2.61186273,0.982173367,8.372744399,-33317757.8,-2.60E-08,3263
510,1.932692188,1.459130762,0.97411436,5.960467445,-23111548.72,-2.40E-08,3264
511,1.681055068,1.708830693,0.973900784,8.575400605,-17715977.27,-3.33E-08,3265
512,1.65954038,1.557626838,0.972820482,8.609892499,-15686883.98,-3.60E-08,3266
513,2.694713349,3.24335321,0.965987289,10.9595918,-8592702.624,-4.56E-08,3267
514,2.5421151,2.510433007,0.974990241,9.115922196,-15896878.81,-2.38E-08,3268
515,2.581219326,2.059289421,0.979796104,7.362628504,-13049032.9,-2.94E-08,3269
516,2.433293605,1.425798336,0.975334651,5.476783397,-17545409.87,-2.12E-08,3270
517,3.143376686,3.576040173,0.9404964,10.08649547,-13111676.76,-3.49E-08,3271
518,2.760111255,2.73433954,0.971325788,8.986367918,-12273163.82,-3.36E-08,3272
519,2.373368265,1.972718863,0.968865768,7.916135143,-10313676.85,-3.29E-08,3273
520,2.216466678,1.563342806,0.957962851,6.923628808,-20710367.44,-1.53E-08,3274
521,3.359467607,2.353493644,0.945188193,6.215244465,-17684243.81,-2.71E-08,3275
522,2.920907574,1.776720122,0.965087457,5.468318381,-12691942.69,-3.26E-08,3276
523,2.606112426,1.376721453,0.958890884,4.870099676,-14425310.39,-2.46E-08,3277
524,2.328891165,1.04664871,0.968585074,4.325956354,-6588693.649,-5.03E-08,3278
525,2.519336318,2.797090093,0.959625315,10.40437121,-12689952.49,-2.99E-08,3279
526,2.372711414,2.18407348,0.976384641,8.77979728,-5710462.688,-5.91E-08,3280
527,2.025856594,1.476586202,0.973674748,7.648295789,-12389468.38,-2.33E-08,3281
528,1.862558939,1.103324941,0.963784444,6.635897435,-6403390.84,-3.71E-08,3282
529,3.067058953,3.435277399,0.954471593,9.947324828,-9081456.453,-4.82E-08,3283
530,2.73433748,2.631842376,0.958266135,8.734015395,-8271933.23,-4.59E-08,3284
531,2.466747763,2.004667842,0.961338767,7.633653038,-6376009.275,-5.40E-08,3285
532,2.319783086,1.626528566,0.967991931,6.73518576,-21274040.71,-1.49E-08,3286
533,3.073002417,3.26915048,0.966145595,9.52562653,-9549395.789,-4.13E-08,3287
534,2.75428625,2.507527497,0.98029329,8.308563608,-38360678.89,-1.03E-08,3288
535,2.614213797,2.079806945,0.975025208,7.350578317,-6411887.026,-5.48E-08,3289
536,2.602419154,1.884852256,0.976267099,6.65769593,-6610148.794,-5.61E-08,3290
537,1.786487113,1.705483548,0.993961677,2.549535803,1.82481229,0.997620917,3291
538,1.566117627,0.909972013,0.996771848,1.718447799,1.085584356,0.995362955,3292
539,1.350548261,1.694546211,0.999411163,4.163105849,0.669498396,0.998407283,3293
540,1.331762989,1.113174098,0.997240341,1.908882132,1.061141116,0.996222376,3294
541,1.302759931,0.909434414,0.997531757,1.629667934,0.975995648,0.99849417,3295
542,1.211576201,0.696043772,0.995145392,1.552282229,0.678839614,0.997889342,3296
543,2.168086035,1.548471624,0.998972231,7.539685448,-47273818.22,-1.90E-08,3297
544,2.122127325,1.604089746,0.99310441,7.260550195,-9287413.901,-3.76E-08,3298
545,1.799331862,1.54561396,0.994856803,9.421762803,-11408777.56,-3.30E-08,3299
546,1.888493265,1.967920032,0.998024931,10.29947286,-18298551.68,-2.99E-08,3300
547,1.516911551,1.316148247,0.999371967,11.50459517,-13204630.93,-4.57E-08,3301
548,1.90306353,1.423526035,0.992523091,6.418406204,0.242648332,0.996963432,3302
549,1.689011064,1.010034724,0.99547136,6.016258938,0.170747505,0.99818036,3303
550,1.544420791,0.73966327,0.996281165,5.637038677,0.128664617,0.998884387,3304
551,1.222610557,0.654719894,0.998366674,2.15703954,0.425855451,0.998771784,3305
552,1.600306207,1.380534607,0.997306045,2.399641293,1.270165457,0.997841658,3306
553,1.607053446,0.896653455,0.998044212,1.535301645,1.303007539,0.99300134,3307
554,1.444698386,0.462269901,0.995643998,1.003118092,0.825937349,0.987844488,3308
555,1.943149925,1.129314397,0.992579134,4.766871416,0.271222253,0.996102364,3309
556,1.942588757,1.072115527,0.993585955,4.564021268,0.268082321,0.995033692,3310
557,1.637447644,0.786763105,0.996882711,5.073859071,0.155143177,0.99768254,3311
558,1.99688458,1.675125758,0.994160575,7.29584615,-17763822.48,-4.60E-08,3312
559,2.045497481,1.547578089,0.993196186,5.785546372,-18607045.69,-2.95E-08,3313
560,2.513861991,1.518099501,0.965042467,4.537202357,-28897022.89,-2.30E-08,3314
561,1.948014961,1.070331301,0.994755891,4.861017441,-10031805.62,-4.06E-08,3315
562,1.763679259,1.146942806,0.972251206,5.810931973,-12207121.43,-3.17E-08,3316
563,1.554393582,0.962056822,0.975013114,6.967843494,-13716502.89,-1.92E-08,3317
564,1.508963221,0.768876548,0.954102404,5.252791835,-8898682.654,-3.17E-08,3318
565,1.542447154,0.812522657,0.961602997,6.002485068,-8952163.85,-2.93E-08,3319
566,1.460822687,0.605448602,0.94486491,4.487534573,-10914920.35,-2.43E-08,3320
567,1.558846596,0.62998923,0.964185674,4.646480413,-8360307.224,-3.01E-08,3321
568,2.361296543,2.508405018,0.984517564,7.473723223,-21571028.17,-4.49E-08,3322
569,2.489099361,2.266667982,0.981560029,6.641398822,-66962746.88,-2.33E-08,3323
570,2.444757216,1.866302553,0.982052805,5.479469291,-44276950.56,-3.40E-08,3324
571,2.332881801,1.411948301,0.985046556,4.342056216,-126129617.2,-2.04E-08,3325
572,2.103436109,2.222022055,0.989828919,8.18013389,-43068670.78,-2.27E-08,3326
573,2.205202462,2.248081856,0.985356941,7.775507012,-20161202.2,-3.57E-08,3327
574,2.267121616,2.132910971,0.990415353,7.303608114,-22747805.48,-2.56E-08,3328
575,2.16733998,1.870601754,0.983523457,6.180920004,-25590689.16,-5.19E-08,3329
576,1.923919399,1.778272604,0.993934388,11.2857908,0.123222544,0.99577375,3330
577,1.741445082,1.190742217,0.991062385,3.99933772,-58245894.13,-1.88E-08,3331
578,1.588963553,0.483227193,0.986657788,5.384572607,0.066684396,0.998706922,3332
579,1.4310273,0.224442331,0.982276658,3.57305279,0.048504727,0.993211209,3333
580,1.145909223,0.104003017,0.984311994,5.892333759,0.015556698,0.989092615,3334
581,1.305986109,0.759370101,0.998066132,1.897089935,0.642707656,0.999874226,3335
582,1.296340215,0.824457494,0.99785761,2.147924511,0.603999307,0.99990374,3336
583,1.272641259,0.78917114,0.998366406,2.279001645,0.517907693,0.999723942,3337
584,1.22786281,0.838291284,0.99832523,2.774870978,0.425194112,0.999853174,3338
585,1.235991948,0.877358599,0.999360334,2.870300823,0.432369469,0.999698777,3339
586,1.966131881,0.881443623,0.982212824,3.479153806,-14459091.67,-4.70E-08,3340
587,1.838999192,0.692960195,0.989316429,2.919299972,-18410381.87,-3.35E-08,3341
588,1.945105231,1.448929229,0.986905233,10.15684696,0.10443649,0.998953618,3342
589,1.966613161,1.264210005,0.994338198,9.132073647,0.093310795,0.996099635,3343
590,1.672255739,0.764754134,0.99562541,8.924273551,0.056340119,0.998044899,3344
591,1.558485372,0.524349866,0.996004633,7.694088449,0.046120178,0.998968204,3345
592,2.078393529,1.465461807,0.984058904,8.767729299,0.12777161,0.997959296,3346
593,1.946130732,1.163350767,0.988138271,8.364089778,0.098917308,0.998322346,3347
594,2.62662994,1.948472815,0.954543119,7.279543555,0.264300165,0.998343044,3348
595,3.050208026,1.79160456,0.924949,4.082142814,-19403840.99,-5.46E-08,3349
596,1.802281375,1.457858644,0.991932447,4.675712532,-36663038.88,-2.53E-08,3350
597,1.510486675,0.957633173,0.987385547,12.03618834,0.061985461,0.999229063,3351
598,1.721620439,1.040621078,0.994972792,3.62475025,-34878751.92,-2.71E-08,3352
599,4.733122354,3.594716482,0.927327221,5.873447179,-121293140.7,-2.31E-08,3353
600,5.702192144,3.943918929,0.927667721,7.344884559,0.885667947,0.982736554,3354
601,5.275453774,4.032655464,0.956046013,6.465184383,-94921881.63,-3.90E-08,3357
602,3.236571681,2.898136137,0.913571622,4.968738439,-49134352.14,-4.36E-08,3358
603,4.233169671,3.226840983,0.910925913,6.728471892,0.761378487,0.970738697,3361
604,6.008687931,4.150799061,0.958943455,7.401481733,0.967855312,0.95825036,3365
605,4.842289742,3.410236135,0.916235886,6.93494953,0.754269504,0.963642215,3366
606,1.868215741,1.090078084,0.98857664,5.110272381,0.233689226,0.998673278,3369
607,1.869377757,1.111608406,0.989265549,5.145149814,0.242402167,0.99829528,3370
608,1.949075477,1.196058493,0.989759065,5.148143261,0.258253229,0.997439014,3371
609,1.973069875,1.271704552,0.993773092,5.185084624,0.296237589,0.995867743,3372
610,2.131904674,2.292359425,0.986684141,7.959676124,0.384729496,0.996697747,3373
611,2.202392607,2.224425965,0.981428055,7.514171962,0.389686934,0.998332868,3374
612,1.575130628,0.957140294,0.988161131,1.645363086,1.294415505,0.996621019,3375
613,1.453718283,1.221703658,0.976784648,2.249801511,1.094211407,0.991623591,3376
614,1.568900993,1.3601252,0.994017668,2.510884774,1.128613478,0.993427982,3377
615,1.763889307,1.945466951,0.994717611,2.896528185,1.820701373,0.996136467,3378
616,1.293772984,0.943755501,0.994161168,2.596053307,0.556335306,0.996386772,3379
617,3.030702004,2.213134619,0.969615461,7.368918911,-31323126.75,-8.37E-09,3380
618,2.653798845,1.636830172,0.980595211,6.745945853,-4473900.461,-5.35E-08,3381
619,2.345586542,1.22033702,0.979053894,6.230630584,-6718114.956,-2.41E-08,3382
620,1.986856995,0.775167538,0.983998284,5.45945942,-9121645.813,-2.04E-08,3383
621,3.233414541,2.217154512,0.983002976,7.084577041,-4980820.632,-5.35E-08,3384
622,2.945347334,1.796333396,0.983243175,6.248756175,-8796850.953,-3.77E-08,3385
623,2.673043954,1.393909329,0.98698373,5.791044687,-3861415.889,-6.70E-08,3386
624,2.364542983,1.031584183,0.987922247,5.074626827,-10588675.72,-2.61E-08,3387
625,3.722589943,2.135918634,0.978430552,5.278974701,-18783335.63,-2.50E-08,3388
626,3.241134338,1.702994811,0.975124703,4.950611785,-14132426.22,-2.94E-08,3389
627,2.923112511,1.354971758,0.985326438,4.330539129,-18328464.59,-2.42E-08,3390
628,2.536683054,0.986634428,0.97832754,4.065672143,-10077722.41,-3.33E-08,3391
629,1.618082982,0.163165098,0.987387151,3.029913629,0.027654034,0.998887583,3392
630,1.656434719,0.136145226,0.996806547,2.348964332,0.028811461,0.998132689,3393
631,1.713340979,0.137078759,0.989847083,2.112888301,0.031496892,0.998723147,3394
632,1.909902508,0.142722124,0.998265164,1.541139592,0.043292303,0.991262239,3395
633,1.813364783,0.13774953,0.992726408,1.733660558,0.038098797,0.999238094,3396
634,2.369290651,2.996995169,0.995078278,11.08989927,-11408961.32,-4.70E-08,3397
635,2.177738319,2.294547049,0.989219733,9.630789198,-20890607.81,-2.13E-08,3398
636,2.583487421,2.117670286,0.951189896,7.36833501,-45024650.65,-1.10E-08,3399
637,2.312391241,1.500178415,0.952337611,6.189126241,-8411055.42,-4.46E-08,3400
638,2.121061519,1.182920396,0.961785207,5.945881363,-22097765.58,-1.75E-08,3401
639,1.926941746,0.870926883,0.980836803,4.814719042,-12179705.17,-4.32E-08,3402
640,2.726074069,3.33167664,0.989882263,11.03204828,-16577789.88,-4.26E-08,3403
641,2.775060877,2.660553516,0.955750058,8.337656655,-26879157.35,-2.53E-08,3404
642,2.702101914,2.139885844,0.955886105,6.922081476,-15026001.85,-4.89E-08,3405
643,2.287148311,1.47262945,0.952945834,6.09168804,-12931432.39,-3.43E-08,3406
644,2.317009865,1.229354438,0.944721648,5.414058791,-13113532.11,-2.77E-08,3407
645,2.165189113,0.964530812,0.957197165,4.248823453,-15938391.25,-4.44E-08,3408
646,1.285777302,4.526940766,0.99884439,12.76370392,0.534963571,0.999555652,3409
647,1.187550017,2.500911689,0.999736534,9.797879669,0.337290582,0.999404547,3410
648,1.212841934,0.83383353,0.997686174,3.227720334,0.34771232,0.998043339,3411
649,1.259737543,2.185008029,0.999197852,7.105718286,0.441100579,0.99960456,3412
650,1.255650206,2.550089394,0.998510814,8.33091928,0.438587713,0.999916431,3413
