,n,kf,R_f,Q,kl,`,Index
651,1.259041345,2.016147518,0.999168734,6.489848178,0.448203628,0.999660411,3414
652,1.280169727,0.46861875,0.994740076,1.328413451,0.532016491,0.99933698,3415
653,1.171315092,1.033124337,0.998885198,4.361606188,0.306728488,0.999574129,3416
654,1.254610057,1.12775571,0.999260932,3.507407516,0.466429851,0.999268948,3417
655,1.287598476,1.229400564,0.998958701,3.484772489,0.533054578,0.997077652,3418
656,2.738172329,2.861974413,0.961999056,7.810276658,-68040608.83,-1.56E-08,3419
657,2.45177154,2.269118499,0.964222017,6.924901141,-26077814.69,-2.77E-08,3420
658,2.340754399,1.997069629,0.972138208,6.524374133,-23754191.1,-3.10E-08,3421
659,2.161715944,1.636122953,0.977757187,6.071146159,-12747580.87,-4.59E-08,3422
660,1.887849126,1.196884101,0.980282166,5.513833947,-18056974.96,-2.69E-08,3423
661,1.730479356,1.258112201,0.986184825,5.503042528,-55787845.69,-4.11E-08,3424
662,1.723419591,1.28139816,0.996385016,5.821500964,-159218957.2,-2.85E-08,3425
663,1.837823522,1.426975454,0.987081248,6.125760604,-28125569.95,-2.71E-08,3426
664,1.777465989,1.104063992,0.984395434,4.771805241,-24935672.87,-2.53E-08,3427
665,2.137930874,1.439829711,0.987493854,4.642776624,-286020741.5,-1.82E-08,3428
666,1.996121328,1.904581672,0.992128374,5.674859308,-112814788.8,-2.02E-08,3429
667,2.147986646,1.450588359,0.959893123,4.178501597,-54909979.56,-2.03E-08,3430
668,2.078493579,1.194565103,0.961417191,3.455374563,-42999338.01,-3.23E-08,3431
669,2.862948925,0.962057619,0.964122456,3.161382813,0.286811982,0.992967378,3432
670,1.726624538,2.442705271,0.996946732,3.744092023,1.672761391,0.996224213,3433
671,1.555166486,2.575746524,0.997497499,4.703039846,1.134159671,0.998507785,3434
672,1.931750717,1.687855658,0.986611655,2.22920988,2.50724688,0.995803574,3435
673,2.031734281,2.660407986,0.989914695,3.499195936,2.632973935,0.994280767,3436
674,1.822102869,2.090882697,0.985477976,2.930472314,2.091147215,0.997238048,3437
675,1.948896757,1.909496657,0.983450712,2.543055613,2.498051951,0.998720916,3438
676,1.515488914,0.304605444,0.998637271,0.59684146,1.008069546,0.996705608,3439
677,1.440761739,0.202666443,0.996652688,0.426016192,0.868018398,0.998704578,3440
678,1.559692677,0.555069063,0.996962458,1.024079357,1.127394456,0.997249704,3441
679,1.350853385,0.3498422,0.995626854,0.84196882,0.685978639,0.99849407,3442
680,1.626852219,0.631817192,0.996985431,1.095811374,1.285038858,0.997554007,3443
681,1.391329746,0.435063602,0.998572804,1.016199366,0.728418767,0.997261587,3444
682,1.630478465,0.80953247,0.996763842,1.31749723,1.450987334,0.997763885,3445
683,1.404492008,0.543622601,0.997743637,1.216959158,0.783286873,0.999211153,3446
684,1.511751171,0.968680326,0.998637362,1.820889203,1.068710262,0.997429894,3447
685,1.281562081,0.650790447,0.998900701,1.9429689,0.494609917,0.998488189,3448
686,2.713978883,2.38092887,0.998569742,6.83161166,0.425892481,0.951998003,3449
687,2.507760913,2.016915759,0.997723983,6.672670308,0.329952907,0.975743494,3450
688,2.537653467,1.782685404,0.997132248,3.571686849,-20767153.12,-7.56E-08,3451
689,1.934814832,1.516026391,0.987302489,5.617283894,-55458801.71,-4.00E-08,3452
690,1.970086684,2.035431028,0.978622223,7.359386948,-83589374.05,-1.88E-08,3453
691,1.723808667,1.365342978,0.989640621,6.133716422,-36133902.86,-2.35E-08,3454
692,2.014659311,1.790867545,0.989219723,6.713920764,-25209204.85,-3.27E-08,3455
693,1.717463044,1.254972117,0.991044865,5.962962928,-31058239.91,-2.40E-08,3456
694,2.419568945,1.79345939,0.980734345,4.9858237,-51997449.6,-4.68E-08,3457
695,1.382936305,0.931677023,0.997707681,2.128442989,0.750818071,0.998008008,3458
696,1.245283479,0.575531206,0.998531032,1.830114376,0.450446947,0.999223018,3459
697,1.390253827,2.366427342,0.99839328,5.38100798,0.756388849,0.998116544,3460
698,1.366381735,1.456119832,0.997169652,3.418757269,0.715501081,0.999654937,3461
699,1.657067687,2.530850228,0.996142049,4.154982841,1.439200724,0.99828814,3462
700,1.607059542,1.656100193,0.996727424,2.860843153,1.288358845,0.998401055,3463
701,1.165990311,0.825659435,0.997049514,3.63315666,0.293398142,0.99887403,3464
702,1.580273886,0.768885624,0.996445544,1.431958793,1.125644118,0.998829122,3465
703,1.929800291,1.358059883,0.989883127,1.897371111,2.340507466,0.997518711,3466
704,1.865528041,1.149598229,0.994380502,1.649283093,2.11479369,0.996311583,3467
705,1.703273853,1.675037774,0.996492879,2.799961242,1.438187179,0.99820246,3468
706,1.305312299,2.171549871,0.998248977,6.349359986,0.517006574,0.999626671,3469
707,1.219050386,1.169719626,0.999190399,4.510780292,0.349415647,0.999152107,3470
708,1.104118722,0.254794458,0.991183503,3.222068311,-12608200.41,-2.43E-08,3471
709,1.196083472,0.406482998,0.995078104,4.293063182,-7581180.243,-3.94E-08,3472
710,1.194739026,0.505051172,0.996591245,5.154561179,-38379497.33,-1.43E-08,3473
711,0.997680683,0.211336209,0.997400594,3.73449696,-8972924.491,-3.10E-08,3474
712,1.054853775,0.34099494,0.997602832,4.905833657,-12360887.04,-2.39E-08,3475
713,1.136791768,0.533399272,0.998009973,5.810748689,-25015940.98,-1.73E-08,3476
714,0.940398953,0.189638662,0.995960746,3.908196646,-6635195.473,-3.12E-08,3477
715,1.083668121,0.407231683,0.996190284,5.204683754,-10337747.77,-3.10E-08,3478
716,1.225108105,0.774518468,0.993640915,7.138173219,-13410001.07,-2.77E-08,3479
717,1.249757747,1.796998987,0.999051778,6.102865345,0.412732729,0.996445184,3480
718,1.101209697,1.226861162,0.999243139,8.426138454,0.169437212,0.999156157,3481
719,1.574248362,2.598131691,0.99245247,4.538475864,1.250157219,0.997866369,3482
720,1.327268116,1.707558223,0.994307614,4.203383393,0.659577325,0.998949889,3483
721,1.711181299,1.740713958,0.992296539,2.739036471,1.594288155,0.998409103,3484
722,1.476562556,1.140076297,0.997168568,2.250345432,0.97554718,0.99915863,3485
723,1.248180172,0.93538373,0.996298112,3.019084141,0.442734673,0.995154492,3486
724,1.381365534,0.947706053,0.998637403,2.227376524,0.719088169,0.99805429,3487
725,1.372909496,1.507602718,0.999175558,3.556964545,0.711765653,0.998676622,3488
726,1.696052745,1.485838612,0.998788162,2.461271557,1.426029459,0.992648073,3489
727,1.622554848,1.383683608,0.997602917,2.393664478,1.294697824,0.997172003,3490
728,1.633017324,1.783550952,0.996640402,3.017979852,1.349687761,0.997884207,3491
729,1.220958749,0.822937114,0.999554413,2.875895125,0.394407302,0.998273785,3492
730,1.225595965,0.990834951,0.998835182,3.381213085,0.406967007,0.998950956,3493
731,1.25807103,0.458236787,0.998793809,1.438184007,0.459305096,0.997258754,3494
732,1.30225212,1.28299903,0.999227285,3.498008567,0.564440776,0.997636682,3495
733,1.184158856,1.214129814,0.997177808,4.819515553,0.331775435,0.997881201,3496
734,1.32043128,0.746320644,0.994870886,1.927099601,0.613369263,0.99756718,3497
735,1.352892035,2.087890297,0.99794477,5.194914467,0.65393105,0.997862069,3498
736,1.375684099,2.566415542,0.998553639,5.991704197,0.724362005,0.998794077,3499
737,1.507459392,1.21165847,0.998358545,2.368258994,1.0025506,0.997071571,3500
738,1.221406131,0.851510344,0.999148499,3.046501402,0.38256077,0.997945939,3501
739,1.234902005,0.988421156,0.998270705,3.351688093,0.412280168,0.998268576,3502
740,1.322060803,0.815268311,0.999120242,2.168894518,0.589733994,0.997739357,3503
741,1.121546625,1.275657503,0.997635826,6.648725607,0.234705708,0.999014234,3504
742,1.299304258,2.109910261,0.997119853,5.536645113,0.595749099,0.999001992,3505
743,1.238143495,1.515445933,0.999103378,4.972634252,0.430435609,0.999779376,3506
744,1.394775912,2.528045024,0.995676656,5.808830166,0.74408242,0.996836133,3507
745,1.370410384,1.274956824,0.99718983,2.943851913,0.736188446,0.998147485,3508
746,1.644567637,2.058047029,0.99604583,3.493367306,1.346882531,0.998458192,3509
747,1.782247323,1.381935299,0.994079397,1.97225126,1.993257676,0.994036071,3510
748,1.580030889,1.057803945,0.997059197,1.796985818,1.321806237,0.997271966,3511
749,1.400321297,0.798446623,0.996258472,1.68084473,0.857692059,0.999027586,3512
750,1.909112867,1.074857982,0.974468729,5.822664145,0.173395149,0.998535451,3513
751,1.787541213,0.880521871,0.979392158,5.564554605,0.145307617,0.999077647,3514
752,1.669982178,0.741322712,0.975202889,5.565980338,0.120385426,0.996521068,3515
753,2.030502605,4.718216175,0.993985105,10.13375778,0.995106431,0.993875696,3516
754,2.18538067,4.540711256,0.98724132,9.115214927,1.131264743,0.9953559,3517
755,1.62911009,3.004566977,0.991404984,9.133417484,0.528745179,0.999155356,3518
756,1.762927977,2.907100102,0.9952491,7.758758135,0.652222076,0.996926509,3519
757,2.614875709,4.673443922,0.953498507,7.294571226,2.61173764,0.998523586,3520
758,1.838999175,2.423719271,0.989316429,6.535799808,0.62741701,0.999306592,3521
759,1.96661211,4.076688835,0.994338198,9.132066019,0.933110024,0.996099635,3522
760,1.558483471,2.297574284,0.996004633,7.694088959,0.461201724,0.998968204,3523
761,1.946127953,3.797961835,0.988138271,8.364091457,0.989172542,0.998322346,3524
762,3.050199066,3.811434385,0.924949,5.99704543,2.13062557,0.992518397,3525
763,1.859066087,1.449755591,0.99850797,5.622822981,-32927254.71,-4.18E-08,3526
764,1.695604391,1.044795795,0.997545478,4.99934992,-28218069.5,-3.94E-08,3527
765,1.513285202,0.712660982,0.99819515,4.260264163,-17664023.1,-4.88E-08,3528
766,1.815408213,0.743328192,0.973517956,2.883936969,0.340965342,0.994400436,3529
767,1.802249192,0.582287515,0.981293475,2.305552952,0.329855184,0.997425271,3530
768,1.705726225,0.442154301,0.982771993,1.900959113,0.298094309,0.997769523,3531
769,2.094104728,1.924959069,0.984415772,6.833265176,-37272373.08,-2.67E-08,3532
770,1.680479832,1.192641501,0.983986935,6.007380696,-34956969.6,-2.12E-08,3533
771,1.454070588,0.738390183,0.988409968,4.792652705,-30211127.91,-1.78E-08,3534
772,1.604240695,0.774275239,0.960787864,4.133870421,-15469891.93,-4.84E-08,3535
773,1.42788231,0.488156166,0.969258481,3.686507473,-6229027.848,-5.00E-08,3536
774,2.064902297,1.878468778,0.984937633,6.818181782,-45221140.98,-2.02E-08,3537
775,1.581568246,0.968659075,0.98016759,5.277406327,-18454439.52,-4.64E-08,3538
776,1.886236716,0.622377024,0.984307623,2.020665168,0.433849565,0.999127033,3539
777,1.716351079,0.515573727,0.99462532,2.031720704,0.321654046,0.998065975,3540
778,1.508626467,0.382536393,0.99486007,1.920529132,0.246036888,0.999550571,3541
779,1.419653722,0.305579564,0.993780776,1.941126546,0.179215141,0.998299787,3542
780,1.138494735,1.681854061,0.999277948,8.966436721,0.229529209,0.997814742,3543
781,1.123529006,1.261589608,0.994500247,6.48919308,0.238952648,0.995263206,3544
782,1.168360659,1.238966131,0.999814364,5.344534646,0.298739993,0.998493912,3545
783,1.164110123,1.50675687,0.992071876,6.886931666,0.277288575,0.990714088,3546
784,1.301828499,1.081501652,0.993879576,3.10561844,0.526850968,0.985856634,3547
785,1.161770575,2.280655959,0.991021548,9.198152356,0.323799059,0.992222608,3548
786,1.013776886,1.906840111,0.993863609,34.22954695,0.058579824,0.994274725,3549
787,1.830467096,0.603523231,0.989832364,2.104451549,0.390916031,0.999660496,3550
788,1.694266171,0.517615777,0.994081495,2.014797274,0.335939171,0.997745922,3551
789,1.537704986,0.389798159,0.993509073,1.938124623,0.244026544,0.999461192,3552
790,1.463206566,0.31770505,0.995625557,1.824566264,0.202057393,0.998592405,3553
791,1.172095634,1.510753412,0.996353666,6.047531914,0.326801321,0.997612723,3554
792,1.211595889,1.151856156,0.993869724,4.060733159,0.388759924,0.993888994,3555
793,1.074009641,1.189635147,0.994361671,11.76955256,0.112126204,0.993820877,3556
794,1.310998048,1.193199857,0.996720555,3.089807735,0.607881433,0.997803267,3557
795,1.290076221,1.435536116,0.996724463,4.055493671,0.534805164,0.994658736,3558
796,1.254816439,1.063248548,0.998609591,3.209737356,0.48249249,0.999612964,3559
797,1.445536537,1.917922515,0.996376234,3.8993137,0.918115043,0.998261134,3560
798,1.467912852,1.713677935,0.994986561,3.444891984,0.942501044,0.998314227,3561
799,1.282427165,2.316304349,0.997751958,6.556556614,0.532207342,0.998121178,3562
800,1.136596544,1.724588654,0.997947323,8.645492556,0.24666258,0.998298319,3563
801,1.278830285,2.368553819,0.997127209,6.700544185,0.532704039,0.998830751,3564
802,1.242680853,1.854602226,0.995045886,6.313682077,0.410112019,0.992376922,3565
803,1.206550245,0.780880538,0.997120909,2.949424229,0.355837869,0.997142915,3566
804,1.302242849,0.664098358,0.996700417,1.916143171,0.521992492,0.993716468,3567
805,1.18548092,0.965363699,0.995893791,4.086484428,0.306395111,0.994369703,3568
806,1.15429381,0.677745161,0.998829702,3.278542318,0.258610431,0.998358268,3569
807,1.233326393,0.78412389,0.993884108,2.719143655,0.399854284,0.993202184,3570
808,1.081220595,0.773141618,0.991874606,8.014425374,0.106887805,0.990821122,3571
809,1.277506959,0.98634429,0.998901124,2.855625943,0.513817194,0.997560401,3572
810,1.340040321,1.205895996,0.999206352,2.921636845,0.67802742,0.998893546,3573
811,1.35856922,1.867404862,0.999307314,4.490341306,0.687175326,0.99650454,3574
812,1.236708643,1.295278388,0.998779948,4.27645759,0.42591144,0.996973702,3575
813,1.270088171,1.581426849,0.998595198,4.535527641,0.520054251,0.998762448,3576
814,1.303328063,0.955671295,0.997887193,2.54280656,0.584417337,0.998015207,3577
815,1.460474626,2.23943946,0.999177943,4.553994196,0.922565252,0.997175492,3578
816,1.430936121,3.099484619,0.998332736,6.386798454,0.899386309,0.998140863,3579
817,1.290103016,1.814771165,0.992584639,4.606700279,0.620717593,0.99796011,3580
818,1.371795148,2.356841265,0.996981267,5.3897846,0.745487311,0.998525451,3581
819,1.085986612,1.471423642,0.986423588,13.5700902,0.121512588,0.985493489,3582
820,1.008976627,1.185947547,0.986159181,47.74272204,0.025405237,0.986216125,3583
821,1.275499633,0.847654241,0.953439606,3.298312072,0.34808071,0.939755438,3584
822,1.304018423,1.653489624,0.99008041,4.600428836,0.548845013,0.986382553,3585
823,1.208023954,1.459579894,0.986007236,4.836632456,0.421723205,0.988889054,3586
824,1.175438177,1.023611974,0.9487927,8.129394469,0.146244331,0.941165814,3587
825,1.230889811,1.069957397,0.992419527,3.732642303,0.395993204,0.990662004,3588
826,1.372041406,0.95284213,0.98851242,2.45369684,0.623212139,0.975870674,3589
827,1.380807316,0.745473937,0.918470914,2.009945917,0.584599195,0.904714696,3590
828,1.307531508,1.990536186,0.996594615,5.423794085,0.56960529,0.996820749,3591
829,1.215269209,1.238877564,0.994482672,4.798556007,0.345831164,0.992170294,3592
830,1.329919652,2.084009322,0.996346474,5.551742524,0.591138282,0.996327634,3593
831,1.131060962,1.258141795,0.995340146,6.75688967,0.227270222,0.996077123,3594
832,1.352827304,1.559517853,0.993511054,3.978200196,0.634915821,0.993889074,3595
833,1.184580246,0.978487407,0.980599928,4.982373327,0.245060754,0.976044375,3596
834,1.301787358,0.844584712,0.987186291,2.323034,0.560064325,0.991922199,3597
835,1.531026867,0.848509017,0.979225907,1.789351817,0.889475708,0.964243002,3598
836,1.41165667,0.595360308,0.982363394,1.383438119,0.741167853,0.979647026,3599
837,1.909112867,1.074857982,0.974468729,5.822664145,0.173395149,0.998535451,3600
838,1.787541213,0.880521871,0.979392158,5.564554605,0.145307617,0.999077647,3601
839,1.669982178,0.741322712,0.975202889,5.565980338,0.120385426,0.996521068,3602
