,pred,real
0,0.220676125,0.278606965
1,0.586716896,0.644278607
2,0.718998547,0.870646766
3,0.987295246,1.114427861
4,1.188655388,1.253731343
5,1.378259498,1.462686567
6,1.503983673,1.671641791
7,1.710018244,1.932835821
8,1.930303761,2.089552239
9,2.081125294,2.298507463
10,2.236681951,2.472636816
11,2.511995794,2.646766169
12,2.681112754,2.838308458
13,3.066700074,3.273631841
14,3.451251648,3.534825871
15,3.665509236,3.865671642
16,3.930914412,4.144278607
17,0.289401266,0.26119403
18,0.497341153,0.417910448
19,0.674898128,0.609452736
20,0.934091698,0.853233831
21,1.148863562,0.992537313
22,1.392635961,1.34079602
23,1.640094852,1.549751244
24,1.802389146,1.741293532
25,1.978063227,1.915422886
26,2.140954542,2.089552239
27,2.31910348,2.281094527
28,2.445948583,2.437810945
29,2.77998836,2.820895522
30,3.202489009,3.134328358
31,3.380925157,3.447761194
32,3.727707428,3.7960199
33,0.65855107,0.400497512
34,0.918871577,0.713930348
35,1.675101394,1.462686567
36,2.23536389,1.967661692
37,2.35291248,2.15920398
38,2.736667577,2.577114428
39,3.097607333,2.97761194
40,3.441938854,3.23880597
41,3.879138335,3.621890547
42,4.031421518,3.848258706
43,4.531650019,4.126865672
44,4.861639766,4.353233831
45,5.095138228,4.631840796
46,5.612444989,4.858208955
47,5.814106206,5.084577114
48,6.302215456,5.293532338
49,6.555066836,5.728855721
50,6.815713507,5.972636816
51,7.382867388,6.18159204
52,7.589060417,6.373134328
53,0.297664257,0.226368159
54,0.898552951,0.679104478
55,1.57626095,1.288557214
56,2.097402054,1.706467662
57,2.345193195,1.950248756
58,2.708671097,2.246268657
59,2.968018113,2.542288557
60,3.335014468,2.890547264
61,3.653037433,3.186567164
62,3.851196196,3.447761194
63,4.060910972,3.691542289
64,4.405809782,3.935323383
65,4.56089768,4.213930348
66,4.937332276,4.492537313
67,5.077392434,4.718905473
68,5.537800544,4.980099502
69,5.586484807,5.189054726
70,6.049232426,5.641791045
71,6.528476775,6.111940299
72,0.418370165,0.590116279
73,0.848001009,0.875
74,1.910225379,2.095930233
75,2.930851175,2.99127907
76,3.685164994,3.662790698
77,3.774758412,4.069767442
78,4.250658162,4.639534884
79,4.581334503,5.026162791
80,4.621625753,5.433139535
81,5.158105951,5.779069767
82,5.046548525,6.023255814
83,5.520075894,6.369186047
84,0.322044094,0.417973297
85,1.037770231,1.010852448
86,1.678789624,1.621294077
87,2.263754965,2.179459089
88,3.010100315,2.633344745
89,3.556692634,3.104621705
90,4.080418636,3.558370421
91,4.427885892,3.960150633
92,4.900685535,4.292365628
93,5.268682071,4.711331736
94,5.71997675,5.078226635
95,-0.050020408,0.076335878
96,0.800680731,0.549618321
97,1.512196548,1.099236641
98,1.880249475,1.496183206
99,2.466910183,1.984732824
100,2.739616048,2.335877863
