,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m
0,0.9267458709762993,0.5420018782409699,0.9406958359758911,0.44775261269480154,0.9391719843916063,0.44846730395657536
1,0.9277362838887694,0.5355953869050096,0.9454845279438467,0.3971365954838182,0.9448242415193391,0.39502719047787577
2,0.9332957110808482,0.49438961656068975,0.9458249591469188,0.38727946519246104,0.9447729509963477,0.387065806573352
