,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m
0,0.847017604,1.12143825,0.87928913,0.815192651,0.87490229,0.792947783
1,0.853340565,1.082994804,0.874268865,0.810009648,0.874871125,0.762952009
2,0.857215792,1.053211116,0.872678152,0.784469323,0.873544751,0.735219704
