,MSE,Indexs
0,0.147037278026719,2323
1,0.15241966389233746,2324
2,0.1452052439706521,2325
3,0.11246936537397112,2326
4,0.0082666630526388,2327
5,0.01654292826499932,2328
6,0.03565218904813058,2329
7,0.007366464761940359,2330
8,0.029570540230415877,2332
9,0.009058966921394842,2333
10,0.016533243333232667,2334
11,0.02576804285923378,2335
12,0.04344356393774841,2336
13,0.0635876652480699,2337
14,0.08011615966889732,2338
15,0.05618082462677012,2339
16,0.0733749769333428,2340
17,0.07448870086802882,2341
18,0.05552618198030559,2342
19,0.09145054775326762,2343
20,0.0078096493603177376,2344
21,0.015204024039371003,2345
22,0.03253207958305945,2346
23,0.04165713087413837,2347
24,0.05204006476357024,2348
25,0.06294971401588187,2349
26,0.05841098744293728,2350
27,0.07047884793463896,2351
28,0.0857427663717184,2352
29,0.08798368305660971,2353
30,0.019837052634178218,2354
31,0.023652600163669817,2355
32,0.033540025645244574,2356
33,0.04041278808917022,2357
34,0.04464392252792982,2358
35,0.064466215219544,2359
36,0.058577390083999016,2360
37,0.08043199831560961,2361
38,0.06581969301903785,2362
39,0.08722950158058937,2363
40,0.011899756778759447,2364
41,0.007951017613756798,2365
42,0.005786740961031646,2366
43,0.00888038288639563,2367
44,0.016380270052432828,2368
45,0.009142088984600602,2369
46,0.013274925900159768,2370
47,0.00494689256124929,2371
48,0.01561361757488471,2372
49,0.02854029265118927,2373
50,0.013409346216400619,2374
51,0.007201745047375402,2375
52,0.021765631471953678,2376
53,0.03914366786222757,2377
54,0.0538329299141728,2378
55,0.05537064123383403,2379
56,0.06153811823980149,2380
57,0.08638970724094937,2381
58,0.06034246667176807,2382
59,0.06019730110422833,2383
60,0.04550416103104592,2384
61,0.06483975193951413,2385
62,0.059321916564531195,2386
63,0.050719207187411,2387
64,0.04944746716609395,2388
65,0.0728012313072428,2389
66,0.010820333432807291,2390
67,0.014097172044645456,2391
68,0.044935527141871455,2392
69,0.01320614040424832,2393
70,0.03762540668055801,2394
71,0.0681001104176347,2395
72,0.03239927735087446,2398
73,0.01604259239593158,2399
74,0.030321381131933167,2400
75,0.05319450608664191,2401
76,0.016899001992563722,2402
77,0.0352744239178273,2403
78,0.04457563602721272,2404
79,0.04336123958884476,2405
80,0.018029705598794184,2406
81,0.013759431777001752,2407
82,0.017857523005558436,2408
83,0.010909209071689945,2409
84,0.0405178592253691,2410
85,0.035398037359443135,2411
86,0.036703713979538775,2412
87,0.054584539365240825,2413
88,0.02331647813825311,2414
89,0.004164355505006512,2415
90,0.026188238687122604,2416
91,0.01838974024288407,2417
92,0.007364758958871892,2418
93,0.012843116346756275,2419
94,0.04577077734162409,2420
95,0.014628057199447292,2421
96,0.01065155729055935,2422
97,0.04150806528947164,2423
98,0.01893225898015544,2424
99,0.026713452033796388,2425
100,0.05147934810223039,2426
101,0.03430468972372356,2427
102,0.032692579369140995,2428
103,0.04780652620356604,2429
104,0.023056069797738755,2430
105,0.016267636193707673,2431
106,0.047773348442728944,2432
107,0.011699716337507413,2433
108,0.01650164603565774,2434
109,0.13787634508319674,2435
110,0.13405744395974,2436
111,0.1370153397574432,2438
112,0.10153738219370609,2439
113,0.08526908762749794,2440
114,0.09314081027983961,2441
115,0.08988360555079832,2442
116,0.04411009335946668,2443
117,0.042839958920981594,2444
118,0.14064439261270772,2445
119,0.13346840238824248,2446
120,0.12957290281455863,2447
121,0.12245429226950563,2448
122,0.1045360386795855,2449
123,0.0829473906508876,2450
124,0.058967608622034776,2451
125,0.06362013845549971,2452
126,0.025014776979357944,2453
127,0.029808062140639042,2454
128,0.05285398368055856,2455
129,0.00793208362749557,2456
130,0.011773962776046556,2457
131,0.019104743906613448,2458
132,0.0125026316797353,2459
133,0.012783744318812495,2460
134,0.01730350339295835,2461
135,0.06462838073665203,2462
136,0.051797258777837016,2463
137,0.050733934016341985,2464
138,0.06264774990108454,2465
139,0.06847131079706623,2466
140,0.05660327059733876,2467
141,0.052117715343371486,2468
142,0.05368139691573308,2469
143,0.08370011118092117,2470
144,0.07694779212870521,2471
145,0.0669389528434756,2472
146,0.08404983808815161,2473
147,0.006496961638936029,2474
148,0.010331610188237726,2475
149,0.019880816209075662,2476
150,0.0161074927869736,2477
151,0.015390058474522173,2478
152,0.016635975501964287,2479
153,0.02967757031191609,2480
154,0.013261739681828009,2481
155,0.017078349861545085,2482
156,0.018483593340562883,2483
157,0.03250701110101913,2484
158,0.03110023507471519,2485
159,0.009687867136217406,2486
160,0.03356832355235515,2487
161,0.004163901253429182,2488
162,0.02136834540401943,2489
163,0.03138481679253384,2490
164,0.02510258989440331,2491
165,0.024682094643848025,2492
166,0.02914123210067372,2493
167,0.03238577832358397,2494
168,0.050313827151711586,2495
169,0.04275704765811682,2496
170,0.0566211004577048,2497
171,0.0507266619828838,2498
172,0.058050686607399274,2499
173,0.04351294834303205,2500
174,0.0618241799652719,2501
175,0.06404139522638076,2502
176,0.10225651052058168,2503
177,0.08012922025309786,2504
178,0.09254834651739051,2505
179,0.05438558151013052,2506
180,0.031618141992992704,2507
181,0.02968554846313804,2508
182,0.033220954621938956,2509
183,0.04842816401776239,2510
184,0.039928960374449665,2511
185,0.02329072295657646,2512
186,0.017793241038265722,2513
187,0.02807622225940255,2514
188,0.032497387858622176,2515
189,0.03457566928387466,2516
190,0.03554783366090121,2517
191,0.031019870650843263,2518
192,0.07901979127739572,2519
193,0.055339277068270944,2520
194,0.06313301197672942,2521
195,0.06060382840727503,2522
196,0.09425792809628457,2523
197,0.07324213020514461,2524
198,0.07185131257485848,2525
199,0.07851283758052505,2526
200,0.12134553993449604,2527
201,0.09446437534892774,2528
202,0.09874581984880312,2529
203,0.09868142543301246,2530
204,0.029948978947764687,2555
205,0.017093854978505737,2556
206,0.010164542489792488,2557
207,0.011992147402195926,2558
208,0.013394297507986356,2559
209,0.009359604929417892,2560
210,0.013966708120803042,2561
211,0.008767925350506009,2562
212,0.010710501849389209,2563
213,0.02089558323091154,2564
214,0.026378844216335972,2565
215,0.031961572286243925,2566
216,0.013039336606700674,2567
217,0.017438929200195956,2568
218,0.02386417231644016,2569
219,0.01774626276791675,2570
220,0.031048423292844414,2571
221,0.02014657522575166,2572
222,0.014014641642983928,2584
223,0.005959612393102732,2585
224,0.021607351813061868,2586
225,0.019445371220158724,2587
226,0.014447198467658134,2588
227,0.004657826345143794,2590
228,0.01140747051552123,2591
229,0.005035024289894434,2592
230,0.01640316656320988,2593
231,0.010137760475512344,2594
232,0.011207212189385644,2595
233,0.021094340360720807,2596
234,0.004865241270145219,2597
235,0.010812073368991662,2598
236,0.013282971538478478,2599
237,0.038028381679478584,2600
238,0.004530554567233643,2601
239,0.005047182674243195,2602
240,0.00508264931779164,2603
241,0.0029273211918576436,2604
242,0.0072721979878362115,2605
243,0.007408501721681104,2606
244,0.027923253856615166,2607
245,0.0110694508861885,2608
246,0.030923880688838955,2609
247,0.015724105414252336,2610
248,0.054385107894321515,2611
249,0.04925728580021468,2612
250,0.045750307637395925,2613
251,0.07899872541432505,2614
252,0.08316722424096043,2615
253,0.1453252899202497,2616
254,0.13087169983805516,2617
255,0.14645485511439146,2618
256,0.14164869158677107,2619
257,0.061587635142686704,2620
258,0.11217442974273908,2621
259,0.13878811430538832,2622
260,0.06742596923018827,2623
261,0.10437897904978943,2624
262,0.14283768464085572,2625
263,0.015445083276232225,2626
264,0.008893109744883668,2627
265,0.01431594434715037,2628
266,0.014886804790220453,2629
267,0.026343518128936132,2630
268,0.014641966110493546,2631
269,0.022153385875668997,2632
270,0.018960108906492468,2633
271,0.014773801448402077,2634
272,0.009391662843508746,2635
273,0.010024795895648078,2636
274,0.01728752677597394,2637
275,0.021442743023062122,2638
276,0.024900686810589094,2639
277,0.02604320950700984,2640
278,0.012294073751471303,2641
279,0.021932086161937807,2642
280,0.0335101853136877,2643
281,0.027994949618003452,2644
282,0.035982698219716475,2645
283,0.03782571780500067,2646
284,0.047834219783719864,2647
285,0.0670744920518824,2648
286,0.07624039234892266,2649
287,0.09020274228170275,2650
288,0.08995805184786788,2651
289,0.032862688911303214,2652
290,0.04569968996912162,2653
291,0.033669058386826975,2654
292,0.038375107821406185,2655
293,0.05860980071902461,2656
294,0.07753063497557074,2657
295,0.06370171337675605,2658
296,0.06833350354156344,2659
297,0.06459005702456104,2660
298,0.05155021697272514,2661
299,0.07984786581235476,2662
300,0.047026852318916665,2663
301,0.06541459912758066,2664
302,0.07361716332125683,2665
303,0.054930117937775226,2666
304,0.04045943457142197,2667
305,0.0902140378505911,2668
306,0.08054098021627479,2669
307,0.08241434537213048,2670
308,0.07336225272259982,2671
309,0.07498760132718466,2672
310,0.029015398128819724,2673
311,0.043785977281030966,2674
312,0.05471039783853199,2675
313,0.06129727923928415,2676
314,0.10085859525603165,2677
315,0.009722206661874013,2678
316,0.003926049801438252,2679
317,0.01848567953695887,2680
318,0.01795607181976151,2681
319,0.011792413833973697,2682
320,0.023118221859402745,2683
321,0.031178391440113258,2684
322,0.018468430931198855,2685
323,0.0074295736787454315,2686
324,0.008249260506525819,2687
325,0.022429061123688216,2688
326,0.020879118325201847,2689
327,0.013787586779305128,2690
328,0.006639410431315574,2691
329,0.02513366617730763,2692
330,0.034748871906306766,2693
331,0.06541962928944861,2694
332,0.0419524419617584,2695
333,0.04874123199984176,2696
334,0.05977602836080655,2697
335,0.05384686990469782,2698
336,0.04018355767523069,2699
337,0.027576938270108643,2700
338,0.037884802517494036,2701
339,0.041868390577595525,2702
340,0.06958483475367025,2703
341,0.025452536420710777,2704
342,0.02074384972976546,2705
343,0.03887656792056813,2706
344,0.0405849034819643,2707
345,0.061856771047763624,2708
346,0.008496129924611299,2709
347,0.007965762392047784,2710
348,0.011403828301786208,2711
349,0.030865051846516826,2712
350,0.04777081323940352,2713
351,0.03719302031711262,2714
352,0.027177657725019944,2715
353,0.03941338765518493,2716
354,0.0479946269320059,2717
355,0.0534671216916154,2718
356,0.041805826494064426,2719
357,0.04456682648365592,2720
358,0.04713321099318128,2721
359,0.09438292375018162,2722
360,0.09868543463986847,2723
361,0.054504559071820224,2724
362,0.03314574381557241,2725
363,0.05468721741883582,2726
364,0.04868973569561602,2727
365,0.071165732599175,2728
366,0.016280963016065613,2729
367,0.026068708337587666,2730
368,0.027208408783495175,2731
369,0.006245356722412105,2732
370,0.007926164354098347,2733
371,0.021243999068801173,2734
372,0.01780190583597502,2735
373,0.03018977361583689,2736
374,0.026122549341952794,2737
375,0.017130468331691774,2738
376,0.027952471219821584,2739
377,0.020401202318064755,2740
378,0.04157134753410375,2741
379,0.029593362340074602,2742
380,0.028985475381082166,2743
381,0.018995417175224745,2744
382,0.03533138228913598,2745
383,0.026448102618271397,2746
384,0.029919504224564752,2747
385,0.027952623950363936,2748
386,0.038011636281220264,2749
387,0.03508988217033278,2750
