,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.9278826464733303,0.6785696835130708,-1,-1,0.923189931246847,0.7835493375118103,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1402,1090,385,254,233,203,177,213,117,109,146,90,106,57,68,70,65,61,42,85,54,56,57,47,33,35,42,54,38,56,73,98,114,240,529,0,0,1696,4498,974,1033
