,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.9328868895943299,0.6701616300530772,-1,-1,0.9051381961751608,0.8578702529357922,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1574,1073,417,341,212,237,152,130,109,141,102,163,101,76,51,69,58,33,43,40,52,39,23,60,51,37,62,66,60,65,96,126,99,194,439,0,0,1855,4429,948,877
