,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9118931537004645,0.8386113411406086,-1,-1,0.9206323680363477,0.8024518634043948,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",939,666,685,663,0,0,626,2121
