,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.925409732379941,0.7309632474082346,0.9292417237404055,0.6565849963235046,0.0975070558168821,0.07605778238700199,0.027473847179525168,0.019114989444053484,0.015039006382952455,0.013068681556107015,0.011859920737805103,0.010511236218625382,0.007471696482585774,0.008291716977171994,0.0071458942923812,0.006808911441164488,0.006914749929009717,0.004722453918046348,0.004623489758879959,0.005692645406619999,0.005233603713717791,0.0033023544081879574,0.0027600553106905197,0.004752469844562145,0.0034448535130930775,0.003359489857649049,0.0028096077632504906,0.003274573132338235,0.002766946923960147,0.002707453362470215,0.0038549551217946345,0.004249996913465931,0.003834238305122412,0.0043000580268405,0.005799599985184637,0.007996846796794943,0.008437665592552811,0.015484064841907725,0.03869390718174747,0.0,0.0,0.11545685395755399,0.30816012938750814,0.06788079805424892,0.059135400076546045,12540.0
