,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9231229133217893,0.7066312241882559,-1,-1,0.9346854301193437,0.7227666818040327,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1485,1313,553,361,223,203,155,200,95,141,112,149,118,95,100,78,33,46,46,55,53,63,44,29,53,50,50,79,81,67,82,121,157,313,640,0,0,1715,4403,1139
