,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.9230067268349087,0.7543366504028641,0.9258656845525977,0.6836841797007891,0.10509553248199864,0.08816023501556298,0.031916357395952936,0.021586576183205686,0.01712225281320433,0.014781656385078733,0.013448782602373477,0.011860087273465547,0.008618610291464842,0.009727473033980683,0.0074501066568995016,0.007954206808756976,0.008487197193860404,0.005497648884115049,0.005298622034012233,0.0058661195956503185,0.005314244011780957,0.003362251002437676,0.003063109607626071,0.004762554717390082,0.004021708897311698,0.0037361573062376797,0.003467428286095644,0.003573462665969796,0.003542561658662255,0.002976914645672748,0.0042734874954216415,0.004678628426567239,0.004298088132207914,0.005042763175042149,0.0065737123322811685,0.009032160861924926,0.009545760679750827,0.017755447183914905,0.043722667369024644,0.0,0.0,0.11450083418727443,0.306341661762507,0.07354293094531622,12660.0
