,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9018235033521698,0.9312445172181733,-1,-1,0.9103858042670404,1.0217300861727017,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",2304,2031,0,0,952,3413
