,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.9243641004890442,0.7018170295758123,-1,-1,0.9161053999972598,0.7960751874324256,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1437,1193,449,283,212,191,187,160,135,166,111,171,119,100,84,98,64,32,44,96,81,60,52,56,46,42,67,65,77,65,80,117,168,322,645,0,0,1878,4460,1087
