,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.923659870877103,0.7519011955015662,-1,-1,0.9225752321150841,0.7307936149187454,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1678,1390,551,372,267,278,238,212,164,155,136,118,175,85,50,92,81,56,55,71,70,50,79,66,71,58,84,45,93,79,118,160,162,303,860,0,0,1466,4712
