,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9060414508864844,0.8880450319082153,-1,-1,0.9205355373312436,0.8778448395670979,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",1632,1347,0,0,618,2103
