,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,S,V,Temp(K),Pressure,feature_sum
0,0.008952889458072393,0.0838981695705157,0.024271373308229646,0.21721077226482316,0.008000869662652127,0.010364465850255418,0.0,0.0,0.00804768196840759,0.01738450866277016,1834.3658193456597
