,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,feature_sum
0,0.007031683600205308,0.07054825830389203,0.01973997800669073,0.17116396680211743,0.004300849985727494,0.005967179163917879,0.0027342625746127084,0.00277051602737756,0.0022842714723699245,0.00234869550050436,0.0021550307772093846,0.0022659106539474018,0.001425043883725144,0.0016681933254240823,0.0016475298296054705,0.0027808565076648975,0.001455612066099881,0.001114186169850044,0.0011349785416450088,0.0018824684269793958,0.0016709427006083536,0.0007206344615181808,0.0007528452604080863,0.0010151516902054119,0.0008626638086910076,0.001096460426989571,0.0009123545071208179,0.0009218664846313497,0.0008229104525339839,0.0006256232784724964,0.0008277168630872288,0.0009353688978976691,0.000927504964276083,0.0009629128722532786,0.001264938238628705,0.0012733496630322472,0.0014200367787328997,0.0021731837629236084,0.0034373794567097746,0.0,0.0,0.009694429433161667,0.02606751555658174,0.005809168781315784,3099.9670834328786
