,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9258936966136359,0.7396207283788403,-1,-1,0.8992001961157186,0.9205688805764229,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1634,1336,519,346,251,231,145,151,112,146,126,122,130,78,63,65,62,37,62,48,57,41,28,56,78,37,75,86,62,54,95,139,148,256,506,0,0,1833,4379,1106
