,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9192771906257222,0.7994706053978501,-1,-1,0.9489907530487129,0.47099166163718204,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1186,917,262,221,168,142,122,171,74,70,65,42,94,33,65,47,69,38,26,37,21,26,45,35,21,37,53,61,46,37,47,69,109,114,433,0,0,1759,4566,756,661,839,1116
