,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.006405690416749915,0.06385361306584748,0.018896611334816214,0.1616576452279217,0.004424636283524834,0.0035900539153558776,0.002920216441041965,0.001946220545675779,0.001743197328599465,0.0009672036490782736,0.001621414903925861,0.002972066209011678,0.0010708991797838653,0.002186815842007654,0.001802918093322887,0.0020747056336056858,0.0012183206686370194,0.0010437443386860034,0.0008356233968135237,0.0013675590007276265,0.0013797446146510378,0.0006475817587018848,0.0006506810470143497,0.0006312518527407656,0.0005874190766290549,0.0006608904020949133,0.0006324928295909266,0.0005635464484871457,0.000732773221860105,0.0007284922786535092,0.0011925815809153994,0.0007959506098034061,0.000714572222452451,0.0008505842374869925,0.0010018677999509107,0.0012946061909912608,0.0009799235941439608,0.0017690442968183522,0.0028572908415634905,0.0,0.0,0.008974559654053846,0.017781556862629673,0.0038319992235367672,0.004047507962784534,0.00379477340714655,0.0054073362741594395,3114.7443961039926
