,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9277203119110077,0.6696386483683394,-1,-1,0.9266936180381943,0.7552002574422811,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",2563,1860,1765,1980,0,0,1767,4765
