,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,feature_sum
0,0.9243556696173892,0.7407763083066375,0.9272503671732728,0.6725143297933358,0.103313727668926,0.0812466437028532,0.029657488548958603,0.022193471363136905,0.016535281553637787,0.015294576342333666,0.012985456251466103,0.011396493697297432,0.008752983443831252,0.009710606565675272,0.007203931009790486,0.007719601960566441,0.007814126449127745,0.005332678988110671,0.005508653406916305,0.006262757879921479,0.005715169697643122,0.0035173352099460474,0.003204992777510278,0.005173223699643197,0.004042129955430448,0.003953257528056595,0.0034824647826462705,0.0038763904835981584,0.003239559489857649,0.0030365964171512527,0.004352914305468103,0.005068617356198377,0.004216245046112819,0.00480549403064311,0.0064556069977900424,0.008527325703421115,0.0096015753669889,0.0189804980431374,0.04377500401249429,0.0,0.0,0.11530907070632246,0.3121834018543897,0.07655464770300134,13020.0
