,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,feature_sum
0,0.007838896072253925,0.07496563289347437,0.02039665818014179,0.18054090254704272,0.0055570822330195625,0.006910764163271649,0.0035506379037473852,0.0034642757590834,0.0021220328260256652,0.002520693148957956,0.002130205743954786,0.0022801955049605617,0.0014083618578696585,0.0016537939337753684,0.0012674775311272946,0.002654605057182239,0.0014727730445537118,0.0011384285021740265,0.001326716410995313,0.0015778851774912955,0.0014510909371054635,0.0009493218306535776,0.0007823476481242202,0.0011213824529420907,0.0009393466764460429,0.0012716458699288525,0.001076631102458909,0.0010216569606880754,0.0010474941832699215,0.0007355006986544458,0.0010430852313679613,0.0010772648375855344,0.0010597866777076377,0.0010484437743565579,0.0013493052520525434,0.0013965201307193232,0.0013350660634023955,0.002035508987913996,0.004494673568562578,0.0,0.0,0.00910394100661222,0.030924542534606428,3556.884672213673
