,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9331527838743003,0.6530038150528089,-1,-1,0.9034218950689227,0.9091471521756646,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",2804,1893,1737,1811,0,0,1855,4600
