,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.915382882140363,0.8271617949791092,-1,-1,0.9449749600354229,0.5221769654257533,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",1296,978,954,997,0,0,954,3521
