,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.916579189438355,0.8509955813923276,-1,-1,0.9079581377500616,0.7945616787035843,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1441,1227,445,327,290,200,229,176,119,105,90,151,122,75,78,114,74,63,59,81,50,77,61,81,46,54,69,72,45,88,117,125,116,244,658,0,0,1757,4468,1106
