,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.007113163200960453,0.0728533027960034,0.019659012496585873,0.1716280974067251,0.004827789542392039,0.004978213412821186,0.002461793894696555,0.0025178642361981056,0.0019009291470678466,0.0017004222307335926,0.0020330827155946194,0.0020696664535754796,0.0011266061855852415,0.00217089766360744,0.0017505840341160348,0.0023660789883774547,0.001467991967734088,0.0009397804583562637,0.000962636425966358,0.0015618634348984566,0.0014888058035174307,0.0008777967300854934,0.0006867016571670517,0.0011614877906394058,0.0008036955298251329,0.0009560607375206793,0.000813364750743539,0.0008223264760196521,0.0005801709904155315,0.0007332247916991818,0.0007833164239952427,0.0009080483548234148,0.0010924629055505792,0.0010629900873685533,0.0012770727669950553,0.001473356851394764,0.0013970927232631835,0.0018571785539298685,0.0038178671047565454,0.0,0.0,0.009520035202129098,0.02443636978547468,0.004673481294863919,0.006138114647637987,3295.265620584186
