,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,feature_sum
0,0.9146277035967109,0.835479436479572,0.9183365462595522,0.7515559016313689,0.11370096917169771,0.09321187204464364,0.03585391063866563,0.026611699198735756,0.019668701309925058,0.017906890378656,0.01608964529550477,0.013434248182031434,0.009583488277343606,0.010689753941504005,0.008267827203476671,0.007997585095744286,0.00967816091954023,0.0059123202093904715,0.00617485585885897,0.005907147178290554,0.005667160512117733,0.004239707643492969,0.0036742891712038717,0.005763393705939726,0.005031055471190291,0.004329634430904849,0.004404701408694149,0.004596869019840241,0.004399348124004593,0.003934162993691124,0.004883200612368359,0.004992957763867797,0.004854972406385422,0.005847944985616751,0.007568218575996642,0.009506275541069422,0.009817827820783486,0.021326338012518983,0.049368425991086096,0.0,0.0,0.11526923713223948,0.31983520377297925,12780.0
