,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.916038876630191,0.8736815461110033,-1,-1,0.9005670491991079,0.9847771553042365,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1676,1360,496,313,283,240,257,150,174,148,144,178,124,84,82,92,91,63,35,134,54,82,37,60,68,65,105,58,95,53,99,163,112,228,690,0,0,1541,5066
