,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.006199134576459703,0.060533933366370946,0.01852076723986738,0.15939327371008696,0.0036143187535768854,0.003262077352664044,0.0026821193073159793,0.002002369487339365,0.0016870096838941524,0.0013577093330083302,0.0016056213868912575,0.002763361994046251,0.0009896776672837183,0.0019995914433765696,0.0017347772359972802,0.0022373066437198184,0.0012392786828195191,0.001014235048366028,0.0008669659728188656,0.0009289921998882979,0.0009928809640859437,0.000676334657710801,0.0005934539351152278,0.0006801658956296085,0.0006001438713728629,0.0005295290749699651,0.0006137455650741242,0.0005926260493413404,0.0006007825709468598,0.0007501450809637305,0.0010831159561954153,0.0009001202275274015,0.0007462596795586163,0.0008116665112293892,0.0009225669093161602,0.0013987205505709252,0.0011505967292385047,0.0015499899852751188,0.0032713742266569806,0.0,0.0,0.009588434986238533,0.013405553976301351,0.00362966614476073,0.0036309503510561472,0.0036808981507018496,0.004742935813706556,3028.0322970266902
