,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9031872000917975,0.9615062833455816,-1,-1,0.902970566343958,0.7830286477799001,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",2328,2036,0,0,932,3404
