,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.9193136030915998,0.826694246319766,-1,-1,0.9401507474614457,0.5064137001618336,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1534,1328,436,326,248,232,202,160,134,147,107,140,128,74,70,60,77,53,49,96,79,75,44,40,42,44,58,79,53,99,121,144,140,274,612,0,0,1569,4514,1112
