,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9208604914551382,0.828056639242004,-1,-1,0.8986726056119996,0.9884629539037632,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1700,1362,402,266,237,180,159,170,140,119,105,196,117,121,48,61,101,49,37,81,66,22,35,47,39,37,80,58,90,35,58,140,143,216,513,0,0,1825,4753,892
