,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.9230454527921421,0.7539547309243513,0.9261725663738907,0.6794423336652752,0.10491367581515364,0.08634234601281529,0.03182198599948147,0.02178818227835599,0.017335479091818217,0.014568638344630047,0.013068563033198762,0.011825798486363693,0.008360121979826414,0.009679686901984024,0.007675792930602368,0.0078070916206773085,0.008893998543155918,0.0055802264281393146,0.005306248379569614,0.005576586787164956,0.004831341901551909,0.0034985888366235785,0.002987685963677667,0.004943178142400336,0.004242920108152154,0.0034314974628689952,0.0034799535785276,0.003509176883094436,0.0035624529303554453,0.003066930873982987,0.004255402051927849,0.004780690642863316,0.004192268849463561,0.004952869859377508,0.006697902391446598,0.008647964739434794,0.009384633998790078,0.017499445658481178,0.043449791967603735,0.0,0.0,0.11431086336530984,0.31078063878909096,0.07294937837203846,13440.0
