,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.8927819591655594,1.0988862285214,-1,-1,0.8809941278343927,1.2203342409638047,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",1459,1212,0,0,729,2300
