,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.916192536785813,0.8528027888194234,-1,-1,0.9188559889260961,0.6181055008739789,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1666,1347,503,430,239,252,211,166,147,198,124,180,150,123,92,87,72,74,56,98,63,73,61,75,71,50,70,68,59,82,144,151,128,295,800,0,0,1694,4601
