,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.9283181785098911,0.7472723565162643,-1,-1,0.8921210436064727,1.194832028475763,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1560,1266,399,381,246,238,216,297,108,130,81,115,81,71,58,71,75,48,16,71,53,40,20,40,66,68,70,59,71,43,66,149,127,185,618,0,0,1864,4775,858
