,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9106131779563362,0.877637009102312,-1,-1,0.9303863107856043,0.6085840135720205,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",954,734,241,183,130,136,102,114,66,71,57,43,73,35,39,57,41,34,27,54,48,17,34,35,35,39,30,35,36,38,40,60,76,165,407,0,0,940,3474
