,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,S,V,Temp(K),Pressure,feature_sum
0,0.9046768834712882,0.9291314504590368,0.9049850005317477,0.8979674961588726,0.2707305924910799,0.23228307468177836,0.0,0.0,0.11819194784992038,0.3787943849772214,7380.0
